"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Condition","Cue","Target","FoilTarget","Resp","Acc","RT"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","hauberk","garment","ramble","garment","1","5073"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","lassitude","tiredness","fish","fish","0","4097"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","tressilate","quiver","curse","curse","0","3138"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","descry","discover","threatening","threatening","0","3387"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","inosculate","join","anchor","anchor","0","4849"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","inculcate","instil","fabulous","instil","1","4731"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","subluxation","dislocation","rebuke","dislocation","1","5383"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","subdolous","crafty","oily","crafty","1","3478"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","barbet","bird","hungry","bird","1","3862"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","facinorous","infamous","mask","mask","0","4668"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","immure","imprison","edible","imprison","1","4384"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","selcouth","strange","herb","herb","0","3678"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Meaning","spoliate","plunder","support","support","0","4559"
"9","TPL4 - familiar vs unfamiliar foils","female","38","Points","1","Familiar foils","Test","Study","immolate","sacrifice","overcome","overcome","0","7482"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeStudy",,"quinnet","wedge",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeStudy",,"phoenicopter","flamingo",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeStudy",,"periapt","charm",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeStudy",,"torvous","stern",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","stanchion","support",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","droze","drip",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","menald","spotty",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","hanap","cup",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","spoliate","plunder",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","quant","pole",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","munjeet","herb",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","valinch","tube",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","mundify","wash",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","contumacious","rebellious",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","esurient","hungry",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","picaroon","cheat",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","plangent","noisy",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","mendicant","beggar",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","subsecive","spare",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","barbet","bird",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","tyro","beginner",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","desman","mole",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","tantivy","quick",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","leggiadrous","elegant",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","orotund","pompous",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","pertinacious","unyielding",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","bistoury","knife",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","everse","overthrow",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","peridot","gem",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","subduce","withdraw",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","roke","mist",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","opprobrium","disgrace",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","lassitude","tiredness",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","gossamer","flimsy",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","hauberk","garment",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","sprauncy","smart",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","stolid","unemotional",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","aegagrus","goat",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","gallionic","careless",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","renitent","resistant",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","famulus","assistant",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","frond","leaf",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Non-Test Cue","maunder","ramble",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Study","Test-Cue","levisomnous","observant",,,,
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeMeaning",,"fane","temple",,"","0","0"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeMeaning",,"neogamist","newlywed",,"","0","8362"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeMeaning",,"elchee","ambassador",,"fruit","0","3886"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","PracticeMeaning",,"kinchin","child",,"family","0","5086"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","acherontic","dismal",,"friend","0","5464"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","valienton","bully",,"fly","0","6611"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","peculate","embezzle",,"consider","0","4725"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","floccose","woolly",,"bird","0","5276"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","interstice","space",,"inside","0","5961"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","morigerous","obedient",,"angry","0","5644"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","blandish","flatter",,"plain","0","4935"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","urceus","jug",,"game","0","4841"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","sententious","moralising",,"support","0","9913"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","intractable","unmanageable",,"closed","0","6216"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","unzymotic","fabulous",,"displeasing","0","8101"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","recreant","surrendering",,"playful","0","5051"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","inosculate","join",,"tempt","0","5598"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","effulgent","shining",,"indulgent","0","5743"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","compendious","concise",,"compelling","0","7509"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","burgeon","flourish",,"friend","0","9467"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","umiak","boat",,"sheep","0","6297"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","algid","chilly",,"dirty","0","5221"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","succursal","branch",,"impulsive","0","8900"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","conspue","despise",,"suspect","0","4163"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","rapparee","bandit",,"monitor","0","6756"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","insulse","boring",,"gaze","0","6338"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","surquedry","arrogance",,"match","0","8365"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","immure","imprison",,"whole","0","6693"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","imprecation","curse",,"doubt","0","7703"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","inchoate","undeveloped",,"feed","0","6881"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","olamic","lasting",,"loving","0","6950"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","recondite","hidden",,"recurring","0","8270"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","unguinous","oily",,"disgustin","0","9882"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","senescent","elderly",,"picturesque","0","7209"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","subluxation","dislocation",,"relax","0","9460"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","immolate","sacrifice",,"emmulate","0","6371"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","mechlin","lace",,"peasant","0","7396"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","esculent","edible",,"escalate","0","7897"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","stentorian","loud",,"scientist","0","7764"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","subdolous","crafty",,"open","0","7177"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","inimical","hostile",,"funny","0","8054"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","balatron","joker",,"gun","0","6227"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","objurgate","rebuke",,"observe","0","8877"
"90","TPL4 - familiar vs unfamiliar foils","female","20","Points","1","Unfamiliar foils","Meaning","Test-Cue","mehari","camel",,"field","0","8539"
