"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Condition","Cue","Target","FoilTarget","Resp","Acc","RT"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","balatron","joker","unmanageable","joker","1","3026"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","picaroon","cheat","beginner","cheat","1","2314"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","hispid","bristly","cup","bristly","1","1223"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","everse","overthrow","moralising","overthrow","1","5048"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","quant","pole","unemotional","pole","1","6724"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","rebarbative","repellent","beggar","repellent","1","3119"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","frampold","quarrelsome","undeveloped","quarrelsome","1","3215"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","acherontic","dismal","horrible","horrible","0","3788"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","subluxation","dislocation","observant","dislocation","1","3821"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","inculcate","instil","overcome","overcome","0","3850"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","trammel","impede","plunder","impede","1","2994"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","sprauncy","smart","quench","smart","1","2534"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","tantivy","quick","drip","drip","0","2013"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","esurient","hungry","fellowship","fellowship","0","2712"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","subvention","grant","lament","grant","1","5064"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","mechlin","lace","strange","lace","1","2325"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","senescent","elderly","loud","loud","0","3309"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","olamic","lasting","bird","lasting","1","1965"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","carcanet","necklace","concise","necklace","1","2083"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","bistoury","knife","discover","knife","1","1758"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","inimical","hostile","bully","bully","0","3086"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","menald","spotty","branch","branch","0","2872"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","esculent","edible","flourish","edible","1","7016"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","floccose","woolly","crowd","woolly","1","2016"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","spoffish","fussy","embezzle","fussy","1","1640"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","leggiadrous","elegant","chilly","elegant","1","2229"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","inosculate","join","glassy","glassy","0","3660"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","quidnunc","gossip","boat","gossip","1","1970"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","gallionic","careless","fabulous","fabulous","0","1283"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","contumacious","rebellious","secret","secret","0","2098"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","achene","fruit","flatter","fruit","1","4180"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","conspue","despise","clear","despise","1","3248"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","valinch","tube","support","tube","1","3886"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","frond","leaf","unyielding","leaf","1","3545"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","hauberk","garment","smooth","garment","1","1984"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","sejant","seated","curse","seated","1","2335"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","abjure","reject","mist","reject","1","2445"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Study","subduce","withdraw","wash","withdraw","1","2943"
"25","TPL4 - familiar vs unfamiliar foils","female","18","Points","1","Familiar foils","Test","Meaning","immolate","sacrifice","button","button","0","4472"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeStudy",,"coggage","paper",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeStudy",,"torvous","stern",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeStudy",,"periapt","charm",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeStudy",,"phoenicopter","flamingo",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","superate","overcome",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","acherontic","dismal",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","valinch","tube",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","urceus","jug",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","compendious","concise",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","frampold","quarrelsome",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","tressilate","quiver",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","abjure","reject",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","tantivy","quick",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","plangent","noisy",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","objurgate","rebuke",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","unguinous","oily",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","burgeon","flourish",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","subsecive","spare",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","stolid","unemotional",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","bistoury","knife",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","gallionic","careless",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","selcouth","strange",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","hyaline","glassy",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","leggiadrous","elegant",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","senescent","elderly",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","sententious","moralising",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","immolate","sacrifice",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","gossamer","flimsy",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","lassitude","tiredness",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","hanap","cup",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","spoffish","fussy",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","sprauncy","smart",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","mehari","camel",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","interstice","space",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","peculate","embezzle",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","spoliate","plunder",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","inimical","hostile",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","frisket","mask",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","hispid","bristly",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","unzymotic","fabulous",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","famulus","assistant",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","coriaceous","tough",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Non-Test Cue","roke","mist",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Study","Test-Cue","droze","drip",,,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeMeaning",,"kinchin","child",,"kitchen","0","6411"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeMeaning",,"ostler","stableman",,"shoe","0","4134"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeMeaning",,"roscid","dewy",,"road","0","7360"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","PracticeMeaning",,"quinnet","wedge",,"calm","0","4515"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","recondite","hidden",,"roccomend","0","5505"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","sodality","fellowship",,"hard","0","6564"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","inculcate","instil",,"intrecate","0","7418"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","mechlin","lace",,"machine","0","5453"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","rapparee","bandit",,"frill","0","6562"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","renitent","resistant",,"repeat","0","4183"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","menald","spotty",,"herald","0","9971"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","mendicant","beggar",,"merchant","0","6693"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","subvention","grant",,"undermine","0","8624"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","maunder","ramble",,"wonder","0","4956"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","immure","imprison",,"imature","0","8243"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","roil","billow",,"foil","0","5345"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","quidnunc","gossip",,"money","0","5804"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","floccose","woolly",,"explain","0","6069"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","perpend","consider",,"understand","0","8536"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","contumacious","rebellious",,"problem","0","7465"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","karimption","crowd",,"harm","0","6377"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","gadoid","fish",,"goae","0","9771"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","subluxation","dislocation",,"help","0","5966"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","munjeet","herb",,"house","0","7102"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","recreant","surrendering",,"recreate","0","6022"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","descry","discover",,"speak","0","7339"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","surquedry","arrogance",,"question","0","6368"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","succursal","branch",,"succum","0","6618"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","frond","leaf",,"pond","0","5355"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","opprobrium","disgrace",,"opperation","0","6527"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","intractable","unmanageable",,"treat","0","9711"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","tyro","beginner",,"multiple","0","5514"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","slake","quench",,"hit","0","5730"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","inchoate","undeveloped",,"choke","0","8360"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","umiak","boat",,"mask","0","4228"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","insulse","boring",,"infer","0","5178"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","limpid","clear",,"quiet","0","7683"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","trammel","impede",,"dig","0","3383"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","balatron","joker",,"batton","0","5388"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","achene","fruit",,"old","0","5785"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","pertinacious","unyielding",,"persistant","0","6427"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Non-Test Cue","stentorian","loud",,"historian","0","7163"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","quant","pole",,"food","0","3928"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Meaning","Test-Cue","sejant","seated",,"herb","0","7206"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","TestPrac","Study","periapt","charm","newlywed",,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","TestPrac","Meaning","ostler","stableman","temple",,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","TestPrac","Meaning","roscid","dewy","fat",,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","TestPrac","Study","phoenicopter","flamingo","ambassador",,,
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","plangent","noisy","bird","noisy","1","3083"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","munjeet","herb","pompous","herb","1","3560"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","immolate","sacrifice","tribute","sacrifice","1","2019"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","achene","fruit","bully","fruit","1","3068"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","tantivy","quick","chilly","quick","1","3973"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","gadoid","fish","lasting","fish","1","3190"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","hispid","bristly","garment","bristly","1","4180"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","burgeon","flourish","flatter","flourish","1","3512"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","peculate","embezzle","infamous","embezzle","1","3327"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","mendicant","beggar","anchor","beggar","1","3103"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","interstice","space","overthrow","space","1","5537"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","spoliate","plunder","sword","plunder","1","3722"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","frond","leaf","support","leaf","1","4720"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","quant","pole","seaweed","pole","1","2527"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","succursal","branch","repellent","branch","1","4050"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","leggiadrous","elegant","despise","elegant","1","3720"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","compendious","concise","goat","concise","1","4336"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","immure","imprison","obedient","imprison","1","3295"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","karimption","crowd","button","crowd","1","3779"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","descry","discover","gem","discover","1","5050"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","droze","drip","horrible","drip","1","1919"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","sejant","seated","landlord","seated","1","4711"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","subsecive","spare","necklace","spare","1","5025"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","limpid","clear","withdraw","clear","1","4304"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","unzymotic","fabulous","curse","fabulous","1","1981"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","surquedry","arrogance","cheat","arrogance","1","5191"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","stolid","unemotional","secret","unemotional","1","3414"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","hyaline","glassy","intertwine","glassy","1","4031"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","inculcate","instil","jacket","instil","1","3614"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","inimical","hostile","smooth","hostile","1","4774"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","sodality","fellowship","join","fellowship","1","3002"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","gossamer","flimsy","edible","flimsy","1","4450"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","sprauncy","smart","hungry","hungry","0","6005"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","sententious","moralising","shining","moralising","1","5053"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Study","senescent","elderly","mole","elderly","1","4670"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","balatron","joker","lament","joker","1","2623"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","tyro","beginner","crafty","beginner","1","3009"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","subvention","grant","observant","grant","1","5861"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","floccose","woolly","wash","woolly","1","3197"
"26","TPL4 - familiar vs unfamiliar foils","male","30","Points","1","Unfamiliar foils","Test","Meaning","maunder","ramble","threatening","ramble","1","3005"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeMeaning",,"quinnet","wedge",,"grou","0","9920"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeMeaning",,"torvous","stern",,"mighty","0","4249"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeMeaning",,"elchee","ambassador",,"big","0","6048"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","PracticeMeaning",,"fane","temple",,"evil","0","3575"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","urceus","jug",,"slow","0","4501"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","kaross","jacket",,"wall","0","4458"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","hauberk","garment",,"pole","0","4630"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","gadoid","fish",,"pain","0","5892"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","tressilate","quiver",,"fencing","0","5451"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","contumacious","rebellious",,"stupid","0","7198"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","tantivy","quick",,"happy","0","6730"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","netsuke","button",,"grass","0","6531"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","inchoate","undeveloped",,"slow","0","5854"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","inculcate","instil",,"add","0","5244"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","mechlin","lace",,"engine","0","4442"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","renitent","resistant",,"hesitant","0","4111"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","esculent","edible",,"upbeat","0","6421"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","surquedry","arrogance",,"inquiry","0","6227"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","sprauncy","smart",,"fancy","0","4874"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","esurient","hungry",,"edible","0","4403"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","compendious","concise",,"large","0","4598"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","desman","mole",,"driver","0","4736"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","sodality","fellowship",,"steadfast","0","5993"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","opprobrium","disgrace",,"appropriate","0","6894"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","sejant","seated",,"fluid","0","3241"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","kedge","anchor",,"book","0","5732"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","slake","quench",,"drink","0","3870"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Test-Cue","morigerous","obedient",,"stiff","0","4550"
"27","TPL4 - familiar vs unfamiliar foils","female","39","Points","2","Familiar foils","Meaning","Non-Test Cue","roke","mist",,"jump","0","6207"
