"cond"	"subj"	"yoke"	"phase"	"block"	"trial"	"s1"	"s2"	"s3"	"s4"	"s5"	"resp"	"rt"	"correct"
"single"	20	0	2	2	4	1	1	1	1	1	"A"	2.811719	"Y"
"single"	20	0	2	2	5	1	2	2	1	2	"B"	4.561875	"Y"
"single"	20	0	2	2	6	1	2	1	2	1	"A"	4.40125	"Y"
"single"	20	0	2	2	7	1	2	1	1	1	"A"	3.680781	"Y"
"single"	20	0	2	2	8	2	1	1	2	1	"A"	5.488125	"Y"
"single"	20	0	2	2	9	2	1	2	2	2	"B"	5.71	"Y"
"single"	20	0	2	2	10	1	2	2	2	2	"B"	3.901719	"Y"
"single"	20	0	2	2	11	2	2	2	2	1	"B"	5.049531	"Y"
"single"	20	0	2	2	12	1	1	2	1	2	"A"	7.091406	"Y"
"single"	20	0	2	2	13	2	2	2	2	2	"B"	3.020313	"Y"
"single"	20	0	2	2	14	1	1	1	2	1	"A"	5.490938	"Y"
"single"	20	0	2	2	15	2	1	2	1	1	"A"	4.828906	"Y"
"single"	20	0	2	2	16	1	2	2	1	1	"A"	5.930937	"Y"
"single"	20	0	2	2	17	2	2	1	1	1	"A"	3.291406	"Y"
"single"	20	0	2	2	18	2	2	1	1	2	"B"	5.539375	"Y"
"single"	20	0	2	2	19	2	1	1	1	2	"A"	6.480469	"Y"
"single"	20	0	2	2	20	1	2	1	2	2	"B"	3.51875	"Y"
"single"	20	0	2	2	21	2	2	1	2	1	"B"	4.279375	"Y"
"single"	20	0	2	2	22	2	1	2	1	2	"B"	2.580781	"Y"
"single"	20	0	2	2	23	2	2	2	1	1	"B"	5.878906	"Y"
"single"	20	0	2	2	24	1	1	1	1	2	"A"	4.60875	"Y"
"single"	20	0	2	2	25	1	1	2	1	1	"A"	3.409531	"Y"
"single"	20	0	2	2	26	1	2	2	2	1	"B"	4.73125	"Y"
"single"	20	0	2	2	27	2	2	2	1	2	"B"	4.830156	"Y"
"single"	20	0	2	2	28	1	2	1	1	2	"A"	3.619062	"Y"
"single"	20	0	2	2	29	1	1	1	2	2	"A"	7.298125	"Y"
"single"	20	0	2	2	30	2	1	1	2	2	"B"	3.508281	"Y"
"single"	20	0	2	2	31	2	2	1	2	2	"B"	2.529219	"Y"
"single"	20	0	2	2	32	2	1	1	1	1	"A"	4.558125	"Y"
"single"	20	0	2	3	1	1	1	2	2	1	"A"	17.19141	"Y"
"single"	20	0	2	3	2	2	1	2	2	1	"B"	4.450156	"Y"
"single"	20	0	2	3	3	1	1	2	2	2	"B"	3.899688	"Y"
"single"	20	0	2	3	4	1	1	1	1	1	"A"	3.08	"Y"
"single"	20	0	2	3	5	1	2	2	1	2	"B"	4.548125	"Y"
"single"	20	0	2	3	6	1	2	1	2	1	"A"	5.538281	"Y"
"single"	20	0	2	3	7	1	2	1	1	1	"A"	2.799375	"Y"
"single"	20	0	2	3	8	2	1	1	2	1	"A"	3.67875	"Y"
"single"	20	0	2	3	9	2	1	2	2	2	"B"	4.451719	"Y"
"single"	20	0	2	3	10	1	2	2	2	2	"B"	3.13125	"Y"
"single"	20	0	2	3	11	2	2	2	2	1	"B"	3.789375	"Y"
"single"	20	0	2	3	12	1	1	2	1	2	"A"	5.439063	"Y"
"single"	20	0	2	3	13	2	2	2	2	2	"B"	2.799531	"Y"
"single"	20	0	2	3	14	1	1	1	2	1	"A"	3.678906	"Y"
"single"	20	0	2	3	15	2	1	2	1	1	"A"	5.709375	"Y"
"single"	20	0	2	3	16	1	2	2	1	1	"A"	4.828594	"Y"
"single"	20	0	2	3	17	2	2	1	1	1	"A"	2.910625	"Y"
"single"	20	0	2	3	18	2	2	1	1	2	"B"	4.509219	"Y"
"single"	20	0	2	3	19	2	1	1	1	2	"A"	6.100156	"Y"
"single"	20	0	2	3	20	1	2	1	2	2	"B"	5.00125	"Y"
"single"	20	0	2	3	21	2	2	1	2	1	"B"	6.09	"Y"
"single"	20	0	2	3	22	2	1	2	1	2	"B"	2.521094	"Y"
"single"	20	0	2	3	23	2	2	2	1	1	"B"	3.961719	"Y"
"single"	20	0	2	3	24	1	1	1	1	2	"A"	9.659532	"Y"
"single"	20	0	2	3	25	1	1	2	1	1	"A"	2.639531	"Y"
"single"	20	0	2	3	26	1	2	2	2	1	"B"	6.259062	"Y"
"single"	20	0	2	3	27	2	2	2	1	2	"B"	3.18	"Y"
"single"	20	0	2	3	28	1	2	1	1	2	"A"	8.130468	"Y"
"single"	20	0	2	3	29	1	1	1	2	2	"A"	6.810312	"Y"
"single"	20	0	2	3	30	2	1	1	2	2	"B"	4.27875	"Y"
"single"	20	0	2	3	31	2	2	1	2	2	"B"	4.510156	"Y"
"single"	20	0	2	3	32	2	1	1	1	1	"A"	3.291094	"Y"
"single"	20	0	2	4	1	1	1	2	2	1	"A"	6.089219	"Y"
"single"	20	0	2	4	2	2	1	2	2	1	"B"	7.739531	"Y"
"single"	20	0	2	4	3	1	1	2	2	2	"B"	4.180781	"Y"
"single"	20	0	2	4	4	1	1	1	1	1	"A"	3.459844	"Y"
"single"	20	0	2	4	5	1	2	2	1	2	"B"	5.709063	"Y"
"single"	20	0	2	4	6	1	2	1	2	1	"A"	6.54	"Y"
"single"	20	0	2	4	7	1	2	1	1	1	"A"	2.741094	"Y"
"single"	20	0	2	4	8	2	1	1	2	1	"A"	3.679063	"Y"
"single"	20	0	2	4	9	2	1	2	2	2	"B"	3.018125	"Y"
"single"	20	0	2	4	10	1	2	2	2	2	"B"	4.998125	"Y"
"single"	20	0	2	4	11	2	2	2	2	1	"B"	4.008281	"Y"
"single"	20	0	2	4	12	1	1	2	1	2	"A"	5.498437	"Y"
"single"	20	0	2	4	13	2	2	2	2	2	"B"	2.640312	"Y"
"single"	20	0	2	4	14	1	1	1	2	1	"A"	2.030469	"Y"
"single"	20	0	2	4	15	2	1	2	1	1	"A"	4.669375	"Y"
"single"	20	0	2	4	16	1	2	2	1	1	"A"	4.949375	"Y"
"single"	20	0	2	4	17	2	2	1	1	1	"A"	5.828125	"Y"
"single"	20	0	2	4	18	2	2	1	1	2	"B"	4.00875	"Y"
"single"	20	0	2	4	19	2	1	1	1	2	"A"	3.738906	"Y"
"single"	20	0	2	4	20	1	2	1	2	2	"B"	5.379375	"Y"
"single"	20	0	2	4	21	2	2	1	2	1	"B"	8.071406	"Y"
"single"	20	0	2	4	22	2	1	2	1	2	"B"	2.689844	"Y"
"single"	20	0	2	4	23	2	2	2	1	1	"B"	7.138594	"Y"
"single"	20	0	2	4	24	1	1	1	1	2	"A"	5.158125	"Y"
"single"	20	0	2	4	25	1	1	2	1	1	"A"	7.140625	"Y"
"single"	20	0	2	4	26	1	2	2	2	1	"B"	4.390937	"Y"
"single"	20	0	2	4	27	2	2	2	1	2	"B"	5.219062	"Y"
"single"	20	0	2	4	28	1	2	1	1	2	"A"	4.949062	"Y"
"single"	20	0	2	4	29	1	1	1	2	2	"A"	4.121719	"Y"
"single"	20	0	2	4	30	2	1	1	2	2	"B"	5.389375	"Y"
"single"	20	0	2	4	31	2	2	1	2	2	"B"	3.470625	"Y"
"single"	20	0	2	4	32	2	1	1	1	1	"A"	2.529844	"Y"
"single"	20	0	2	5	1	1	1	2	2	1	"A"	6.368125	"Y"
"single"	20	0	2	5	2	2	1	2	2	1	"B"	3.461094	"Y"
"single"	20	0	2	5	3	1	1	2	2	2	"B"	2.308906	"Y"
"single"	20	0	2	5	4	1	1	1	1	1	"A"	1.970469	"Y"
"single"	20	0	2	5	5	1	2	2	1	2	"B"	3.411875	"Y"
"single"	20	0	2	5	6	1	2	1	2	1	"A"	3.290469	"Y"
"single"	20	0	2	5	7	1	2	1	1	1	"A"	3.128438	"Y"
"single"	20	0	2	5	8	2	1	1	2	1	"A"	2.469687	"Y"
"single"	20	0	2	5	9	2	1	2	2	2	"B"	5.049687	"Y"
"single"	20	0	2	5	10	1	2	2	2	2	"B"	3.681562	"Y"
"single"	20	0	2	5	11	2	2	2	2	1	"B"	4.998125	"Y"
"single"	20	0	2	5	12	1	1	2	1	2	"A"	4.450781	"Y"
"single"	20	0	2	5	13	2	2	2	2	2	"B"	6.320313	"Y"
"single"	20	0	2	5	14	1	1	1	2	1	"A"	2.35875	"Y"
"single"	20	0	2	5	15	2	1	2	1	1	"A"	5.100313	"Y"
"single"	20	0	2	5	16	1	2	2	1	1	"A"	3.128906	"Y"
"single"	20	0	2	5	17	2	2	1	1	1	"A"	3.350156	"Y"
"single"	20	0	2	5	18	2	2	1	1	2	"B"	9.89125	"Y"
"single"	20	0	2	5	19	2	1	1	1	2	"A"	3.409375	"Y"
"single"	20	0	2	5	20	1	2	1	2	2	"B"	3.901875	"Y"
"single"	20	0	2	5	21	2	2	1	2	1	"B"	3.509687	"Y"
"single"	20	0	2	5	22	2	1	2	1	2	"B"	8.850625	"Y"
"single"	20	0	2	5	23	2	2	2	1	1	"B"	4.290937	"Y"
"single"	20	0	2	5	24	1	1	1	1	2	"A"	4.230625	"Y"
"single"	20	0	2	5	25	1	1	2	1	1	"A"	3.290313	"Y"
"single"	20	0	2	5	26	1	2	2	2	1	"B"	5.66	"Y"
"single"	20	0	2	5	27	2	2	2	1	2	"B"	5.498594	"Y"
"single"	20	0	2	5	28	1	2	1	1	2	"A"	5.27125	"Y"
"single"	20	0	2	5	29	1	1	1	2	2	"A"	6.430469	"Y"
"single"	20	0	2	5	30	2	1	1	2	2	"B"	3.129531	"Y"
"single"	20	0	2	5	31	2	2	1	2	2	"B"	3.349375	"Y"
"single"	20	0	2	5	32	2	1	1	1	1	"A"	3.901875	"Y"
"single"	20	0	2	6	1	1	1	2	2	1	"A"	4.010625	"Y"
"single"	20	0	2	6	2	2	1	2	2	1	"B"	3.849062	"Y"
"single"	20	0	2	6	3	1	1	2	2	2	"B"	4.610156	"Y"
"single"	20	0	2	6	4	1	1	1	1	1	"A"	2.090938	"Y"
"single"	20	0	2	6	5	1	2	2	1	2	"B"	2.859062	"Y"
"single"	20	0	2	6	6	1	2	1	2	1	"A"	3.128438	"Y"
"single"	20	0	2	6	7	1	2	1	1	1	"A"	2.969687	"Y"
"single"	20	0	2	6	8	2	1	1	2	1	"A"	3.238906	"Y"
"single"	20	0	2	6	9	2	1	2	2	2	"B"	3.241563	"Y"
"single"	20	0	2	6	10	1	2	2	2	2	"B"	3.018125	"Y"
"single"	20	0	2	6	11	2	2	2	2	1	"B"	4.00875	"Y"
"single"	20	0	2	6	12	1	1	2	1	2	"A"	4.169687	"Y"
"single"	20	0	2	6	13	2	2	2	2	2	"B"	2.18875	"Y"
"single"	20	0	2	6	14	1	1	1	2	1	"A"	2.251406	"Y"
"single"	20	0	2	6	15	2	1	2	1	1	"A"	4.391562	"Y"
"single"	20	0	2	6	16	1	2	2	1	1	"A"	4.069687	"Y"
"single"	20	0	2	6	17	2	2	1	1	1	"A"	2.748125	"Y"
"single"	20	0	2	6	18	2	2	1	1	2	"B"	4.780781	"Y"
"single"	20	0	2	6	19	2	1	1	1	2	"A"	4.498281	"Y"
"single"	20	0	2	6	20	1	2	1	2	2	"B"	3.239219	"Y"
"single"	20	0	2	6	21	2	2	1	2	1	"B"	4.668906	"Y"
"single"	20	0	2	6	22	2	1	2	1	2	"B"	2.201094	"Y"
"single"	20	0	2	6	23	2	2	2	1	1	"B"	3.19125	"Y"
"single"	20	0	2	6	24	1	1	1	1	2	"A"	3.961719	"Y"
"single"	20	0	2	6	25	1	1	2	1	1	"A"	2.969531	"Y"
"single"	20	0	2	6	26	1	2	2	2	1	"B"	3.01875	"Y"
"single"	20	0	2	6	27	2	2	2	1	2	"B"	2.419375	"Y"
"single"	20	0	2	6	28	1	2	1	1	2	"A"	2.690156	"Y"
"single"	20	0	2	6	29	1	1	1	2	2	"A"	5.391406	"Y"
"single"	20	0	2	6	30	2	1	1	2	2	"B"	2.41875	"Y"
"single"	20	0	2	6	31	2	2	1	2	2	"B"	3.620938	"Y"
"single"	20	0	2	6	32	2	1	1	1	1	"A"	3.138594	"Y"
"single"	20	0	2	7	1	1	1	2	2	1	"A"	7.25125	"Y"
"single"	20	0	2	7	2	2	1	2	2	1	"B"	3.570625	"Y"
"single"	20	0	2	7	3	1	1	2	2	2	"B"	3.62125	"Y"
"single"	20	0	2	7	4	1	1	1	1	1	"A"	2.799531	"Y"
"single"	20	0	2	7	5	1	2	2	1	2	"B"	3.348906	"Y"
"single"	20	0	2	7	6	1	2	1	2	1	"A"	4.73	"Y"
"single"	20	0	2	7	7	1	2	1	1	1	"A"	2.421406	"Y"
"single"	20	0	2	7	8	2	1	1	2	1	"A"	3.349688	"Y"
"single"	20	0	2	7	9	2	1	2	2	2	"B"	2.310781	"Y"
"single"	20	0	2	7	10	1	2	2	2	2	"B"	2.090938	"Y"
"single"	20	0	2	7	11	2	2	2	2	1	"B"	2.809062	"Y"
"single"	20	0	2	7	12	1	1	2	1	2	"A"	4.119219	"Y"
"single"	20	0	2	7	13	2	2	2	2	2	"B"	2.750781	"Y"
"single"	20	0	2	7	14	1	1	1	2	1	"A"	2.36875	"Y"
"single"	20	0	2	7	15	2	1	2	1	1	"A"	3.519531	"Y"
"single"	20	0	2	7	16	1	2	2	1	1	"A"	2.811875	"Y"
"single"	20	0	2	7	17	2	2	1	1	1	"A"	2.358125	"Y"
"single"	20	0	2	7	18	2	2	1	1	2	"B"	4.011406	"Y"
"single"	20	0	2	7	19	2	1	1	1	2	"A"	3.788438	"Y"
"single"	20	0	2	7	20	1	2	1	2	2	"B"	5.050313	"Y"
"single"	20	0	2	7	21	2	2	1	2	1	"B"	2.629688	"Y"
"single"	20	0	2	7	22	2	1	2	1	2	"B"	2.750937	"Y"
"single"	20	0	2	7	23	2	2	2	1	1	"B"	3.408906	"Y"
"single"	20	0	2	7	24	1	1	1	1	2	"A"	5.708906	"Y"
"single"	20	0	2	7	25	1	1	2	1	1	"A"	3.458125	"Y"
"single"	20	0	2	7	26	1	2	2	2	1	"B"	6.319063	"Y"
"single"	20	0	2	7	27	2	2	2	1	2	"B"	2.031406	"Y"
"single"	20	0	2	7	28	1	2	1	1	2	"A"	7.361094	"Y"
"single"	20	0	2	7	29	1	1	1	2	2	"A"	7.690469	"Y"
"single"	20	0	2	7	30	2	1	1	2	2	"B"	5.441719	"Y"
"single"	20	0	2	7	31	2	2	1	2	2	"A"	6.268281	"N"
"single"	20	0	2	7	32	2	1	1	1	1	"A"	6.050625	"Y"
"single"	20	0	2	8	1	1	1	2	2	1	"A"	2.641406	"Y"
"single"	20	0	2	8	2	2	1	2	2	1	"B"	1.920938	"Y"
"single"	20	0	2	8	3	1	1	2	2	2	"B"	5.709219	"Y"
"single"	20	0	2	8	4	1	1	1	1	1	"A"	1.540938	"Y"
"single"	20	0	2	8	5	1	2	2	1	2	"B"	2.20125	"Y"
"single"	20	0	2	8	6	1	2	1	2	1	"A"	1.76	"Y"
"single"	20	0	2	8	7	1	2	1	1	1	"A"	2.370938	"Y"
"single"	20	0	2	8	8	2	1	1	2	1	"A"	1.919219	"Y"
"single"	20	0	2	8	9	2	1	2	2	2	"B"	3.570625	"Y"
"single"	20	0	2	8	10	1	2	2	2	2	"B"	2.03125	"Y"
"single"	20	0	2	8	11	2	2	2	2	1	"B"	4.951875	"Y"
"single"	20	0	2	8	12	1	1	2	1	2	"A"	5.051406	"Y"
"single"	20	0	2	8	13	2	2	2	2	2	"B"	1.920781	"Y"
"single"	20	0	2	8	14	1	1	1	2	1	"A"	2.299844	"Y"
"single"	20	0	2	8	15	2	1	2	1	1	"A"	2.359219	"Y"
"single"	20	0	2	8	16	1	2	2	1	1	"A"	1.928594	"Y"
"single"	20	0	2	8	17	2	2	1	1	1	"A"	2.090781	"Y"
"single"	20	0	2	8	18	2	2	1	1	2	"B"	3.459687	"Y"
"single"	20	0	2	8	19	2	1	1	1	2	"A"	3.901406	"Y"
"single"	20	0	2	8	20	1	2	1	2	2	"B"	3.9	"Y"
"single"	20	0	2	8	21	2	2	1	2	1	"B"	4.119531	"Y"
"single"	20	0	2	8	22	2	1	2	1	2	"B"	8.178594	"Y"
"single"	20	0	2	8	23	2	2	2	1	1	"B"	2.469844	"Y"
"single"	20	0	2	8	24	1	1	1	1	2	"A"	4.00125	"Y"
"single"	20	0	2	8	25	1	1	2	1	1	"A"	6.428125	"Y"
"single"	20	0	2	8	26	1	2	2	2	1	"B"	6.308594	"Y"
"single"	20	0	2	8	27	2	2	2	1	2	"B"	3.56875	"Y"
"single"	20	0	2	8	28	1	2	1	1	2	"A"	2.748594	"Y"
"single"	20	0	2	8	29	1	1	1	2	2	"A"	5.82125	"Y"
"single"	20	0	2	8	30	2	1	1	2	2	"B"	5.659688	"Y"
"single"	20	0	2	8	31	2	2	1	2	2	"B"	2.148281	"Y"
"single"	20	0	2	8	32	2	1	1	1	1	"A"	1.871719	"Y"
"single"	21	0	1	1	1	0	0	0	0	1	"B"	3.569062	"N"
"single"	21	0	1	1	2	0	0	0	0	1	"A"	2.580625	"Y"
"single"	21	0	1	1	3	0	0	0	0	2	"B"	0.8795313	"Y"
"single"	21	0	1	1	4	0	0	0	0	1	"A"	0.9385937	"Y"
"single"	21	0	1	1	5	0	0	0	0	1	"A"	0.7098438	"Y"
"single"	21	0	1	1	6	0	0	0	0	2	"B"	0.6498438	"Y"
"single"	21	0	1	1	7	0	0	0	0	2	"B"	1.748438	"Y"
"single"	21	0	1	1	8	0	0	0	0	1	"A"	1.318594	"Y"
"single"	21	0	1	1	9	0	0	0	0	1	"A"	0.8809375	"Y"
"single"	21	0	1	1	10	0	0	0	0	2	"B"	0.8807812	"Y"
"single"	21	0	1	1	11	0	0	0	0	1	"A"	0.488125	"Y"
"single"	21	0	1	1	12	0	0	0	0	1	"A"	0.6	"Y"
"single"	21	0	1	1	13	0	0	0	0	1	"A"	0.6085938	"Y"
"single"	21	0	1	1	14	0	0	0	0	2	"B"	0.661875	"Y"
"single"	21	0	1	1	15	0	0	0	0	2	"B"	0.9904687	"Y"
"single"	21	0	1	1	16	0	0	0	0	2	"B"	0.8209375	"Y"
"single"	21	0	1	1	17	0	0	0	0	1	"A"	0.7207813	"Y"
"single"	21	0	1	1	18	0	0	0	0	1	"A"	1.760781	"Y"
"single"	21	0	1	1	19	0	0	0	0	2	"B"	0.6617187	"Y"
"single"	21	0	1	1	20	0	0	0	0	2	"B"	0.4903125	"Y"
"single"	21	0	1	1	21	0	0	0	0	2	"B"	0.4890625	"Y"
"single"	21	0	1	1	22	0	0	0	0	2	"B"	0.7195312	"Y"
"single"	21	0	1	1	23	0	0	0	0	2	"B"	0.6595312	"Y"
"single"	21	0	1	1	24	0	0	0	0	1	"A"	0.548125	"Y"
"single"	21	0	1	1	25	0	0	0	0	2	"B"	0.6014063	"Y"
"single"	21	0	1	1	26	0	0	0	0	2	"B"	0.6085938	"Y"
"single"	21	0	1	1	27	0	0	0	0	1	"A"	0.551875	"Y"
"single"	21	0	1	1	28	0	0	0	0	2	"B"	0.600625	"Y"
"single"	21	0	1	1	29	0	0	0	0	2	"B"	0.6617187	"Y"
"single"	21	0	1	1	30	0	0	0	0	1	"A"	0.6017187	"Y"
"single"	21	0	1	1	31	0	0	0	0	1	"A"	0.4989063	"Y"
"single"	21	0	1	1	32	0	0	0	0	1	"A"	0.5482813	"Y"
"single"	21	0	1	2	1	0	0	0	0	1	"A"	1.918906	"Y"
"single"	21	0	1	2	2	0	0	0	0	2	"B"	0.5496875	"Y"
"single"	21	0	1	2	3	0	0	0	0	2	"B"	0.6115625	"Y"
"single"	21	0	1	2	4	0	0	0	0	1	"A"	0.5509375	"Y"
"single"	21	0	1	2	5	0	0	0	0	2	"B"	0.7689062	"Y"
"single"	21	0	1	2	6	0	0	0	0	1	"A"	0.5995312	"Y"
"single"	21	0	1	2	7	0	0	0	0	1	"A"	0.440625	"Y"
"single"	21	0	1	2	8	0	0	0	0	1	"A"	0.551875	"Y"
"single"	21	0	1	2	9	0	0	0	0	2	"B"	0.598125	"Y"
"single"	21	0	1	2	10	0	0	0	0	2	"B"	0.49	"Y"
"single"	21	0	1	2	11	0	0	0	0	2	"B"	0.6104687	"Y"
"single"	21	0	1	2	12	0	0	0	0	1	"A"	1.979063	"Y"
"single"	21	0	1	2	13	0	0	0	0	2	"B"	0.66125	"Y"
"single"	21	0	1	2	14	0	0	0	0	1	"A"	0.49125	"Y"
"single"	21	0	1	2	15	0	0	0	0	1	"A"	0.7192187	"Y"
"single"	21	0	1	2	16	0	0	0	0	1	"A"	0.4392188	"Y"
"single"	21	0	1	2	17	0	0	0	0	1	"A"	0.4396875	"Y"
"single"	21	0	1	2	18	0	0	0	0	2	"B"	0.7684375	"Y"
"single"	21	0	1	2	19	0	0	0	0	1	"A"	1.699062	"Y"
"single"	21	0	1	2	20	0	0	0	0	2	"B"	0.6085938	"Y"
"single"	21	0	1	2	21	0	0	0	0	2	"B"	0.601875	"Y"
"single"	21	0	1	2	22	0	0	0	0	2	"B"	0.60125	"Y"
"single"	21	0	1	2	23	0	0	0	0	2	"B"	0.5998437	"Y"
"single"	21	0	1	2	24	0	0	0	0	1	"A"	0.7209375	"Y"
"single"	21	0	1	2	25	0	0	0	0	1	"A"	0.6101562	"Y"
"single"	21	0	1	2	26	0	0	0	0	2	"B"	0.4395312	"Y"
"single"	21	0	1	2	27	0	0	0	0	2	"B"	0.5007812	"Y"
"single"	21	0	1	2	28	0	0	0	0	1	"A"	0.65875	"Y"
"single"	21	0	1	2	29	0	0	0	0	1	"A"	0.65875	"Y"
"single"	21	0	1	2	30	0	0	0	0	2	"B"	0.598125	"Y"
"single"	21	0	1	2	31	0	0	0	0	2	"B"	0.38	"Y"
"single"	21	0	1	2	32	0	0	0	0	1	"A"	0.55125	"Y"
"single"	21	0	1	3	1	0	0	0	1	0	"A"	2.530469	"Y"
"single"	21	0	1	3	2	0	0	0	2	0	"A"	1.151875	"N"
"single"	21	0	1	3	3	0	0	0	2	0	"B"	0.7096875	"Y"
"single"	21	0	1	3	4	0	0	0	1	0	"A"	0.7214062	"Y"
"single"	21	0	1	3	5	0	0	0	2	0	"B"	0.5989063	"Y"
"single"	21	0	1	3	6	0	0	0	1	0	"A"	0.61	"Y"
"single"	21	0	1	3	7	0	0	0	1	0	"B"	0.269375	"N"
"single"	21	0	1	3	8	0	0	0	1	0	"A"	0.7107813	"Y"
"single"	21	0	1	3	9	0	0	0	2	0	"B"	0.599375	"Y"
"single"	21	0	1	3	10	0	0	0	2	0	"B"	0.49125	"Y"
"single"	21	0	1	3	11	0	0	0	2	0	"B"	0.38	"Y"
"single"	21	0	1	3	12	0	0	0	1	0	"A"	0.5498437	"Y"
"single"	21	0	1	3	13	0	0	0	2	0	"A"	0.7085937	"N"
"single"	21	0	1	3	14	0	0	0	1	0	"A"	2.420312	"Y"
"single"	21	0	1	3	15	0	0	0	1	0	"A"	0.6610938	"Y"
"single"	21	0	1	3	16	0	0	0	1	0	"A"	0.4910938	"Y"
"single"	21	0	1	3	17	0	0	0	1	0	"A"	0.4990625	"Y"
"single"	21	0	1	3	18	0	0	0	2	0	"B"	0.4409375	"Y"
"single"	21	0	1	3	19	0	0	0	1	0	"A"	0.7182813	"Y"
"single"	21	0	1	3	20	0	0	0	2	0	"B"	0.6082813	"Y"
"single"	21	0	1	3	21	0	0	0	2	0	"B"	1.151562	"Y"
"single"	21	0	1	3	22	0	0	0	2	0	"B"	0.441875	"Y"
"single"	21	0	1	3	23	0	0	0	2	0	"B"	0.4392188	"Y"
"single"	21	0	1	3	24	0	0	0	1	0	"A"	0.43875	"Y"
"single"	21	0	1	3	25	0	0	0	1	0	"A"	1.43	"Y"
"single"	21	0	1	3	26	0	0	0	2	0	"B"	0.6590625	"Y"
"single"	21	0	1	3	27	0	0	0	2	0	"B"	0.6101562	"Y"
"single"	21	0	1	3	28	0	0	0	1	0	"A"	0.5495312	"Y"
"single"	21	0	1	3	29	0	0	0	1	0	"A"	1.321406	"Y"
"single"	21	0	1	3	30	0	0	0	2	0	"B"	0.600625	"Y"
"single"	21	0	1	3	31	0	0	0	2	0	"B"	0.7085937	"Y"
"single"	21	0	1	3	32	0	0	0	1	0	"A"	0.6617187	"Y"
"single"	21	0	1	4	1	0	0	0	2	0	"B"	0.7717187	"Y"
"single"	21	0	1	4	2	0	0	0	1	0	"A"	0.5509375	"Y"
"single"	21	0	1	4	3	0	0	0	2	0	"B"	0.5489063	"Y"
"single"	21	0	1	4	4	0	0	0	2	0	"B"	0.4382812	"Y"
"single"	21	0	1	4	5	0	0	0	2	0	"B"	1.319531	"Y"
"single"	21	0	1	4	6	0	0	0	1	0	"A"	0.539375	"Y"
"single"	21	0	1	4	7	0	0	0	1	0	"A"	0.60125	"Y"
"single"	21	0	1	4	8	0	0	0	1	0	"A"	0.6084375	"Y"
"single"	21	0	1	4	9	0	0	0	1	0	"A"	0.5517188	"Y"
"single"	21	0	1	4	10	0	0	0	1	0	"A"	0.5496875	"Y"
"single"	21	0	1	4	11	0	0	0	2	0	"B"	0.5515625	"Y"
"single"	21	0	1	4	12	0	0	0	1	0	"A"	0.7695313	"Y"
"single"	21	0	1	4	13	0	0	0	2	0	"B"	0.4909375	"Y"
"single"	21	0	1	4	14	0	0	0	2	0	"B"	0.5014063	"Y"
"single"	21	0	1	4	15	0	0	0	2	0	"B"	0.54875	"Y"
"single"	21	0	1	4	16	0	0	0	2	0	"B"	0.5989063	"Y"
"single"	21	0	1	4	17	0	0	0	1	0	"A"	0.8814062	"Y"
"single"	21	0	1	4	18	0	0	0	2	0	"B"	0.49125	"Y"
"single"	21	0	1	4	19	0	0	0	2	0	"B"	0.6592187	"Y"
"single"	21	0	1	4	20	0	0	0	1	0	"A"	0.4917187	"Y"
"single"	21	0	1	4	21	0	0	0	2	0	"B"	0.5496875	"Y"
"single"	21	0	1	4	22	0	0	0	1	0	"A"	0.5015625	"Y"
"single"	21	0	1	4	23	0	0	0	1	0	"A"	0.6595312	"Y"
"single"	21	0	1	4	24	0	0	0	1	0	"A"	0.4903125	"Y"
"single"	21	0	1	4	25	0	0	0	2	0	"B"	3.630781	"Y"
"single"	21	0	1	4	26	0	0	0	2	0	"B"	1.100625	"Y"
"single"	21	0	1	4	27	0	0	0	1	0	"A"	0.5517188	"Y"
"single"	21	0	1	4	28	0	0	0	2	0	"B"	0.4996875	"Y"
"single"	21	0	1	4	29	0	0	0	2	0	"B"	0.5509375	"Y"
"single"	21	0	1	4	30	0	0	0	1	0	"A"	0.5410938	"Y"
"single"	21	0	1	4	31	0	0	0	1	0	"A"	0.5490625	"Y"
"single"	21	0	1	4	32	0	0	0	1	0	"A"	0.9909375	"Y"
"single"	21	0	1	5	1	2	0	0	0	0	"A"	6.859687	"N"
"single"	21	0	1	5	2	1	0	0	0	0	"A"	0.8796875	"Y"
"single"	21	0	1	5	3	2	0	0	0	0	"B"	1.319531	"Y"
"single"	21	0	1	5	4	2	0	0	0	0	"B"	1.931875	"Y"
"single"	21	0	1	5	5	2	0	0	0	0	"B"	0.7709375	"Y"
"single"	21	0	1	5	6	1	0	0	0	0	"A"	0.4401563	"Y"
"single"	21	0	1	5	7	1	0	0	0	0	"A"	1.761406	"Y"
"single"	21	0	1	5	8	1	0	0	0	0	"A"	0.4984375	"Y"
"single"	21	0	1	5	9	1	0	0	0	0	"A"	0.6610938	"Y"
"single"	21	0	1	5	10	1	0	0	0	0	"A"	0.6582813	"Y"
"single"	21	0	1	5	11	2	0	0	0	0	"B"	0.3790625	"Y"
"single"	21	0	1	5	12	1	0	0	0	0	"A"	0.6003125	"Y"
"single"	21	0	1	5	13	2	0	0	0	0	"B"	0.7214062	"Y"
"single"	21	0	1	5	14	2	0	0	0	0	"B"	1.211406	"Y"
"single"	21	0	1	5	15	2	0	0	0	0	"B"	1.539219	"Y"
