"participant","categoryStructure","strategyType","perceptualNoise","boundaryNoise","Accuracy","UDX","UDY","GLC","RND","wBIC_UDX","wBIC_UDY","wBIC_GLC","wBIC_RND"
9,"UD","UD",5,30,0.6975,1,0,0,0,0.999999999998686,2.21396763205376e-16,1.25433738987017e-12,0
10,"UD","UD",5,30,0.68,1,0,0,0,0.999999915332119,9.16057286904148e-12,8.40478275907181e-08,0
11,"UD","UD",5,30,0.6875,1,0,0,0,0.999999999690012,6.82236016582037e-15,3.08593038439794e-10,0
12,"UD","UD",5,30,0.705,1,0,0,0,0.999999999963065,9.02993655984465e-17,3.69269321474881e-11,0
13,"UD","UD",5,30,0.685,1,0,0,0,0.999999981942418,1.20292121696909e-13,1.80552264663148e-08,0
14,"UD","UD",5,30,0.7025,1,0,0,0,0.999999999786367,7.71105435156047e-16,2.13474229609348e-10,0
15,"UD","UD",5,30,0.6775,1,0,0,0,0.999999965918663,1.31884050286897e-11,2.99436118544814e-08,0
16,"UD","UD",5,30,0.6825,1,0,0,0,0.99999999704593,3.08523001507893e-13,2.93114057034675e-09,0
17,"UD","UD",5,30,0.72,1,0,0,0,0.999999999999919,7.04144979638846e-19,8.1199740007649e-14,0
18,"UD","UD",5,30,0.69,1,0,0,0,0.999999878087059,2.55287286030009e-12,1.21775024006934e-07,0
19,"UD","UD",5,30,0.7125,1,0,0,0,0.999999999880105,3.692901596342e-17,1.19892347696428e-10,0
20,"UD","UD",5,30,0.6325,1,0,0,0,0.999829649706845,1.32838761428207e-06,1.76274528009498e-05,0
1,"UD","UD",5,40,0.6075,1,0,0,0,0.998736270849457,2.32624569881863e-05,0.000698040516596711,0
2,"UD","UD",5,40,0.645,1,0,0,0,0.999978261804152,9.26462701955565e-08,3.6751720450715e-07,0
3,"UD","UD",5,40,0.685,1,0,0,0,0.999999999122773,2.54871241649664e-12,5.49527913444372e-10,0
4,"UD","UD",5,40,0.625,1,0,0,0,0.999299378379613,2.30482075402275e-06,5.10101366432417e-05,0
5,"UD","UD",5,40,0.6425,1,0,0,0,0.999993835181202,2.81753017574803e-08,1.53337171590517e-07,0
6,"UD","UD",5,40,0.66,1,0,0,0,0.999991819736458,1.81001162712477e-08,4.79408471238311e-06,0
7,"UD","UD",5,40,0.62,1,0,0,0,0.996849139624526,1.84776718786297e-05,1.45620842995968e-05,0
8,"UD","UD",5,40,0.6375,1,0,0,0,0.999930494610282,6.28916637840776e-07,8.52353161792735e-07,0
9,"UD","UD",5,40,0.5825,1,0,0,0,0.62732960053511,0.00103726524410749,0.000761674059926311,0
10,"UD","UD",5,40,0.6475,1,0,0,0,0.999957029849557,2.7831324735186e-07,1.22988368359813e-06,0
11,"UD","UD",5,40,0.62,1,0,0,0,0.994416640076683,1.73264063969378e-05,2.242207182655e-05,0
12,"UD","UD",5,40,0.63,1,0,0,0,0.999302569444089,2.60361039978064e-06,3.69119312492021e-05,0
13,"UD","UD",5,40,0.6325,1,0,0,0,0.999905826137594,3.86870454287337e-07,6.24990023589434e-06,0
14,"UD","UD",5,40,0.6575,1,0,0,0,0.999999347922012,1.53362758486969e-09,1.23447977803061e-07,0
15,"UD","UD",5,40,0.67,1,0,0,0,0.999999399311732,4.97128916631152e-10,4.92248573967653e-07,0
16,"UD","UD",5,40,0.655,1,0,0,0,0.999989892036485,5.92446132415020e-09,9.89681305363907e-06,0
17,"UD","UD",5,40,0.65,1,0,0,0,0.999998316726961,2.94741934593211e-09,6.82407865365024e-07,0
18,"UD","UD",5,40,0.6275,1,0,0,0,0.999925661880591,1.8201013799735e-07,3.29927053545752e-06,0
19,"UD","UD",5,40,0.65,1,0,0,0,0.99999989994128,7.64047822488832e-10,5.95694081347829e-09,0
20,"UD","UD",5,40,0.5875,1,0,0,0,0.931897400240085,0.000316854189556406,0.000920268937775203,0
1,"UD","UD",5,50,0.61,1,0,0,0,0.996250048311133,5.3816413723285e-05,0.00011231540885611,0
2,"UD","UD",5,50,0.6025,1,0,0,0,0.945739178050151,0.000168755007542288,0.000333026983892801,0
3,"UD","UD",5,50,0.6325,1,0,0,0,0.999277059563978,1.99260047273444e-06,1.22580348143774e-05,0
4,"UD","UD",5,50,0.585,1,0,0,0,0.913561786208074,0.000204730769432561,0.000249265804132719,0
5,"UD","UD",5,50,0.61,1,0,0,0,0.997610084411197,7.52096451523904e-06,1.78054787303025e-05,0
6,"UD","UD",5,50,0.57,0,0,0,1,0.43395343994874,0.0046144546758171,0.00106014799088981,0
7,"UD","UD",5,50,0.605,1,0,0,0,0.986137668365768,9.06033042486856e-05,6.98157897030574e-05,0
8,"UD","UD",5,50,0.615,1,0,0,0,0.982189772984442,4.33783871351686e-05,0.000103306344449352,0
9,"UD","UD",5,50,0.6175,1,0,0,0,0.997357015551484,7.7446544338257e-05,0.00147186608471977,0
10,"UD","UD",5,50,0.58,1,0,0,0,0.739962666450936,0.00131352413283898,0.00063744818562122,0
11,"UD","UD",5,50,0.59,1,0,0,0,0.860698605951616,0.000852302074364813,0.00035556375936297,0
12,"UD","UD",5,50,0.605,1,0,0,0,0.999379561350661,2.11720194530711e-06,4.56857311785241e-06,0
13,"UD","UD",5,50,0.6325,1,0,0,0,0.999792926354292,8.18358710895774e-07,3.90846370727567e-05,0
14,"UD","UD",5,50,0.59,1,0,0,0,0.556003653214473,0.00167488083928117,0.000310262715400538,0
15,"UD","UD",5,50,0.62,1,0,0,0,0.999643850450964,2.62207630074107e-06,4.77323655082123e-06,0
16,"UD","UD",5,50,0.6025,1,0,0,0,0.991529039821076,5.98965526562665e-05,0.000161523087804464,0
17,"UD","UD",5,50,0.6175,1,0,0,0,0.99942387492406,2.39661641934827e-06,4.82410471739329e-05,0
18,"UD","UD",5,50,0.64,1,0,0,0,0.99999667947363,6.73622538624869e-09,4.90505320726564e-07,0
19,"UD","UD",5,50,0.585,1,0,0,0,0.708832860169209,0.00101924651310048,0.00024844953754407,0
20,"UD","UD",5,50,0.61,1,0,0,0,0.986208528795833,0.000118623997395492,0.000319960861765848,0
1,"UD","UD",10,0,0.8975,1,0,0,0,1,1.18299429995203e-64,2.64376017938086e-40,0
2,"UD","UD",10,0,0.9,1,0,0,0,1,1.16402688816248e-69,4.23097988014942e-46,0
3,"UD","UD",10,0,0.87,1,0,0,0,1,2.5656032177224e-59,1.12995489072826e-36,0
4,"UD","UD",10,0,0.925,1,0,0,0,1,2.30711621920641e-80,2.08719330214398e-53,0
5,"UD","UD",10,0,0.91,1,0,0,0,1,5.17970197852745e-71,4.7872805758938e-45,0
6,"UD","UD",10,0,0.915,1,0,0,0,1,1.6945745173213e-75,3.31248080884597e-47,0
7,"UD","UD",10,0,0.905,1,0,0,0,1,1.87123828814511e-72,2.69732684475059e-48,0
8,"UD","UD",10,0,0.88,1,0,0,0,1,4.63332811264629e-62,2.4578163503589e-41,0
9,"UD","UD",10,0,0.905,1,0,0,0,1,1.10053240967011e-67,3.46127944244388e-44,0
10,"UD","UD",10,0,0.8925,1,0,0,0,1,2.4776808312141e-65,3.03497780884957e-41,0
11,"UD","UD",10,0,0.92,1,0,0,0,1,9.09023341876388e-78,3.25230312707428e-48,0
12,"UD","UD",10,0,0.925,1,0,0,0,1,4.08386558284467e-77,7.16572636778637e-50,0
13,"UD","UD",10,0,0.8825,1,0,0,0,1,3.00552678219016e-62,1.26074559767829e-38,0
14,"UD","UD",10,0,0.9075,1,0,0,0,1,6.73971893426291e-70,8.883139991628e-43,0
15,"UD","UD",10,0,0.8925,1,0,0,0,1,4.3128551013553e-65,9.16770447620588e-43,0
16,"UD","UD",10,0,0.8875,1,0,0,0,1,3.26145567079809e-66,1.1555571596899e-42,0
17,"UD","UD",10,0,0.91,1,0,0,0,1,1.36806185908675e-72,4.6888604281078e-46,0
18,"UD","UD",10,0,0.89,1,0,0,0,1,5.24631705331899e-64,1.85617883154598e-42,0
19,"UD","UD",10,0,0.9,1,0,0,0,1,1.30021356698633e-67,1.97602167604749e-42,0
20,"UD","UD",10,0,0.8875,1,0,0,0,1,7.37420992818598e-62,2.90683590830685e-38,0
1,"UD","UD",10,10,0.825,1,0,0,0,1,4.81311555455335e-44,1.38461989896258e-29,0
2,"UD","UD",10,10,0.8375,1,0,0,0,1,1.59317652343513e-48,2.87740609579378e-29,0
3,"UD","UD",10,10,0.8425,1,0,0,0,1,4.22688826064693e-49,1.23659364273534e-32,0
4,"UD","UD",10,10,0.8325,1,0,0,0,1,9.62231357737579e-44,6.27779747252987e-27,0
5,"UD","UD",10,10,0.845,1,0,0,0,1,1.66102308694009e-47,4.1431570864906e-30,0
6,"UD","UD",10,10,0.8575,1,0,0,0,1,6.41964055572691e-52,4.24135163672731e-31,0
7,"UD","UD",10,10,0.81,1,0,0,0,1,2.31552209591359e-37,7.34296786453039e-23,0
8,"UD","UD",10,10,0.83,1,0,0,0,1,5.59931789886192e-45,2.25586396355809e-28,0
9,"UD","UD",10,10,0.8775,1,0,0,0,1,3.1019586038348e-56,3.35067373677206e-34,0
10,"UD","UD",10,10,0.87,1,0,0,0,1,7.98460046279161e-55,2.17640292696592e-34,0
11,"UD","UD",10,10,0.8225,1,0,0,0,1,7.84534442673442e-41,1.8263609528719e-25,0
12,"UD","UD",10,10,0.8275,1,0,0,0,1,7.31236358929405e-44,7.20205399710295e-29,0
13,"UD","UD",10,10,0.8175,1,0,0,0,1,1.47641569680985e-41,2.51418731339272e-26,0
14,"UD","UD",10,10,0.8425,1,0,0,0,1,1.72107841508451e-49,1.60297400666452e-33,0
15,"UD","UD",10,10,0.875,1,0,0,0,1,6.93411050588614e-58,5.52892700084734e-34,0
16,"UD","UD",10,10,0.81,1,0,0,0,1,5.18923527458103e-38,5.13727200337628e-23,0
17,"UD","UD",10,10,0.8325,1,0,0,0,1,1.42884079112362e-47,4.40406032867803e-31,0
18,"UD","UD",10,10,0.82,1,0,0,0,1,4.06355990507618e-40,2.33946999142693e-26,0
19,"UD","UD",10,10,0.8275,1,0,0,0,1,3.90424090766105e-44,4.43920373920869e-29,0
20,"UD","UD",10,10,0.8175,1,0,0,0,1,1.62417801467955e-42,1.51836410466474e-27,0
1,"UD","UD",10,20,0.765,1,0,0,0,1,1.01468230290368e-26,5.36695554345157e-18,0
2,"UD","UD",10,20,0.72,1,0,0,0,0.999999999999499,7.44047114337488e-20,5.00989563798222e-13,0
3,"UD","UD",10,20,0.7125,1,0,0,0,0.99999999999932,2.25249996704361e-19,6.79646765055715e-13,0
4,"UD","UD",10,20,0.76,1,0,0,0,1,3.76044424718988e-26,1.5037959423439e-17,0
5,"UD","UD",10,20,0.7525,1,0,0,0,1,8.48815680866701e-27,1.20424900424696e-19,0
6,"UD","UD",10,20,0.7325,1,0,0,0,0.999999999999969,7.10295302339329e-21,3.09948572246873e-14,0
7,"UD","UD",10,20,0.7575,1,0,0,0,1,1.01433774169409e-27,1.0169746295384e-18,0
8,"UD","UD",10,20,0.72,1,0,0,0,0.999999999999455,1.16980737897796e-19,5.44898761028066e-13,0
9,"UD","UD",10,20,0.73,1,0,0,0,0.999999999999996,3.70586104927889e-21,3.98839747026686e-15,0
10,"UD","UD",10,20,0.75,1,0,0,0,0.999999999999999,3.63847740350199e-25,9.77216188449752e-16,0
11,"UD","UD",10,20,0.735,1,0,0,0,0.999999999999953,5.79098153988194e-21,4.69872043839468e-14,0
12,"UD","UD",10,20,0.73,1,0,0,0,0.999999999999439,1.10303487291106e-20,5.6117749986062e-13,0
13,"UD","UD",10,20,0.7525,1,0,0,0,0.999999999999998,2.1677418615692e-24,1.59895793969237e-15,0
14,"UD","UD",10,20,0.7225,1,0,0,0,0.999999999999973,4.92372230663971e-20,2.73727536235402e-14,0
15,"UD","UD",10,20,0.7,1,0,0,0,0.999999999987716,1.18358218545872e-15,1.20184478430795e-11,0
16,"UD","UD",10,20,0.7375,1,0,0,0,0.999999999999995,6.77212973600575e-23,4.60663352506675e-15,0
17,"UD","UD",10,20,0.7,1,0,0,0,0.999999999971502,6.81765500021384e-17,2.84834509560465e-11,0
18,"UD","UD",10,20,0.71,1,0,0,0,0.999999999999937,3.79982930438758e-19,6.24999880939082e-14,0
19,"UD","UD",10,20,0.7475,1,0,0,0,1,1.75323316387448e-24,5.02964187447553e-16,0
20,"UD","UD",10,20,0.77,1,0,0,0,1,6.28473631189939e-28,6.16944079011229e-18,0
1,"UD","UD",10,30,0.685,1,0,0,0,0.999999999237699,1.07431292713173e-13,7.1951001957804e-10,0
2,"UD","UD",10,30,0.66,1,0,0,0,0.999999991386021,1.22290632741331e-10,1.16054907669556e-09,0
3,"UD","UD",10,30,0.6725,1,0,0,0,0.999999951789602,3.52248712052251e-11,4.47676035600166e-08,0
4,"UD","UD",10,30,0.695,1,0,0,0,0.999999999995123,1.71569531269797e-17,4.87069631559557e-12,0
5,"UD","UD",10,30,0.665,1,0,0,0,0.999999992595332,4.54261968226086e-12,5.91523273865067e-09,0
6,"UD","UD",10,30,0.6675,1,0,0,0,0.999999995063502,3.08752377268579e-12,4.06818934196447e-09,0
7,"UD","UD",10,30,0.6775,1,0,0,0,0.99999999740097,1.46691702930546e-12,2.01952303347823e-09,0
8,"UD","UD",10,30,0.6625,1,0,0,0,0.999999988223496,3.89583523416411e-12,1.1134090494892e-08,0
9,"UD","UD",10,30,0.685,1,0,0,0,0.999999996280042,1.34496914195231e-13,3.68798790958367e-09,0
10,"UD","UD",10,30,0.655,1,0,0,0,0.999998118972597,2.33222786583508e-09,1.7888619301549e-06,0
11,"UD","UD",10,30,0.6675,1,0,0,0,0.999999898517209,1.29153723349505e-10,6.07461456902271e-08,0
12,"UD","UD",10,30,0.6725,1,0,0,0,0.999999972865494,2.733904772746e-11,2.03342615701756e-08,0
13,"UD","UD",10,30,0.65,1,0,0,0,0.999999200684495,1.85503348320997e-09,2.15060143355533e-07,0
14,"UD","UD",10,30,0.6725,1,0,0,0,0.999999997713515,4.82053033148055e-11,7.01926343337353e-10,0
15,"UD","UD",10,30,0.68,1,0,0,0,0.999999997186994,3.8054939943704e-13,2.76778978450134e-09,0
16,"UD","UD",10,30,0.645,1,0,0,0,0.999998758022713,3.20892716016801e-09,1.47805945722654e-07,0
17,"UD","UD",10,30,0.715,1,0,0,0,0.999999999991035,3.02907642729396e-17,8.95458765480438e-12,0
18,"UD","UD",10,30,0.675,1,0,0,0,0.999999999507997,6.42261079213477e-14,4.65490267030655e-10,0
19,"UD","UD",10,30,0.655,1,0,0,0,0.999999917131395,2.45099360462654e-10,5.26331122917771e-08,0
20,"UD","UD",10,30,0.6475,1,0,0,0,0.999999940552718,1.45665924028226e-10,1.23275232912848e-08,0
1,"UD","UD",10,40,0.6175,1,0,0,0,0.999761357576375,6.10067368400724e-07,1.10482650305859e-05,0
2,"UD","UD",10,40,0.665,1,0,0,0,0.999996898192011,1.72968518930545e-09,3.03778216875874e-06,0
3,"UD","UD",10,40,0.625,1,0,0,0,0.999783236129957,1.32072089818836e-06,9.85000273411771e-05,0
4,"UD","UD",10,40,0.665,1,0,0,0,0.999999971926349,7.84340948104296e-11,5.45625579308228e-09,0
5,"UD","UD",10,40,0.635,1,0,0,0,0.999315273903884,3.14670931780036e-06,3.74129922212297e-06,0
6,"UD","UD",10,40,0.6425,1,0,0,0,0.999987366937683,2.61491213145011e-08,9.91346426837444e-06,0
7,"UD","UD",10,40,0.625,1,0,0,0,0.99763669163678,2.01611660570074e-05,7.72600021474473e-05,0
8,"UD","UD",10,40,0.645,1,0,0,0,0.999999019277728,7.3938994910661e-10,9.51135654515832e-07,0
9,"UD","UD",10,40,0.605,1,0,0,0,0.988581238077187,0.000138344134247856,0.000965534153328125,0
10,"UD","UD",10,40,0.6175,1,0,0,0,0.99799291406666,4.60939205898765e-05,0.000576392540334653,0
11,"UD","UD",10,40,0.6225,1,0,0,0,0.999786030211717,6.21024844253726e-07,3.58407632651272e-06,0
12,"UD","UD",10,40,0.6375,1,0,0,0,0.99998189247696,6.12742643141665e-08,1.00220817297981e-05,0
13,"UD","UD",10,40,0.62,1,0,0,0,0.999639012254348,2.1840534166154e-06,3.64715580378092e-05,0
14,"UD","UD",10,40,0.6325,1,0,0,0,0.999541583889363,1.39140288343029e-06,4.2941537502459e-06,0
15,"UD","UD",10,40,0.67,1,0,0,0,0.999999341713522,4.39609707361731e-10,5.78802171558669e-07,0
16,"UD","UD",10,40,0.625,1,0,0,0,0.998130145998784,1.99393908942865e-05,0.000177050912148227,0
17,"UD","UD",10,40,0.6475,1,0,0,0,0.999999236661905,1.66596762560438e-09,1.25497600456506e-07,0
18,"UD","UD",10,40,0.6325,1,0,0,0,0.999979976784399,1.38985905831353e-07,8.53921770409118e-07,0
19,"UD","UD",10,40,0.5775,0,0,0,1,0.466387806220455,0.00131439402050903,0.000672935406389014,0
20,"UD","UD",10,40,0.625,1,0,0,0,0.999724151323275,9.87514575715595e-07,1.5897898154823e-05,0
1,"UD","UD",10,50,0.6425,1,0,0,0,0.999996475011861,9.70166319771789e-09,2.87434862201323e-07,0
2,"UD","UD",10,50,0.6525,1,0,0,0,0.999992784897465,2.50942710274785e-08,1.92949462520997e-06,0
3,"UD","UD",10,50,0.6175,1,0,0,0,0.998850721762335,2.88046452071159e-06,1.44803421562976e-05,0
4,"UD","UD",10,50,0.6075,1,0,0,0,0.999574490405204,2.71070988434872e-06,5.36252915934824e-05,0
5,"UD","UD",10,50,0.56,0,0,0,1,0.044391207238835,0.00246164726615953,0.000328423452858464,0
6,"UD","UD",10,50,0.6625,1,0,0,0,0.999999965214483,2.78497553546992e-10,2.4715464888161e-08,0
7,"UD","UD",10,50,0.57,0,0,0,1,0.380737586772499,0.00893182759202059,0.00286624818007579,0
8,"UD","UD",10,50,0.6275,1,0,0,0,0.999543662245678,1.28593234175852e-06,8.66846155933754e-06,0
9,"UD","UD",10,50,0.6125,1,0,0,0,0.998415359618041,1.82125589563406e-05,0.000278648634833699,0
10,"UD","UD",10,50,0.59,1,0,0,0,0.684934488612754,0.00196589781816602,0.00267847632378792,0
11,"UD","UD",10,50,0.6175,1,0,0,0,0.988800990604762,9.87758569955722e-05,0.000119863087749181,0
12,"UD","UD",10,50,0.59,1,0,0,0,0.862545700252765,0.000438238905667231,0.000690935206061162,0
13,"UD","UD",10,50,0.59,1,0,0,0,0.616488381659371,0.00181337805543831,0.00187017359203875,0
14,"UD","UD",10,50,0.66,1,0,0,0,0.999999591237469,1.24358321137944e-09,1.44501848256681e-07,0
15,"UD","UD",10,50,0.6125,1,0,0,0,0.996574753413572,1.71805942279355e-05,0.000186121792964384,0
16,"UD","UD",10,50,0.6075,1,0,0,0,0.982558660512585,8.83420007807602e-05,0.000155925500975424,0
17,"UD","UD",10,50,0.5875,1,0,0,0,0.768583777130955,0.00163426096675433,0.00127482152555627,0
18,"UD","UD",10,50,0.595,1,0,0,0,0.906167687967095,0.000279758811458978,0.000382825190490375,0
19,"UD","UD",10,50,0.6225,1,0,0,0,0.998029502142122,7.56260199021122e-06,2.15541763792874e-05,0
20,"UD","UD",10,50,0.615,1,0,0,0,0.996894403699527,2.66290133256365e-05,2.68704274875993e-05,0
1,"UD","UD",15,0,0.7975,1,0,0,0,1,2.80612451214694e-36,1.98963722094509e-23,0
2,"UD","UD",15,0,0.805,1,0,0,0,1,1.30508754717556e-38,5.79786636411935e-26,0
3,"UD","UD",15,0,0.78,1,0,0,0,1,7.20560821273772e-31,1.64456971369119e-20,0
4,"UD","UD",15,0,0.865,1,0,0,0,1,1.90355017052128e-56,1.57988669579022e-36,0
5,"UD","UD",15,0,0.8425,1,0,0,0,1,1.13336686710337e-49,8.79998911853599e-30,0
6,"UD","UD",15,0,0.825,1,0,0,0,1,1.99168946612751e-44,1.10344494163866e-26,0
7,"UD","UD",15,0,0.83,1,0,0,0,1,2.73293957041795e-46,3.06189993936851e-30,0
8,"UD","UD",15,0,0.83,1,0,0,0,1,6.64535000295938e-44,1.44891422946852e-28,0
9,"UD","UD",15,0,0.785,1,0,0,0,1,1.93869956356842e-32,7.06146442827568e-20,0
10,"UD","UD",15,0,0.825,1,0,0,0,1,4.43373508903002e-42,1.91746085190349e-25,0
11,"UD","UD",15,0,0.8125,1,0,0,0,1,1.86776588238134e-43,1.04223133202377e-28,0
12,"UD","UD",15,0,0.8275,1,0,0,0,1,1.05760739539226e-42,3.65307884473836e-24,0
13,"UD","UD",15,0,0.835,1,0,0,0,1,1.11719815890185e-45,1.50124905001006e-31,0
14,"UD","UD",15,0,0.8275,1,0,0,0,1,1.1441114970377e-41,5.39398046321347e-25,0
15,"UD","UD",15,0,0.7925,1,0,0,0,1,2.53994123909147e-35,5.4939661667101e-22,0
16,"UD","UD",15,0,0.81,1,0,0,0,1,6.72410161099088e-37,9.63327158427721e-22,0
17,"UD","UD",15,0,0.8375,1,0,0,0,1,2.32630914939262e-48,1.25650878624836e-27,0
18,"UD","UD",15,0,0.855,1,0,0,0,1,1.32771427296546e-48,7.51673857612288e-29,0
19,"UD","UD",15,0,0.8075,1,0,0,0,1,3.47350339737098e-39,7.01335744417509e-25,0
20,"UD","UD",15,0,0.815,1,0,0,0,1,2.68963986178036e-40,3.38891457103418e-25,0
1,"UD","UD",15,10,0.795,1,0,0,0,1,2.51488842493876e-34,3.65644675444934e-22,0
2,"UD","UD",15,10,0.7775,1,0,0,0,1,1.59616903123773e-29,1.08599927245726e-19,0
3,"UD","UD",15,10,0.7625,1,0,0,0,1,1.4483320606541e-29,6.79121133086717e-20,0
4,"UD","UD",15,10,0.8,1,0,0,0,1,6.72184038664993e-36,6.66722072062598e-23,0
5,"UD","UD",15,10,0.7525,1,0,0,0,1,2.27192867426977e-26,4.91905469087331e-19,0
6,"UD","UD",15,10,0.76,1,0,0,0,1,2.96973224813034e-29,1.48440550337725e-21,0
7,"UD","UD",15,10,0.76,1,0,0,0,1,2.30081464859167e-28,1.3272224511499e-18,0
8,"UD","UD",15,10,0.745,1,0,0,0,0.999999999999965,1.21076549956797e-23,3.46779073034504e-14,0
9,"UD","UD",15,10,0.805,1,0,0,0,1,9.02917834907579e-37,4.2935673054706e-22,0
10,"UD","UD",15,10,0.7725,1,0,0,0,1,3.30883006248935e-31,8.51590279194528e-21,0
11,"UD","UD",15,10,0.755,1,0,0,0,1,1.67500681481474e-25,4.68983811719372e-18,0
12,"UD","UD",15,10,0.785,1,0,0,0,1,1.51624024480293e-31,7.22596861387122e-21,0
13,"UD","UD",15,10,0.725,1,0,0,0,0.999999999999823,2.39956900201612e-20,1.77301370344731e-13,0
14,"UD","UD",15,10,0.805,1,0,0,0,1,8.40387434883633e-39,4.65797645455408e-26,0
15,"UD","UD",15,10,0.76,1,0,0,0,1,2.36188621361759e-26,1.79011041972405e-17,0
16,"UD","UD",15,10,0.8,1,0,0,0,1,1.26663193780347e-34,2.91929342821828e-21,0
17,"UD","UD",15,10,0.7725,1,0,0,0,1,1.43581489193904e-32,1.00333015667139e-21,0
18,"UD","UD",15,10,0.7825,1,0,0,0,1,6.35118069597217e-32,3.25073031893259e-22,0
19,"UD","UD",15,10,0.76,1,0,0,0,1,3.26124775007415e-26,6.99235066525136e-17,0
20,"UD","UD",15,10,0.8125,1,0,0,0,1,7.28616652041189e-38,1.00845555746636e-24,0
1,"UD","UD",15,20,0.7175,1,0,0,0,0.999999999999692,3.03491010820831e-19,3.0740223250108e-13,0
2,"UD","UD",15,20,0.71,1,0,0,0,0.999999999999962,2.79269084935584e-18,3.77642694360352e-14,0
3,"UD","UD",15,20,0.7375,1,0,0,0,1,2.11601873187222e-21,1.98272166969055e-16,0
4,"UD","UD",15,20,0.71,1,0,0,0,0.999999999989031,1.01099506890942e-17,1.09678365997654e-11,0
5,"UD","UD",15,20,0.7325,1,0,0,0,0.999999999999991,3.39879789167555e-22,8.79022518907049e-15,0
6,"UD","UD",15,20,0.72,1,0,0,0,0.999999999991401,5.97088710901423e-19,8.59929469384984e-12,0
7,"UD","UD",15,20,0.75,1,0,0,0,0.999999999999999,7.51376635752067e-24,1.08336132945584e-15,0
8,"UD","UD",15,20,0.6825,1,0,0,0,0.999999999623041,4.22547263252336e-14,3.62152012497275e-10,0
9,"UD","UD",15,20,0.69,1,0,0,0,0.999999999967689,1.91926368856503e-14,2.79258242650758e-11,0
10,"UD","UD",15,20,0.7,1,0,0,0,0.999999999559416,1.64720478732885e-15,4.40428241405234e-10,0
11,"UD","UD",15,20,0.7075,1,0,0,0,0.999999999999958,8.13242126804203e-18,4.17920652303948e-14,0
12,"UD","UD",15,20,0.685,1,0,0,0,0.999999999131447,1.36540446542635e-13,8.4082795035305e-10,0
13,"UD","UD",15,20,0.675,1,0,0,0,0.99999957118467,4.39690857187427e-11,4.28038517928092e-07,0
14,"UD","UD",15,20,0.6825,1,0,0,0,0.999999999784725,1.16872833027581e-14,2.12963531922624e-10,0
15,"UD","UD",15,20,0.6975,1,0,0,0,0.999999999995746,1.39040784575222e-15,4.11275891847806e-12,0
16,"UD","UD",15,20,0.7525,1,0,0,0,1,1.75468914244485e-24,6.01227074975994e-17,0
17,"UD","UD",15,20,0.705,1,0,0,0,0.999999999998104,3.04087172740142e-18,1.89510379126049e-12,0
18,"UD","UD",15,20,0.675,1,0,0,0,0.999999995783888,2.24432896759801e-12,3.3804465959461e-09,0
19,"UD","UD",15,20,0.7375,1,0,0,0,0.99999999998961,1.50247731587944e-19,1.03903526101403e-11,0
20,"UD","UD",15,20,0.74,1,0,0,0,0.999999999999968,5.739604070148e-20,3.15756362607472e-14,0
1,"UD","UD",15,30,0.655,1,0,0,0,0.999999935612711,2.65038849455383e-10,8.17177232383613e-09,0
2,"UD","UD",15,30,0.685,1,0,0,0,0.999999996392935,1.85455566121191e-12,2.92354451874672e-09,0
3,"UD","UD",15,30,0.68,1,0,0,0,0.999999991805044,3.11771414731394e-12,7.54566685254596e-09,0
4,"UD","UD",15,30,0.6425,1,0,0,0,0.999992321995951,2.19448787683534e-08,5.55509920752962e-07,0
5,"UD","UD",15,30,0.635,1,0,0,0,0.999991285680454,2.36060266256067e-08,2.49819226254452e-06,0
6,"UD","UD",15,30,0.6575,1,0,0,0,0.999997330268534,6.81928115969093e-09,4.48219423301864e-07,0
7,"UD","UD",15,30,0.6575,1,0,0,0,0.999999515794356,1.71117562774725e-09,1.62725604354428e-07,0
8,"UD","UD",15,30,0.665,1,0,0,0,0.999999956969689,1.03435530565273e-10,2.48965878548303e-08,0
9,"UD","UD",15,30,0.6925,1,0,0,0,0.999999999822016,7.11550783644553e-15,1.76128103354137e-10,0
10,"UD","UD",15,30,0.67,1,0,0,0,0.999999497798643,5.88221542777562e-11,4.97582416331335e-07,0
11,"UD","UD",15,30,0.6575,1,0,0,0,0.999999986631602,1.98321372836084e-11,5.92818720806393e-09,0
12,"UD","UD",15,30,0.6225,1,0,0,0,0.999920576242104,3.71098485767322e-07,4.74997419030796e-05,0
13,"UD","UD",15,30,0.69,1,0,0,0,0.999999999832947,5.42915079360305e-15,1.64936059575338e-10,0
14,"UD","UD",15,30,0.6675,1,0,0,0,0.999999972045423,5.25199956991404e-11,1.35963600738061e-08,0
15,"UD","UD",15,30,0.6975,1,0,0,0,0.999999999974795,2.17348903984747e-15,2.44547930603071e-11,0
16,"UD","UD",15,30,0.645,1,0,0,0,0.999992507169443,1.73383421444612e-08,5.66472234677401e-07,0
17,"UD","UD",15,30,0.695,1,0,0,0,0.999999999907276,1.14074071855585e-15,9.23333296468081e-11,0
18,"UD","UD",15,30,0.6875,1,0,0,0,0.999999999730463,1.702407146852e-15,2.69369409976834e-10,0
19,"UD","UD",15,30,0.6425,1,0,0,0,0.999991908180106,1.0938484235739e-08,7.12642577402422e-06,0
20,"UD","UD",15,30,0.63,1,0,0,0,0.999978818115397,1.22707117161422e-07,1.36618337494186e-06,0
