"participant","categoryStructure","strategyType","perceptualNoise","boundaryNoise","Accuracy","UDX","UDY","GLC","RND","wBIC_UDX","wBIC_UDY","wBIC_GLC","wBIC_RND"
4,"II","CJ",0,10,0.84,0,0,1,0,1.32343191229234e-33,7.54984903065195e-27,1,0
5,"II","CJ",0,10,0.835,0,0,1,0,1.92163171453042e-27,3.19797972755329e-28,1,0
6,"II","CJ",0,10,0.8125,0,0,1,0,4.60461975268404e-27,2.08321261077637e-22,1,0
7,"II","CJ",0,10,0.77,0,0,1,0,1.14217636669274e-17,9.68991319768676e-19,1,0
8,"II","CJ",0,10,0.8,0,0,1,0,1.12661570960485e-22,1.32386151123877e-20,1,0
9,"II","CJ",0,10,0.82,0,0,1,0,6.68273518545744e-28,2.67475265116023e-21,1,0
10,"II","CJ",0,10,0.82,0,0,1,0,1.16338132884852e-25,1.20958393901674e-24,1,0
11,"II","CJ",0,10,0.805,0,0,1,0,8.49122185734507e-23,4.07353221390649e-24,1,0
12,"II","CJ",0,10,0.8375,0,0,1,0,2.65064495216922e-26,2.18972484486396e-25,1,0
13,"II","CJ",0,10,0.82,0,0,1,0,9.04364278363839e-24,9.69790087980557e-23,1,0
14,"II","CJ",0,10,0.8325,0,0,1,0,1.60293140206797e-31,2.10326279971533e-18,1,0
15,"II","CJ",0,10,0.81,0,0,1,0,2.99636930517446e-26,4.64677468024493e-21,1,0
16,"II","CJ",0,10,0.835,0,0,1,0,2.90013853213437e-31,1.59475607476275e-22,1,0
17,"II","CJ",0,10,0.7775,0,0,1,0,1.22552038315577e-21,8.5857252118069e-14,0.999999999999914,0
18,"II","CJ",0,10,0.78,0,0,1,0,4.44115037777018e-20,4.75305182566967e-15,0.999999999999995,0
19,"II","CJ",0,10,0.83,0,0,1,0,9.05649630525875e-29,7.56573483696794e-24,1,0
20,"II","CJ",0,10,0.8175,0,0,1,0,1.58637667429221e-22,1.27126963355008e-22,1,0
1,"II","CJ",0,20,0.69,0,0,1,0,1.20409365659775e-07,2.84429911635343e-08,0.999999851140678,0
2,"II","CJ",0,20,0.72,0,0,1,0,9.3484431715497e-11,5.70151584836578e-10,0.999999999336364,0
3,"II","CJ",0,20,0.7225,0,0,1,0,6.01606234105191e-13,4.17452848671363e-10,0.999999999581946,0
4,"II","CJ",0,20,0.7025,0,0,1,0,1.33304730444128e-10,5.98863817712886e-08,0.999999939980107,0
5,"II","CJ",0,20,0.735,0,0,1,0,1.46088856368042e-16,5.23860159667421e-07,0.99999947613984,0
6,"II","CJ",0,20,0.7225,0,0,1,0,9.92444417661363e-12,2.44811463297696e-10,0.999999999745264,0
7,"II","CJ",0,20,0.69,0,0,1,0,3.70616459847119e-12,0.000109134827042899,0.999890865169251,0
8,"II","CJ",0,20,0.7025,0,0,1,0,7.19915288022432e-09,5.04457887062201e-08,0.99999994235504,0
9,"II","CJ",0,20,0.75,0,0,1,0,4.60919063911386e-14,2.32901740577867e-14,0.999999999999931,0
10,"II","CJ",0,20,0.735,0,0,1,0,3.04139001943109e-12,1.67781070280713e-12,0.999999999995281,0
11,"II","CJ",0,20,0.6975,0,0,1,0,3.4378465498747e-10,6.06852706757477e-08,0.999999938970945,0
12,"II","CJ",0,20,0.705,0,0,1,0,2.50404341082969e-11,9.60938223423184e-08,0.999999903881121,0
13,"II","CJ",0,20,0.7125,0,0,1,0,4.63896608140954e-08,5.12725007856017e-12,0.999999953605212,0
14,"II","CJ",0,20,0.7175,0,0,1,0,5.87021748561641e-11,1.82644371851535e-10,0.999999999758654,0
15,"II","CJ",0,20,0.7325,0,0,1,0,4.19023799998698e-16,1.3510069274418e-07,0.999999864899307,0
16,"II","CJ",0,20,0.695,0,0,1,0,1.95807250325598e-06,1.00974568007393e-08,0.999998031827913,0
17,"II","CJ",0,20,0.6525,0,0,1,0,1.21744762618224e-06,0.000130635406937045,0.999868146949341,0
18,"II","CJ",0,20,0.7425,0,0,1,0,2.45945755708769e-12,1.69807685668784e-13,0.999999999997371,0
19,"II","CJ",0,20,0.6975,0,0,1,0,2.3845876476783e-07,3.10538243082297e-08,0.999999730483208,0
20,"II","CJ",0,20,0.71,0,0,1,0,2.2406504110428e-08,4.07327176729429e-10,0.999999977185898,0
1,"II","CJ",0,30,0.62,0,0,1,0,0.00510848978516114,0.00199147691290127,0.99290003177507,0
2,"II","CJ",0,30,0.6725,0,0,1,0,1.71390556444675e-08,0.000962449711225652,0.9990375331441,0
3,"II","CJ",0,30,0.64,0,0,1,0,0.000827536151962526,0.000119710222800198,0.999052753370779,0
4,"II","CJ",0,30,0.68,0,0,1,0,1.71657862937406e-08,1.18649097767834e-05,0.999988117924437,0
5,"II","CJ",0,30,0.655,0,0,1,0,1.64310802569282e-05,2.8771224268622e-06,0.999980691797153,0
6,"II","CJ",0,30,0.6375,0,0,1,0,1.3036304533706e-05,0.00185917310479805,0.998127790276226,0
7,"II","CJ",0,30,0.65,0,0,1,0,0.000224002368438428,0.000341420641443012,0.99943457637648,0
8,"II","CJ",0,30,0.6875,0,0,1,0,7.02356836884637e-07,5.91067235855658e-08,0.999999238536403,0
9,"II","CJ",0,30,0.675,0,0,1,0,6.06422912455074e-07,2.97977054261457e-06,0.999996413805201,0
10,"II","CJ",0,30,0.665,0,0,1,0,1.26244616102855e-05,2.96412886029797e-08,0.999987345897101,0
11,"II","CJ",0,30,0.6575,0,0,1,0,5.88873271672969e-07,0.000475172642190026,0.999524238484417,0
12,"II","CJ",0,30,0.6375,0,0,1,0,1.81409544127069e-05,0.000298604513259832,0.999683254532286,0
13,"II","CJ",0,30,0.6125,0,0,1,0,0.00969382999198207,0.0466116264986228,0.943694361320605,0
14,"II","CJ",0,30,0.6675,0,0,1,0,2.70834695461637e-07,0.00106108372820024,0.998938645429838,0
15,"II","CJ",0,30,0.65,0,0,1,0,0.00108947910173331,0.000122202054788037,0.998788305566004,0
16,"II","CJ",0,30,0.6275,0,0,1,0,0.0290628201387504,5.43859611449863e-05,0.970879945742375,0
17,"II","CJ",0,30,0.615,0,0,1,0,0.00680033900063701,0.0170229645931955,0.972091955887623,0
18,"II","CJ",0,30,0.6125,0,0,1,0,0.0249683745957069,0.0654937546159322,0.909403227958326,0
19,"II","CJ",0,30,0.635,0,0,1,0,3.34720308498962e-05,0.314612236833458,0.685354290083437,0
20,"II","CJ",0,30,0.68,0,0,1,0,0.000138731032415977,1.07510145974317e-09,0.999861267892481,0
1,"II","CJ",0,40,0.625,0,0,1,0,0.0355227806453537,0.000370469293647653,0.964106750060076,0
2,"II","CJ",0,40,0.6625,0,0,1,0,1.19415824776045e-07,0.000106967069257227,0.999892913514918,0
3,"II","CJ",0,40,0.6125,0,0,1,0,0.000633316951691728,0.0586856121089531,0.940681070873876,0
4,"II","CJ",0,40,0.6175,0,0,1,0,0.0222798017754918,0.00202279424619579,0.975697403972242,0
5,"II","CJ",0,40,0.585,0,0,1,0,0.476795149959957,0.0219866052902256,0.501217477594016,0
6,"II","CJ",0,40,0.6375,0,0,1,0,0.00270410816919373,0.00266302754617361,0.994632864227925,0
7,"II","CJ",0,40,0.635,0,0,1,0,0.00645569418166734,0.00021778853469692,0.993326499750087,0
8,"II","CJ",0,40,0.62,0,0,1,0,0.00481987760840131,0.10160413017751,0.893575991910944,0
9,"II","CJ",0,40,0.5975,0,1,0,0,0.0246469145597118,0.573550578752418,0.401800640615037,0
10,"II","CJ",0,40,0.565,1,0,0,0,0.6951656755266,0.128584138732988,0.176250148567788,0
11,"II","CJ",0,40,0.605,0,0,1,0,0.335557823688217,0.00903221838037483,0.655409890815741,0
12,"II","CJ",0,40,0.6125,0,0,1,0,0.408554646106631,8.25873370638501e-05,0.591362749208067,0
13,"II","CJ",0,40,0.6,0,0,1,0,0.163173350147925,0.0466707233085496,0.790155925569351,0
14,"II","CJ",0,40,0.62,0,0,1,0,0.000496508073042162,0.00340661404203239,0.996096857467467,0
15,"II","CJ",0,40,0.6,1,0,0,0,0.56884857954472,0.000455202643627704,0.430696217810134,0
16,"II","CJ",0,40,0.6375,0,0,1,0,7.85078007722541e-06,0.00921975693713702,0.990772392180313,0
17,"II","CJ",0,40,0.62,0,1,0,0,2.8399136456892e-05,0.962607750916723,0.0373638499261941,0
18,"II","CJ",0,40,0.6575,0,0,1,0,1.75846077186315e-07,0.000737842105590298,0.999261982048314,0
19,"II","CJ",0,40,0.585,1,0,0,0,0.483073269121026,0.0384520679448755,0.478474235822767,0
20,"II","CJ",0,40,0.6,0,0,1,0,0.0286470583478608,0.0298758101627678,0.941477131355986,0
1,"II","CJ",0,50,0.6075,0,0,1,0,0.00111506588175588,0.105943640347924,0.892941293770318,0
2,"II","CJ",0,50,0.6275,0,0,1,0,0.000399657998234841,0.00577303258511458,0.993827309188079,0
3,"II","CJ",0,50,0.58,0,1,0,0,0.0474787317544609,0.684619215566871,0.267900987513853,0
4,"II","CJ",0,50,0.5825,1,0,0,0,0.748236490690378,3.89052531410312e-05,0.251724604056481,0
5,"II","CJ",0,50,0.58,0,1,0,0,0.0803945358275548,0.569798239225699,0.3498072163922,0
6,"II","CJ",0,50,0.615,0,0,1,0,0.038546426724016,0.00649072346105749,0.954962849814927,0
7,"II","CJ",0,50,0.595,0,1,0,0,0.013369554489806,0.526956558080284,0.459673886001845,0
8,"II","CJ",0,50,0.5275,0,1,0,0,0.281652164565075,0.577732442505541,0.140615364473902,0
9,"II","CJ",0,50,0.585,0,0,1,0,0.331153731345,0.000492562864455495,0.668353705790542,0
10,"II","CJ",0,50,0.6275,0,0,1,0,7.01767481870498e-05,0.00471950097603336,0.99521032227578,0
11,"II","CJ",0,50,0.6075,0,0,1,0,0.0047868698822492,0.0184782253206102,0.976734902987289,0
12,"II","CJ",0,50,0.605,0,0,1,0,0.201743975852749,0.028131501454069,0.770124522473609,0
13,"II","CJ",0,50,0.5625,1,0,0,0,0.725891676861226,0.0748613767107912,0.199246946148444,0
14,"II","CJ",0,50,0.5925,0,0,1,0,0.316117704324432,0.0365824649860226,0.647299830462554,0
15,"II","CJ",0,50,0.6075,0,0,1,0,0.104385663113744,0.0117509186579248,0.883863418228259,0
16,"II","CJ",0,50,0.54,1,0,0,0,0.803564454222387,0.0851254640333622,0.111310072644315,0
17,"II","CJ",0,50,0.6225,0,0,1,0,0.0203073315690523,0.000473865751353011,0.97921880267959,0
18,"II","CJ",0,50,0.6025,0,0,1,0,0.0301629132479567,0.145055698813089,0.824781387858305,0
19,"II","CJ",0,50,0.625,0,0,1,0,0.0475474664517021,3.60714685029989e-06,0.952448926401448,0
20,"II","CJ",0,50,0.5725,0,1,0,0,0.0326876111630364,0.781813170875043,0.185499217934161,0
1,"II","CJ",5,0,0.88,0,0,1,0,5.16923272099105e-44,2.42473743492053e-28,1,0
2,"II","CJ",5,0,0.9025,0,0,1,0,1.02686556698258e-43,3.21197826115257e-38,1,0
3,"II","CJ",5,0,0.88,0,0,1,0,2.19381255974749e-36,4.67947781488529e-36,1,0
4,"II","CJ",5,0,0.8775,0,0,1,0,1.86243534750974e-40,3.11146960351547e-33,1,0
5,"II","CJ",5,0,0.85,0,0,1,0,8.98936602435599e-38,9.39481079050235e-26,1,0
6,"II","CJ",5,0,0.8725,0,0,1,0,1.02466258594349e-36,6.17626954143388e-35,1,0
7,"II","CJ",5,0,0.8975,0,0,1,0,4.18075654734309e-43,2.01450846289882e-37,1,0
8,"II","CJ",5,0,0.895,0,0,1,0,5.80788498828087e-45,4.15665611872902e-38,1,0
9,"II","CJ",5,0,0.88,0,0,1,0,9.27166409845499e-38,4.67981222891266e-36,1,0
10,"II","CJ",5,0,0.885,0,0,1,0,6.96183029908099e-40,1.69506371347351e-38,1,0
11,"II","CJ",5,0,0.8775,0,0,1,0,5.2260605175808e-39,5.49442521788e-37,1,0
12,"II","CJ",5,0,0.89,0,0,1,0,7.57345644396469e-45,1.02044804689398e-36,1,0
13,"II","CJ",5,0,0.865,0,0,1,0,9.66173682756987e-40,1.3782195437162e-28,1,0
14,"II","CJ",5,0,0.88,0,0,1,0,1.53087342792183e-41,4.73222238019125e-35,1,0
15,"II","CJ",5,0,0.895,0,0,1,0,2.61188048463379e-51,5.13463321095155e-33,1,0
16,"II","CJ",5,0,0.8975,0,0,1,0,8.58414026429628e-44,9.76609689054704e-40,1,0
17,"II","CJ",5,0,0.8975,0,0,1,0,1.60160217914298e-41,2.46346915729433e-36,1,0
18,"II","CJ",5,0,0.8775,0,0,1,0,5.38013648376940e-42,3.23120204242111e-34,1,0
19,"II","CJ",5,0,0.865,0,0,1,0,3.59454226365689e-38,7.40349877342369e-31,1,0
20,"II","CJ",5,0,0.8525,0,0,1,0,1.5502130184595e-32,2.40954228687182e-29,1,0
1,"II","CJ",5,10,0.83,0,0,1,0,1.19027481440719e-28,1.21851947365445e-26,1,0
2,"II","CJ",5,10,0.795,0,0,1,0,1.76113703697169e-21,7.4193491503974e-24,1,0
3,"II","CJ",5,10,0.825,0,0,1,0,2.38831726084691e-24,2.42001907490328e-24,1,0
4,"II","CJ",5,10,0.795,0,0,1,0,6.19939242649e-23,1.59210723867896e-18,1,0
5,"II","CJ",5,10,0.775,0,0,1,0,1.54413696112555e-20,1.70991038679074e-17,1,0
6,"II","CJ",5,10,0.785,0,0,1,0,3.72070543440549e-23,7.01683502263622e-18,1,0
7,"II","CJ",5,10,0.82,0,0,1,0,1.60626807030493e-24,4.49376916450497e-20,1,0
8,"II","CJ",5,10,0.825,0,0,1,0,1.93888229423618e-26,1.09547491314568e-23,1,0
9,"II","CJ",5,10,0.8125,0,0,1,0,8.29943532144927e-28,2.21582782158777e-08,0.999999977841722,0
10,"II","CJ",5,10,0.7675,0,0,1,0,8.66687180657902e-21,9.55073660724079e-13,0.999999999999045,0
11,"II","CJ",5,10,0.825,0,0,1,0,2.21210341925687e-25,7.01487926621615e-23,1,0
12,"II","CJ",5,10,0.805,0,0,1,0,1.54026754863179e-26,5.71395632108689e-19,1,0
13,"II","CJ",5,10,0.7925,0,0,1,0,4.75948164329854e-21,7.85673275439639e-20,1,0
14,"II","CJ",5,10,0.815,0,0,1,0,1.24837296157717e-25,1.77562036673936e-23,1,0
15,"II","CJ",5,10,0.8025,0,0,1,0,9.47378079363746e-23,1.86483151791932e-20,1,0
16,"II","CJ",5,10,0.81,0,0,1,0,8.18601675487192e-26,5.59579836930101e-20,1,0
17,"II","CJ",5,10,0.8425,0,0,1,0,3.35048243413554e-31,1.10056639947434e-25,1,0
18,"II","CJ",5,10,0.795,0,0,1,0,1.34726671732716e-19,3.38994237927784e-23,1,0
19,"II","CJ",5,10,0.7875,0,0,1,0,3.83138665085612e-18,1.30843334317513e-21,1,0
20,"II","CJ",5,10,0.7925,0,0,1,0,6.28346545947939e-21,2.19435590888282e-20,1,0
1,"II","CJ",5,20,0.6925,0,0,1,0,2.83921242493543e-07,6.75581645000877e-10,0.999999715402391,0
2,"II","CJ",5,20,0.68,0,0,1,0,4.93909517699172e-08,9.53351845714628e-08,0.999999855273863,0
3,"II","CJ",5,20,0.7125,0,0,1,0,3.67102044164982e-10,1.1922078759001e-09,0.999999998440686,0
4,"II","CJ",5,20,0.69,0,0,1,0,3.95439018898203e-09,9.37215063983043e-09,0.999999986673446,0
5,"II","CJ",5,20,0.7275,0,0,1,0,1.47156207224894e-09,2.63539727777785e-12,0.999999998525803,0
6,"II","CJ",5,20,0.6875,0,0,1,0,5.17060633102648e-06,1.38284886271659e-08,0.999994815555722,0
7,"II","CJ",5,20,0.6975,0,0,1,0,3.62006101307143e-06,5.09145182165091e-10,0.999996379429484,0
8,"II","CJ",5,20,0.725,0,0,1,0,2.33974875174264e-13,5.58782308663351e-10,0.999999999440984,0
9,"II","CJ",5,20,0.7225,0,0,1,0,5.86053692490773e-11,1.25202807701074e-14,0.999999999941382,0
10,"II","CJ",5,20,0.705,0,0,1,0,7.93575275892816e-11,8.91215550602911e-09,0.999999991008487,0
11,"II","CJ",5,20,0.7125,0,0,1,0,1.59653515562205e-13,3.24341478261989e-08,0.999999967565692,0
12,"II","CJ",5,20,0.6825,0,0,1,0,3.7973713364412e-06,5.53933555971931e-10,0.999996202074702,0
13,"II","CJ",5,20,0.725,0,0,1,0,2.3043727362008e-10,2.22414817851028e-13,0.99999999976934,0
14,"II","CJ",5,20,0.725,0,0,1,0,1.40362363230495e-11,1.653545231355e-12,0.99999999998431,0
15,"II","CJ",5,20,0.695,0,0,1,0,2.89710786625161e-11,3.47768247306725e-06,0.999996522288505,0
16,"II","CJ",5,20,0.675,0,0,1,0,0.00025210164200679,3.62456322466519e-07,0.999747533782644,0
17,"II","CJ",5,20,0.6675,0,0,1,0,8.28428023237705e-09,0.000760402438802883,0.999239589274678,0
18,"II","CJ",5,20,0.7225,0,0,1,0,9.26161046240667e-14,5.35446846525994e-10,0.999999999464461,0
19,"II","CJ",5,20,0.7225,0,0,1,0,2.6688877062643e-12,1.8790587555886e-10,0.999999999809425,0
20,"II","CJ",5,20,0.7225,0,0,1,0,7.39151117207433e-13,2.30048685640761e-09,0.999999997698774,0
1,"II","CJ",5,30,0.615,0,0,1,0,0.00337173936162554,0.0017634210157385,0.994864838672365,0
2,"II","CJ",5,30,0.6575,0,0,1,0,2.6026748289569e-05,0.000143367851692769,0.999830605371811,0
3,"II","CJ",5,30,0.65,0,0,1,0,1.69303072970576e-05,8.35736923302788e-06,0.999974712323469,0
4,"II","CJ",5,30,0.685,0,0,1,0,3.02415628095985e-08,4.17202398679144e-07,0.999999552555815,0
5,"II","CJ",5,30,0.6225,0,0,1,0,0.000185909471369839,0.30070486752471,0.699109217996033,0
6,"II","CJ",5,30,0.665,0,0,1,0,4.44471845398648e-07,9.84988822320257e-05,0.999901056645868,0
7,"II","CJ",5,30,0.6875,0,0,1,0,1.3687196981637e-09,9.6167897701908e-07,0.999999036952303,0
8,"II","CJ",5,30,0.6325,0,0,1,0,0.0093023167890971,0.00209894645890908,0.988598701328982,0
9,"II","CJ",5,30,0.6325,0,0,1,0,0.000779673843135704,0.328813337348124,0.670175703769737,0
10,"II","CJ",5,30,0.6925,0,0,1,0,4.94277481590475e-08,4.97439396859829e-08,0.999999900828296,0
11,"II","CJ",5,30,0.62,0,0,1,0,0.000211551146848162,0.0130826590633326,0.986705789744609,0
12,"II","CJ",5,30,0.6375,0,0,1,0,0.0076338795610137,2.49183321132747e-05,0.992341202098267,0
13,"II","CJ",5,30,0.635,0,0,1,0,0.000618658154099963,0.0179292322785888,0.981446063512402,0
14,"II","CJ",5,30,0.6475,0,0,1,0,0.00336955446502382,4.19441135667861e-06,0.996626237753189,0
15,"II","CJ",5,30,0.6525,0,0,1,0,0.000282838115936766,1.58229312672253e-07,0.999717003654748,0
16,"II","CJ",5,30,0.7075,0,0,1,0,3.96308907304863e-08,5.53068333377088e-09,0.999999954838414,0
17,"II","CJ",5,30,0.6475,0,0,1,0,0.000828913637361529,0.00115845691543046,0.998012626667391,0
18,"II","CJ",5,30,0.68,0,0,1,0,3.20369146165881e-08,9.01332652241854e-07,0.999999066630432,0
19,"II","CJ",5,30,0.625,0,0,1,0,0.000118230389026777,0.0042171398353533,0.995664629775377,0
20,"II","CJ",5,30,0.6,0,0,1,0,0.00265131873612326,0.35432400057866,0.643024673942592,0
1,"II","CJ",5,40,0.645,0,0,1,0,0.00119318912993843,0.000576215651159624,0.998230573122981,0
2,"II","CJ",5,40,0.5625,0,1,0,0,0.227327630780441,0.495899740156895,0.276772581696777,0
3,"II","CJ",5,40,0.585,0,1,0,0,0.0055912558481395,0.759508995472202,0.23489755923643,0
4,"II","CJ",5,40,0.5875,0,0,1,0,0.298248792135143,0.266716657313717,0.434969212313641,0
5,"II","CJ",5,40,0.5975,0,1,0,0,0.000468177119437296,0.885860203074747,0.113671619496422,0
6,"II","CJ",5,40,0.62,0,0,1,0,0.00537402761183946,0.00221831600634537,0.992407651227715,0
7,"II","CJ",5,40,0.62,0,0,1,0,0.0389032841207437,0.00138291099749632,0.959713756595918,0
8,"II","CJ",5,40,0.5925,0,0,1,0,0.263528985530411,0.104632853698915,0.631837893125181,0
9,"II","CJ",5,40,0.595,0,0,1,0,0.0129277752309834,0.122336022379829,0.864736202389188,0
10,"II","CJ",5,40,0.61,0,1,0,0,0.000184890987288357,0.982278533678058,0.0175356659969156,0
11,"II","CJ",5,40,0.635,0,0,1,0,0.000281910423650446,0.00223927725552059,0.997478812306442,0
12,"II","CJ",5,40,0.62,0,0,1,0,8.40092902822312e-05,0.0794527378877768,0.920463252821941,0
13,"II","CJ",5,40,0.575,0,1,0,0,0.0658153358583701,0.703613104735755,0.230571391442611,0
14,"II","CJ",5,40,0.59,0,0,1,0,0.00337385747311138,0.485130864799602,0.511495273868608,0
15,"II","CJ",5,40,0.585,0,1,0,0,0.149979489813781,0.508471168440682,0.33973047322162,0
16,"II","CJ",5,40,0.635,0,0,1,0,0.00752720622883341,2.93988880637375e-06,0.992469853880191,0
17,"II","CJ",5,40,0.595,0,1,0,0,0.000733137965160932,0.997597062032215,0.00166606067085872,0
18,"II","CJ",5,40,0.6,0,0,1,0,0.131137751596301,0.00189040771943286,0.866971840684258,0
19,"II","CJ",5,40,0.605,0,0,1,0,0.000798389788664394,0.142217185607497,0.856984421391834,0
20,"II","CJ",5,40,0.6225,0,0,1,0,0.000829411578118037,0.0880474688246337,0.911123118369028,0
1,"II","CJ",5,50,0.59,0,1,0,0,0.000198789169388107,0.996944480183302,0.00285672901193394,0
2,"II","CJ",5,50,0.5875,0,0,1,0,0.342104951849249,0.064706823729927,0.593188218469728,0
3,"II","CJ",5,50,0.5925,0,0,1,0,0.133208390193196,0.049049951486312,0.817741658320426,0
4,"II","CJ",5,50,0.615,0,0,1,0,0.00475336192117227,0.130422690945532,0.864823947132898,0
5,"II","CJ",5,50,0.595,1,0,0,0,0.492867589561395,0.0198485401059794,0.487283641850556,0
6,"II","CJ",5,50,0.595,0,1,0,0,0.00583135708124258,0.91112386244802,0.0830443071886292,0
7,"II","CJ",5,50,0.5925,0,1,0,0,0.00260558534376074,0.935030798974547,0.0623636034635493,0
8,"II","CJ",5,50,0.595,0,0,1,0,0.0194164721963969,0.179094647595081,0.801488880208505,0
9,"II","CJ",5,50,0.6075,0,1,0,0,0.00013721053525592,0.987530333294572,0.0123324550225066,0
10,"II","CJ",5,50,0.5625,1,0,0,0,0.718042521504686,0.0823135480812689,0.199643929524786,0
11,"II","CJ",5,50,0.5825,0,1,0,0,0.00590253040167636,0.907958346285724,0.0861391222818434,0
12,"II","CJ",5,50,0.6125,0,0,1,0,0.0182131668675034,0.0216131232651541,0.960173709867219,0
13,"II","CJ",5,50,0.6225,0,0,1,0,0.0612527332503659,0.00427591144537776,0.934471354178363,0
14,"II","CJ",5,50,0.5775,0,0,1,0,0.36628466095967,0.142659170040413,0.491056167921483,0
15,"II","CJ",5,50,0.62,0,0,1,0,0.0056056566359481,0.00672595785552317,0.987668385362504,0
16,"II","CJ",5,50,0.5775,0,1,0,0,0.00198558417644936,0.978688678228112,0.0193257335762921,0
17,"II","CJ",5,50,0.59,0,0,1,0,0.00323759963051532,0.421448945038323,0.57531345533116,0
18,"II","CJ",5,50,0.5525,0,1,0,0,0.183449276026084,0.604897812660056,0.211652670383952,0
19,"II","CJ",5,50,0.585,1,0,0,0,0.640003327978002,0.0184099826139143,0.341583600161441,0
20,"II","CJ",5,50,0.61,0,0,1,0,0.000923552843961703,0.106365230057894,0.89271121709814,0
1,"II","CJ",10,0,0.8225,0,0,1,0,4.57691709445353e-30,2.90539835932769e-21,1,0
2,"II","CJ",10,0,0.7875,0,0,1,0,1.46282619692227e-21,1.8341010516039e-16,1,0
3,"II","CJ",10,0,0.8025,0,0,1,0,1.80533595271461e-21,2.23051396172922e-23,1,0
4,"II","CJ",10,0,0.795,0,0,1,0,1.08290651600098e-24,5.52076965004591e-20,1,0
5,"II","CJ",10,0,0.8175,0,0,1,0,3.58692186723763e-25,8.72797422979601e-25,1,0
6,"II","CJ",10,0,0.83,0,0,1,0,2.29267388920267e-29,1.39763532999615e-24,1,0
7,"II","CJ",10,0,0.8325,0,0,1,0,2.05774470222494e-27,5.9037254865052e-27,1,0
8,"II","CJ",10,0,0.86,0,0,1,0,3.63285679416438e-29,1.29338629371738e-33,1,0
9,"II","CJ",10,0,0.855,0,0,1,0,1.08243718854541e-29,1.35521698007369e-32,1,0
10,"II","CJ",10,0,0.8175,0,0,1,0,1.8735127525499e-29,6.02451866787575e-19,1,0
11,"II","CJ",10,0,0.79,0,0,1,0,8.67055391139331e-23,4.41447373311472e-08,0.999999955855263,0
12,"II","CJ",10,0,0.795,0,0,1,0,2.21023140319049e-23,1.22644548789918e-19,1,0
13,"II","CJ",10,0,0.8075,0,0,1,0,1.13986965763273e-26,1.14565581790341e-20,1,0
14,"II","CJ",10,0,0.8125,0,0,1,0,3.66733317502047e-26,2.41316398831269e-20,1,0
15,"II","CJ",10,0,0.8475,0,0,1,0,2.72354633880875e-33,1.13535470744983e-26,1,0
16,"II","CJ",10,0,0.82,0,0,1,0,5.25219338452444e-25,7.16391361829891e-20,1,0
17,"II","CJ",10,0,0.8025,0,0,1,0,2.14404301047896e-24,4.94211466576507e-18,1,0
18,"II","CJ",10,0,0.815,0,0,1,0,5.28587129612611e-24,9.42417257683191e-23,1,0
19,"II","CJ",10,0,0.8125,0,0,1,0,6.75377769068585e-28,2.11235364620011e-23,1,0
20,"II","CJ",10,0,0.83,0,0,1,0,4.83508283910964e-26,2.03112393731276e-28,1,0
1,"II","CJ",10,10,0.77,0,0,1,0,2.28254268684775e-18,1.984911626236e-15,0.999999999999998,0
2,"II","CJ",10,10,0.785,0,0,1,0,2.81442523011614e-18,1.29102610927253e-18,1,0
3,"II","CJ",10,10,0.785,0,0,1,0,3.91684063807009e-21,1.79703647929749e-15,0.999999999999998,0
4,"II","CJ",10,10,0.78,0,0,1,0,1.30967871316917e-20,7.89092056767986e-18,1,0
5,"II","CJ",10,10,0.7775,0,0,1,0,4.93604276597304e-19,2.21251301360201e-16,1,0
6,"II","CJ",10,10,0.78,0,0,1,0,5.42421695789958e-18,1.2007130508324e-17,1,0
7,"II","CJ",10,10,0.745,0,0,1,0,2.53051521385741e-15,1.25023057609174e-13,0.999999999999873,0
8,"II","CJ",10,10,0.77,0,0,1,0,5.72561256625076e-19,4.02534707448042e-14,0.99999999999996,0
9,"II","CJ",10,10,0.7575,0,0,1,0,4.65778510722712e-20,8.35142928971735e-15,0.999999999999992,0
10,"II","CJ",10,10,0.775,0,0,1,0,2.63849743235533e-18,1.12866077099805e-18,1,0
11,"II","CJ",10,10,0.7625,0,0,1,0,1.77151363167295e-15,1.37922041348484e-19,0.999999999999998,0
12,"II","CJ",10,10,0.7375,0,0,1,0,1.29255613078758e-12,1.06301557836388e-12,0.999999999997644,0
13,"II","CJ",10,10,0.7775,0,0,1,0,5.26010617318059e-19,1.28235700349082e-17,1,0
14,"II","CJ",10,10,0.7575,0,0,1,0,2.02166343206789e-16,1.88762348236655e-12,0.999999999998112,0
15,"II","CJ",10,10,0.78,0,0,1,0,1.48612739251457e-22,3.36844735659184e-17,1,0
16,"II","CJ",10,10,0.74,0,0,1,0,1.03116218851201e-10,1.27746369539824e-16,0.999999999896884,0
17,"II","CJ",10,10,0.7775,0,0,1,0,1.11135311285666e-20,1.0709527917088e-12,0.999999999998929,0
18,"II","CJ",10,10,0.7975,0,0,1,0,3.76033546697226e-20,6.83987035417779e-23,1,0
19,"II","CJ",10,10,0.7575,0,0,1,0,1.54135235895287e-17,2.34291549592556e-08,0.999999976570845,0
20,"II","CJ",10,10,0.79,0,0,1,0,3.60652877710251e-16,2.27354822895532e-20,1,0
1,"II","CJ",10,20,0.7175,0,0,1,0,2.65121295003224e-12,2.45008621721294e-06,0.999997549911131,0
