subj	cond	cb	keyb	phase	blk	trial	stim	resp	rt	conf	confrt
14001	2	1	1	2	5	43	2	1	318	0	0
14001	2	1	1	2	5	44	10	0	230	0	0
14001	2	1	1	2	5	45	1	1	321	0	0
14001	2	1	1	2	5	46	9	1	312	0	0
14001	2	1	1	2	5	47	8	0	439	0	0
14001	2	1	1	2	5	48	7	1	1989	0	0
14001	2	1	1	2	5	49	4	1	251	0	0
14001	2	1	1	2	5	50	5	0	228	0	0
14001	2	1	1	2	6	51	2	1	337	0	0
14001	2	1	1	2	6	52	9	1	281	0	0
14001	2	1	1	2	6	53	4	0	296	0	0
14001	2	1	1	2	6	54	3	0	298	0	0
14001	2	1	1	2	6	55	10	0	967	0	0
14001	2	1	1	2	6	56	8	1	472	0	0
14001	2	1	1	2	6	57	6	0	303	0	0
14001	2	1	1	2	6	58	7	0	451	0	0
14001	2	1	1	2	6	59	1	1	460	0	0
14001	2	1	1	2	6	60	5	0	297	0	0
14001	2	1	1	2	7	61	8	1	354	0	0
14001	2	1	1	2	7	62	3	0	361	0	0
14001	2	1	1	2	7	63	6	0	448	0	0
14001	2	1	1	2	7	64	5	0	305	0	0
14001	2	1	1	2	7	65	10	0	246	0	0
14001	2	1	1	2	7	66	4	0	232	0	0
14001	2	1	1	2	7	67	2	1	294	0	0
14001	2	1	1	2	7	68	7	1	295	0	0
14001	2	1	1	2	7	69	9	1	313	0	0
14001	2	1	1	2	7	70	1	1	287	0	0
14001	2	1	1	2	8	71	5	0	433	0	0
14001	2	1	1	2	8	72	7	0	264	0	0
14001	2	1	1	2	8	73	10	0	156	0	0
14001	2	1	1	2	8	74	8	1	42	0	0
14001	2	1	1	2	8	75	6	0	49	0	0
14001	2	1	1	2	8	76	3	1	227	0	0
14001	2	1	1	2	8	77	4	0	335	0	0
14001	2	1	1	2	8	78	1	1	288	0	0
14001	2	1	1	2	8	79	9	1	274	0	0
14001	2	1	1	2	8	80	2	1	329	0	0
14001	2	1	1	2	9	81	3	0	434	0	0
14001	2	1	1	2	9	82	9	1	321	0	0
14001	2	1	1	2	9	83	2	1	304	0	0
14001	2	1	1	2	9	84	5	0	260	0	0
14001	2	1	1	2	9	85	1	1	280	0	0
14001	2	1	1	2	9	86	7	1	1823	0	0
14001	2	1	1	2	9	87	10	0	396	0	0
14001	2	1	1	2	9	88	4	0	746	0	0
14001	2	1	1	2	9	89	8	1	287	0	0
14001	2	1	1	2	9	90	6	0	337	0	0
14001	2	1	1	2	10	91	4	1	258	0	0
14001	2	1	1	2	10	92	10	0	214	0	0
14001	2	1	1	2	10	93	3	0	399	0	0
14001	2	1	1	2	10	94	9	1	263	0	0
14001	2	1	1	2	10	95	8	1	106	0	0
14001	2	1	1	2	10	96	5	0	238	0	0
14001	2	1	1	2	10	97	2	1	437	0	0
14001	2	1	1	2	10	98	7	1	61	0	0
14001	2	1	1	2	10	99	1	1	144	0	0
14001	2	1	1	2	10	100	6	0	268	0	0
14001	2	1	1	2	11	101	3	1	625	0	0
14001	2	1	1	2	11	102	10	0	413	0	0
14001	2	1	1	2	11	103	1	1	94	0	0
14001	2	1	1	2	11	104	6	0	288	0	0
14001	2	1	1	2	11	105	4	1	305	0	0
14001	2	1	1	2	11	106	8	1	278	0	0
14001	2	1	1	2	11	107	2	1	460	0	0
14001	2	1	1	2	11	108	7	1	312	0	0
14001	2	1	1	2	11	109	9	1	311	0	0
14001	2	1	1	2	11	110	5	0	325	0	0
14001	2	1	1	2	12	111	9	1	239	0	0
14001	2	1	1	2	12	112	10	0	486	0	0
14001	2	1	1	2	12	113	1	1	408	0	0
14001	2	1	1	2	12	114	3	1	89	0	0
14001	2	1	1	2	12	115	6	0	371	0	0
14001	2	1	1	2	12	116	5	0	1132	0	0
14001	2	1	1	2	12	117	8	1	294	0	0
14001	2	1	1	2	12	118	2	1	463	0	0
14001	2	1	1	2	12	119	7	0	324	0	0
14001	2	1	1	2	12	120	4	0	302	0	0
14001	2	1	1	2	13	121	9	1	305	0	0
14001	2	1	1	2	13	122	6	0	381	0	0
14001	2	1	1	2	13	123	8	1	442	0	0
14001	2	1	1	2	13	124	1	1	920	0	0
14001	2	1	1	2	13	125	5	0	327	0	0
14001	2	1	1	2	13	126	10	0	249	0	0
14001	2	1	1	2	13	127	2	1	275	0	0
14001	2	1	1	2	13	128	3	0	465	0	0
14001	2	1	1	2	13	129	7	0	309	0	0
14001	2	1	1	2	13	130	4	0	562	0	0
14002	2	2	2	1	1	1	1	0	2300	3	2029
14002	2	2	2	1	1	2	7	1	2829	2	1937
14002	2	2	2	1	1	3	5	0	1121	3	1404
14002	2	2	2	1	1	4	3	0	1614	3	1567
14002	2	2	2	1	1	5	2	1	1833	3	1133
14002	2	2	2	1	1	6	8	0	1929	2	1063
14002	2	2	2	1	1	7	4	0	3428	2	1936
14002	2	2	2	1	1	8	6	1	2229	3	1065
14002	2	2	2	1	2	9	2	1	614	3	603
14002	2	2	2	1	2	10	1	1	908	3	560
14002	2	2	2	1	2	11	8	1	735	3	727
14002	2	2	2	1	2	12	7	1	1209	3	527
14002	2	2	2	1	2	13	3	1	1120	3	363
14002	2	2	2	1	2	14	5	1	2501	3	494
14002	2	2	2	1	2	15	6	0	664	2	808
14002	2	2	2	1	2	16	4	1	826	2	707
14002	2	2	2	1	3	17	6	1	1231	3	1250
14002	2	2	2	1	3	18	3	1	1020	3	637
14002	2	2	2	1	3	19	2	1	356	3	375
14002	2	2	2	1	3	20	5	1	432	3	315
14002	2	2	2	1	3	21	8	1	1977	3	378
14002	2	2	2	1	3	22	1	1	711	2	978
14002	2	2	2	1	3	23	7	1	407	3	532
14002	2	2	2	1	3	24	4	1	2470	2	626
14002	2	2	2	1	4	25	7	1	1950	3	441
14002	2	2	2	1	4	26	5	1	1776	3	377
14002	2	2	2	1	4	27	6	0	651	2	409
14002	2	2	2	1	4	28	8	1	435	2	317
14002	2	2	2	1	4	29	2	1	436	3	359
14002	2	2	2	1	4	30	3	1	326	3	323
14002	2	2	2	1	4	31	4	1	362	3	312
14002	2	2	2	1	4	32	1	1	1535	3	360
14002	2	2	2	1	5	33	2	1	974	2	580
14002	2	2	2	1	5	34	4	1	312	3	275
14002	2	2	2	1	5	35	8	1	698	3	306
14002	2	2	2	1	5	36	6	1	367	3	252
14002	2	2	2	1	5	37	3	1	1478	3	416
14002	2	2	2	1	5	38	7	1	3930	3	306
14002	2	2	2	1	5	39	1	1	390	3	326
14002	2	2	2	1	5	40	5	1	1576	3	1054
14002	2	2	2	1	6	41	3	1	1455	3	325
14002	2	2	2	1	6	42	7	1	2439	2	635
14002	2	2	2	1	6	43	6	1	306	3	434
14002	2	2	2	1	6	44	5	1	370	3	351
14002	2	2	2	1	6	45	8	1	379	3	315
14002	2	2	2	1	6	46	2	1	1034	3	309
14002	2	2	2	1	6	47	1	1	433	3	412
14002	2	2	2	1	6	48	4	1	854	3	340
14002	2	2	2	2	1	1	10	0	1989	0	0
14002	2	2	2	2	1	2	5	0	789	0	0
14002	2	2	2	2	1	3	1	1	516	0	0
14002	2	2	2	2	1	4	7	1	380	0	0
14002	2	2	2	2	1	5	2	1	783	0	0
14002	2	2	2	2	1	6	4	1	324	0	0
14002	2	2	2	2	1	7	8	0	549	0	0
14002	2	2	2	2	1	8	9	1	405	0	0
14002	2	2	2	2	1	9	6	0	446	0	0
14002	2	2	2	2	1	10	3	0	487	0	0
14002	2	2	2	2	2	11	9	1	353	0	0
14002	2	2	2	2	2	12	4	1	312	0	0
14002	2	2	2	2	2	13	8	1	719	0	0
14002	2	2	2	2	2	14	5	0	262	0	0
14002	2	2	2	2	2	15	2	1	298	0	0
14002	2	2	2	2	2	16	1	1	398	0	0
14002	2	2	2	2	2	17	10	0	357	0	0
14002	2	2	2	2	2	18	3	1	1644	0	0
14002	2	2	2	2	2	19	6	0	343	0	0
14002	2	2	2	2	2	20	7	1	338	0	0
14002	2	2	2	2	3	21	9	1	479	0	0
14002	2	2	2	2	3	22	4	1	382	0	0
14002	2	2	2	2	3	23	7	1	522	0	0
14002	2	2	2	2	3	24	10	0	313	0	0
14002	2	2	2	2	3	25	8	0	385	0	0
14002	2	2	2	2	3	26	5	0	308	0	0
14002	2	2	2	2	3	27	2	1	280	0	0
14002	2	2	2	2	3	28	1	1	1271	0	0
14002	2	2	2	2	3	29	6	0	1591	0	0
14002	2	2	2	2	3	30	3	0	1422	0	0
14002	2	2	2	2	4	31	9	1	403	0	0
14002	2	2	2	2	4	32	4	1	890	0	0
14002	2	2	2	2	4	33	8	0	468	0	0
14002	2	2	2	2	4	34	7	1	296	0	0
14002	2	2	2	2	4	35	3	0	932	0	0
14002	2	2	2	2	4	36	5	0	742	0	0
14002	2	2	2	2	4	37	2	1	586	0	0
14002	2	2	2	2	4	38	6	0	463	0	0
14002	2	2	2	2	4	39	1	1	2835	0	0
14002	2	2	2	2	4	40	10	0	363	0	0
14002	2	2	2	2	5	41	5	0	330	0	0
14002	2	2	2	2	5	42	4	1	308	0	0
14002	2	2	2	2	5	43	7	1	408	0	0
14002	2	2	2	2	5	44	9	1	274	0	0
14002	2	2	2	2	5	45	8	0	376	0	0
14002	2	2	2	2	5	46	6	0	402	0	0
14002	2	2	2	2	5	47	1	1	1161	0	0
14002	2	2	2	2	5	48	3	0	944	0	0
14002	2	2	2	2	5	49	2	1	1549	0	0
14002	2	2	2	2	5	50	10	0	372	0	0
14002	2	2	2	2	6	51	6	0	606	0	0
14002	2	2	2	2	6	52	2	1	583	0	0
14002	2	2	2	2	6	53	5	0	484	0	0
14002	2	2	2	2	6	54	1	1	430	0	0
14002	2	2	2	2	6	55	9	1	417	0	0
14002	2	2	2	2	6	56	3	0	718	0	0
14002	2	2	2	2	6	57	8	0	405	0	0
14002	2	2	2	2	6	58	4	1	559	0	0
14002	2	2	2	2	6	59	7	1	334	0	0
14002	2	2	2	2	6	60	10	0	503	0	0
14002	2	2	2	2	7	61	2	1	1459	0	0
14002	2	2	2	2	7	62	8	0	528	0	0
14002	2	2	2	2	7	63	4	1	1538	0	0
14002	2	2	2	2	7	64	10	0	295	0	0
14002	2	2	2	2	7	65	3	0	688	0	0
14002	2	2	2	2	7	66	1	1	442	0	0
14002	2	2	2	2	7	67	7	1	681	0	0
14002	2	2	2	2	7	68	9	1	1608	0	0
14002	2	2	2	2	7	69	5	0	954	0	0
14002	2	2	2	2	7	70	6	0	729	0	0
14002	2	2	2	2	8	71	9	1	1283	0	0
14002	2	2	2	2	8	72	2	1	1267	0	0
14002	2	2	2	2	8	73	7	1	583	0	0
14002	2	2	2	2	8	74	4	1	532	0	0
14002	2	2	2	2	8	75	5	0	397	0	0
14002	2	2	2	2	8	76	6	0	980	0	0
14002	2	2	2	2	8	77	3	0	345	0	0
14002	2	2	2	2	8	78	1	1	421	0	0
14002	2	2	2	2	8	79	8	0	377	0	0
14002	2	2	2	2	8	80	10	0	682	0	0
14002	2	2	2	2	9	81	3	0	588	0	0
14002	2	2	2	2	9	82	9	0	1289	0	0
14002	2	2	2	2	9	83	4	1	139	0	0
14002	2	2	2	2	9	84	7	1	398	0	0
14002	2	2	2	2	9	85	6	0	454	0	0
14002	2	2	2	2	9	86	8	0	935	0	0
14002	2	2	2	2	9	87	1	0	681	0	0
14002	2	2	2	2	9	88	10	0	321	0	0
14002	2	2	2	2	9	89	5	0	423	0	0
14002	2	2	2	2	9	90	2	1	403	0	0
14002	2	2	2	2	10	91	6	0	354	0	0
14002	2	2	2	2	10	92	1	1	233	0	0
14002	2	2	2	2	10	93	7	1	608	0	0
14002	2	2	2	2	10	94	8	0	498	0	0
14002	2	2	2	2	10	95	4	1	910	0	0
14002	2	2	2	2	10	96	2	1	587	0	0
14002	2	2	2	2	10	97	10	0	1367	0	0
14002	2	2	2	2	10	98	9	1	609	0	0
14002	2	2	2	2	10	99	3	0	291	0	0
14002	2	2	2	2	10	100	5	0	652	0	0
14002	2	2	2	2	11	101	4	1	646	0	0
14002	2	2	2	2	11	102	7	1	3184	0	0
14002	2	2	2	2	11	103	1	1	390	0	0
14002	2	2	2	2	11	104	6	0	273	0	0
14002	2	2	2	2	11	105	10	0	344	0	0
14002	2	2	2	2	11	106	3	0	421	0	0
14002	2	2	2	2	11	107	9	1	705	0	0
14002	2	2	2	2	11	108	5	0	414	0	0
14002	2	2	2	2	11	109	8	0	391	0	0
14002	2	2	2	2	11	110	2	1	630	0	0
14002	2	2	2	2	12	111	1	1	754	0	0
14002	2	2	2	2	12	112	10	0	2050	0	0
14002	2	2	2	2	12	113	9	1	428	0	0
14002	2	2	2	2	12	114	3	0	1080	0	0
14002	2	2	2	2	12	115	7	1	687	0	0
14002	2	2	2	2	12	116	2	1	665	0	0
14002	2	2	2	2	12	117	4	1	470	0	0
14002	2	2	2	2	12	118	6	0	754	0	0
14002	2	2	2	2	12	119	5	0	440	0	0
14002	2	2	2	2	12	120	8	0	896	0	0
14002	2	2	2	2	13	121	1	1	362	0	0
14002	2	2	2	2	13	122	5	0	1097	0	0
14002	2	2	2	2	13	123	4	1	877	0	0
14002	2	2	2	2	13	124	9	1	548	0	0
14002	2	2	2	2	13	125	10	0	480	0	0
14002	2	2	2	2	13	126	2	1	384	0	0
14002	2	2	2	2	13	127	3	0	580	0	0
14002	2	2	2	2	13	128	8	0	953	0	0
14002	2	2	2	2	13	129	6	0	575	0	0
14002	2	2	2	2	13	130	7	1	537	0	0
14003	2	3	1	1	1	1	5	0	3520	3	3283
14003	2	3	1	1	1	2	4	0	1823	3	1925
14003	2	3	1	1	1	3	7	0	1328	3	3657
14003	2	3	1	1	1	4	8	0	534	3	1128
14003	2	3	1	1	1	5	2	0	242	3	935
14003	2	3	1	1	1	6	6	0	2225	3	647
14003	2	3	1	1	1	7	1	1	4803	2	795
14003	2	3	1	1	1	8	3	0	514	3	1797
14003	2	3	1	1	2	9	6	0	1476	2	728
14003	2	3	1	1	2	10	2	1	122	3	1116
14003	2	3	1	1	2	11	5	1	391	3	630
14003	2	3	1	1	2	12	4	1	3451	3	609
14003	2	3	1	1	2	13	7	0	984	2	952
14003	2	3	1	1	2	14	1	1	1322	3	3244
14003	2	3	1	1	2	15	3	0	1929	2	715
14003	2	3	1	1	2	16	8	1	334	3	592
14003	2	3	1	1	3	17	5	1	600	3	519
14003	2	3	1	1	3	18	6	0	34	3	712
14003	2	3	1	1	3	19	8	1	1266	2	407
14003	2	3	1	1	3	20	7	1	4277	2	810
14003	2	3	1	1	3	21	3	1	2408	3	399
14003	2	3	1	1	3	22	4	1	439	3	428
14003	2	3	1	1	3	23	2	0	1330	2	1052
14003	2	3	1	1	3	24	1	1	4760	2	482
14003	2	3	1	1	4	25	3	1	77	2	465
14003	2	3	1	1	4	26	1	0	2870	2	698
14003	2	3	1	1	4	27	7	1	2670	2	826
14003	2	3	1	1	4	28	5	0	2880	3	572
14003	2	3	1	1	4	29	4	1	4420	3	507
14003	2	3	1	1	4	30	8	1	1926	2	361
14003	2	3	1	1	4	31	6	1	457	2	350
14003	2	3	1	1	4	32	2	1	3126	3	384
14003	2	3	1	1	5	33	1	1	424	3	518
14003	2	3	1	1	5	34	4	1	321	3	412
14003	2	3	1	1	5	35	6	0	786	2	458
14003	2	3	1	1	5	36	3	1	367	3	376
14003	2	3	1	1	5	37	2	1	2520	3	346
14003	2	3	1	1	5	38	5	1	323	3	333
14003	2	3	1	1	5	39	8	1	639	2	332
14003	2	3	1	1	5	40	7	1	182	3	470
14003	2	3	1	1	6	41	4	1	3466	3	327
14003	2	3	1	1	6	42	5	1	217	2	527
14003	2	3	1	1	6	43	6	1	633	2	271
14003	2	3	1	1	6	44	2	0	4068	2	641
14003	2	3	1	1	6	45	3	0	447	2	348
14003	2	3	1	1	6	46	1	1	301	3	640
14003	2	3	1	1	6	47	8	1	1094	2	449
14003	2	3	1	1	6	48	7	1	334	3	344
14003	2	3	1	2	1	1	8	1	7492	0	0
14003	2	3	1	2	1	2	1	1	2832	0	0
14003	2	3	1	2	1	3	5	0	270	0	0
14003	2	3	1	2	1	4	9	0	450	0	0
14003	2	3	1	2	1	5	2	1	239	0	0
14003	2	3	1	2	1	6	10	0	1404	0	0
14003	2	3	1	2	1	7	3	0	3148	0	0
14003	2	3	1	2	1	8	4	1	1557	0	0
14003	2	3	1	2	1	9	7	0	2485	0	0
14003	2	3	1	2	1	10	6	1	1321	0	0
14003	2	3	1	2	2	11	1	1	588	0	0
14003	2	3	1	2	2	12	9	1	500	0	0
14003	2	3	1	2	2	13	5	0	527	0	0
14003	2	3	1	2	2	14	3	0	2480	0	0
14003	2	3	1	2	2	15	2	0	5988	0	0
14003	2	3	1	2	2	16	7	0	269	0	0
14003	2	3	1	2	2	17	10	1	234	0	0
14003	2	3	1	2	2	18	6	0	4078	0	0
14003	2	3	1	2	2	19	4	1	1259	0	0
14003	2	3	1	2	2	20	8	0	584	0	0
14003	2	3	1	2	3	21	9	1	2552	0	0
14003	2	3	1	2	3	22	3	1	233	0	0
14003	2	3	1	2	3	23	10	0	806	0	0
14003	2	3	1	2	3	24	8	0	261	0	0
14003	2	3	1	2	3	25	1	1	298	0	0
14003	2	3	1	2	3	26	5	0	1421	0	0
14003	2	3	1	2	3	27	6	0	244	0	0
14003	2	3	1	2	3	28	2	1	1489	0	0
14003	2	3	1	2	3	29	7	1	2780	0	0
14003	2	3	1	2	3	30	4	1	284	0	0
14003	2	3	1	2	4	31	9	0	288	0	0
14003	2	3	1	2	4	32	1	1	284	0	0
14003	2	3	1	2	4	33	6	1	335	0	0
14003	2	3	1	2	4	34	10	1	241	0	0
14003	2	3	1	2	4	35	3	1	271	0	0
14003	2	3	1	2	4	36	8	0	187	0	0
14003	2	3	1	2	4	37	4	1	322	0	0
14003	2	3	1	2	4	38	7	0	1765	0	0
14003	2	3	1	2	4	39	2	1	237	0	0
14003	2	3	1	2	4	40	5	0	347	0	0
14003	2	3	1	2	5	41	2	1	764	0	0
14003	2	3	1	2	5	42	5	0	276	0	0
14003	2	3	1	2	5	43	6	1	248	0	0
14003	2	3	1	2	5	44	1	1	310	0	0
14003	2	3	1	2	5	45	8	0	337	0	0
14003	2	3	1	2	5	46	10	1	419	0	0
14003	2	3	1	2	5	47	7	0	185	0	0
14003	2	3	1	2	5	48	4	1	352	0	0
14003	2	3	1	2	5	49	9	0	233	0	0
14003	2	3	1	2	5	50	3	1	199	0	0
14003	2	3	1	2	6	51	10	1	1006	0	0
14003	2	3	1	2	6	52	8	0	893	0	0
14003	2	3	1	2	6	53	5	0	240	0	0
14003	2	3	1	2	6	54	6	0	310	0	0
14003	2	3	1	2	6	55	2	1	49	0	0
14003	2	3	1	2	6	56	7	0	245	0	0
14003	2	3	1	2	6	57	3	1	1178	0	0
14003	2	3	1	2	6	58	4	1	1178	0	0
14003	2	3	1	2	6	59	9	0	82	0	0
14003	2	3	1	2	6	60	1	1	510	0	0
14003	2	3	1	2	7	61	4	1	249	0	0
14003	2	3	1	2	7	62	3	1	285	0	0
14003	2	3	1	2	7	63	9	0	337	0	0
14003	2	3	1	2	7	64	8	0	1715	0	0
14003	2	3	1	2	7	65	5	0	301	0	0
14003	2	3	1	2	7	66	1	1	496	0	0
14003	2	3	1	2	7	67	2	1	324	0	0
14003	2	3	1	2	7	68	10	1	341	0	0
14003	2	3	1	2	7	69	6	1	215	0	0
14003	2	3	1	2	7	70	7	0	269	0	0
14003	2	3	1	2	8	71	3	1	386	0	0
14003	2	3	1	2	8	72	2	1	1274	0	0
14003	2	3	1	2	8	73	8	0	2309	0	0
14003	2	3	1	2	8	74	5	0	1312	0	0
14003	2	3	1	2	8	75	1	1	483	0	0
14003	2	3	1	2	8	76	10	1	303	0	0
14003	2	3	1	2	8	77	6	1	202	0	0
14003	2	3	1	2	8	78	9	0	273	0	0
14003	2	3	1	2	8	79	7	0	325	0	0
14003	2	3	1	2	8	80	4	1	335	0	0
14003	2	3	1	2	9	81	1	1	257	0	0
14003	2	3	1	2	9	82	8	0	254	0	0
14003	2	3	1	2	9	83	2	1	347	0	0
14003	2	3	1	2	9	84	6	0	636	0	0
14003	2	3	1	2	9	85	4	1	218	0	0
14003	2	3	1	2	9	86	5	0	256	0	0
14003	2	3	1	2	9	87	7	1	629	0	0
14003	2	3	1	2	9	88	9	0	2322	0	0
14003	2	3	1	2	9	89	3	1	509	0	0
14003	2	3	1	2	9	90	10	1	1064	0	0
14003	2	3	1	2	10	91	5	0	1677	0	0
14003	2	3	1	2	10	92	6	0	2697	0	0
14003	2	3	1	2	10	93	2	1	1676	0	0
14003	2	3	1	2	10	94	9	0	273	0	0
14003	2	3	1	2	10	95	7	0	245	0	0
14003	2	3	1	2	10	96	1	1	178	0	0
14003	2	3	1	2	10	97	4	0	514	0	0
14003	2	3	1	2	10	98	8	1	292	0	0
14003	2	3	1	2	10	99	3	1	208	0	0
14003	2	3	1	2	10	100	10	1	223	0	0
14003	2	3	1	2	11	101	3	1	285	0	0
14003	2	3	1	2	11	102	2	1	225	0	0
14003	2	3	1	2	11	103	4	1	367	0	0
14003	2	3	1	2	11	104	5	0	320	0	0
14003	2	3	1	2	11	105	10	1	337	0	0
14003	2	3	1	2	11	106	9	0	763	0	0
14003	2	3	1	2	11	107	6	0	1084	0	0
14003	2	3	1	2	11	108	1	1	2880	0	0
14003	2	3	1	2	11	109	8	0	1100	0	0
14003	2	3	1	2	11	110	7	0	295	0	0
14003	2	3	1	2	12	111	8	0	2065	0	0
14003	2	3	1	2	12	112	2	1	334	0	0
14003	2	3	1	2	12	113	7	0	304	0	0
14003	2	3	1	2	12	114	10	1	291	0	0
14003	2	3	1	2	12	115	1	1	271	0	0
14003	2	3	1	2	12	116	6	0	323	0	0
14003	2	3	1	2	12	117	5	0	261	0	0
14003	2	3	1	2	12	118	9	0	217	0	0
14003	2	3	1	2	12	119	4	1	272	0	0
14003	2	3	1	2	12	120	3	1	244	0	0
14003	2	3	1	2	13	121	6	0	225	0	0
14003	2	3	1	2	13	122	3	1	328	0	0
14003	2	3	1	2	13	123	9	0	225	0	0
14003	2	3	1	2	13	124	1	0	279	0	0
14003	2	3	1	2	13	125	4	1	267	0	0
14003	2	3	1	2	13	126	7	0	247	0	0
14003	2	3	1	2	13	127	8	0	205	0	0
14003	2	3	1	2	13	128	10	1	244	0	0
14003	2	3	1	2	13	129	5	0	225	0	0
14003	2	3	1	2	13	130	2	1	223	0	0
14004	2	4	2	1	1	1	8	0	4345	2	4581
14004	2	4	2	1	1	2	2	1	1996	3	2064
14004	2	4	2	1	1	3	4	0	1125	1	2690
14004	2	4	2	1	1	4	7	1	4301	2	1232
14004	2	4	2	1	1	5	1	1	2358	3	4026
14004	2	4	2	1	1	6	6	0	1267	3	1302
14004	2	4	2	1	1	7	5	0	3419	3	1821
14004	2	4	2	1	1	8	3	1	1673	3	2397
14004	2	4	2	1	2	9	7	0	1149	1	6013
14004	2	4	2	1	2	10	1	0	5171	1	1022
14004	2	4	2	1	2	11	2	0	1499	3	4196
14004	2	4	2	1	2	12	6	0	5740	2	2711
14004	2	4	2	1	2	13	8	0	1782	3	2143
14004	2	4	2	1	2	14	5	1	2597	2	3248
14004	2	4	2	1	2	15	3	0	4763	3	1530
14004	2	4	2	1	2	16	4	0	783	2	1136
14004	2	4	2	1	3	17	3	1	946	1	1642
14004	2	4	2	1	3	18	7	0	5801	2	1122
