"cond"	"subj"	"cbal"	"sex"	"age"	"course"	"year"	"phase"	"block"	"trial"	"stim"	"rein"	"score"	"totresp"	"numlost"	"itiresp"	"resp"
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	1	"EF"	0	253	2401	118	0	24
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	2	"EF"	0	253	2434	118	2	31
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	1	"F"	0	253	2435	118	1	0
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	2	"E"	0	253	2435	118	0	0
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	3	"EF"	0	253	2468	118	0	33
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	4	"F"	0	253	2470	118	2	0
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	5	"F"	0	253	2470	118	0	0
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	6	"E"	0	253	2470	118	0	0
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	7	"EF"	0	253	2507	118	0	37
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	8	"E"	0	253	2509	118	2	0
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	9	"EF"	0	253	2543	118	0	34
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	10	"E"	0	253	2546	118	3	0
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	11	"EF"	0	253	2586	118	0	40
"PP"	28	5	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	12	"F"	0	253	2587	118	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	1	"Z"	1	3	11	0	0	11
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	2	"Y"	0	2	23	1	1	11
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	1	"Y"	0	2	24	1	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	2	"Z"	1	4	38	1	0	14
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	1	"Z"	1	5	55	2	1	16
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	2	"Y"	0	5	55	2	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	1	"Z"	1	6	75	3	0	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	2	"Y"	0	6	77	3	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	1	"Y"	0	6	77	3	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	2	"Z"	1	8	96	4	0	19
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	1	"AB"	0	0	15	0	0	15
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	2	"A"	1	4	31	0	0	16
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	3	"B"	1	7	49	1	2	16
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	4	"CD"	1	11	70	2	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	5	"CD"	1	17	95	3	1	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	6	"C"	0	16	104	4	1	8
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	7	"CD"	1	24	128	5	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	8	"AB"	0	24	130	5	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	9	"AB"	0	24	130	5	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	10	"B"	1	31	154	6	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	11	"A"	1	36	180	8	1	25
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	12	"C"	0	36	182	8	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	13	"AB"	0	36	185	8	0	3
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	14	"B"	1	43	208	9	0	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	15	"CD"	1	49	232	10	1	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	16	"A"	1	53	251	11	1	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	17	"CD"	1	54	254	11	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	18	"CD"	1	61	278	12	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	19	"D"	0	61	279	12	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	20	"CD"	1	68	306	14	0	27
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	21	"A"	1	72	326	15	2	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	22	"AB"	0	72	329	15	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	23	"D"	0	72	329	15	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	24	"D"	0	72	329	15	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	25	"AB"	0	72	330	15	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	26	"B"	1	79	354	16	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	27	"CD"	1	85	381	18	1	26
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	28	"AB"	0	85	382	18	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	29	"C"	0	85	382	18	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	30	"C"	0	85	382	18	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	31	"AB"	0	85	382	18	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	32	"D"	0	85	382	18	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	1	"AB"	0	85	382	18	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	2	"D"	0	85	382	18	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	3	"C"	0	85	383	18	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	4	"D"	0	85	383	18	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	5	"CD"	1	88	409	19	0	26
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	6	"CD"	1	92	435	20	1	25
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	7	"A"	1	95	461	22	2	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	8	"CD"	1	99	487	23	1	25
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	9	"AB"	0	99	488	23	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	10	"B"	1	103	512	24	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	11	"A"	1	106	535	25	2	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	12	"AB"	0	106	538	25	2	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	13	"CD"	1	109	563	27	0	25
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	14	"CD"	1	112	588	28	1	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	15	"C"	0	112	589	28	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	16	"C"	0	112	589	28	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	17	"B"	1	115	613	29	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	18	"B"	1	118	637	30	1	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	19	"D"	0	118	639	30	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	20	"AB"	0	117	640	31	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	21	"CD"	1	121	664	32	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	22	"AB"	0	121	667	32	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	23	"A"	1	124	689	33	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1b"	7	24	"AB"	0	124	690	33	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	1	"D"	0	124	690	33	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	2	"D"	0	124	691	33	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	3	"CD"	1	124	700	34	0	9
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	4	"AB"	0	124	702	34	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	5	"AB"	0	124	703	34	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	6	"CD"	1	126	728	35	0	25
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	7	"C"	0	126	730	35	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	8	"B"	1	127	751	36	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	9	"CD"	1	129	775	37	1	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	10	"AB"	0	129	777	37	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	11	"A"	1	131	798	38	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	12	"B"	1	132	821	40	1	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	13	"A"	1	133	843	41	1	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	14	"AB"	0	133	846	41	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	15	"C"	0	133	847	41	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	8	16	"CD"	1	135	871	42	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	1	"B"	1	137	893	43	1	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	2	"C"	0	137	895	43	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	3	"D"	0	137	898	43	0	3
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	4	"CD"	1	138	921	45	0	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	5	"A"	1	140	940	46	1	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	6	"D"	0	140	943	46	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	7	"AB"	0	140	943	46	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	8	"CD"	1	141	965	47	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	9	"AB"	0	141	967	47	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	10	"C"	0	141	967	47	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	11	"CD"	1	142	988	48	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	12	"B"	1	143	1005	49	1	16
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	13	"A"	1	144	1026	50	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	14	"CD"	1	146	1048	51	1	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	15	"AB"	0	146	1050	51	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	9	16	"AB"	0	146	1050	51	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	1	"D"	0	146	1050	51	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	2	"CD"	1	148	1074	52	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	3	"AB"	0	148	1075	52	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	4	"CD"	1	150	1097	53	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	5	"B"	1	151	1116	54	1	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	6	"AB"	0	151	1117	54	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	7	"D"	0	150	1124	55	0	7
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	8	"A"	1	151	1144	56	0	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	9	"AB"	0	151	1146	56	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	10	"B"	1	153	1167	57	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	11	"CD"	1	155	1187	58	1	19
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	12	"A"	1	156	1206	59	1	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	13	"C"	0	156	1209	59	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	14	"CD"	1	157	1229	60	0	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	15	"C"	0	157	1232	60	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	10	16	"AB"	0	157	1233	60	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	1	"D"	0	157	1233	60	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	2	"CD"	1	158	1254	61	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	3	"B"	1	160	1275	62	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	4	"B"	1	162	1296	63	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	5	"CD"	1	163	1317	64	2	19
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	6	"CD"	1	164	1338	65	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	7	"AB"	0	163	1340	66	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	8	"A"	1	165	1361	67	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	9	"C"	0	165	1364	67	2	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	10	"AB"	0	165	1365	67	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	11	"AB"	0	165	1365	67	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	12	"D"	0	165	1365	67	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	13	"C"	0	165	1366	67	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	14	"CD"	1	167	1389	68	0	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	15	"B"	1	169	1409	69	2	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	16	"AB"	0	169	1410	69	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	17	"A"	1	170	1430	70	0	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	18	"CD"	1	172	1451	71	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	19	"A"	1	173	1470	72	1	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	20	"C"	0	173	1472	72	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	21	"D"	0	173	1472	72	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	22	"AB"	0	173	1473	72	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	23	"CD"	1	174	1495	73	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"1c"	11	24	"AB"	0	174	1496	73	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	1	"D"	0	174	1496	73	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	2	"D"	0	174	1496	73	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	3	"F"	1	174	1508	74	0	12
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	4	"A"	1	176	1530	75	2	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	5	"CD"	1	177	1552	76	2	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	6	"B"	1	178	1571	77	1	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	7	"B"	1	179	1593	78	2	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	8	"C"	0	179	1594	78	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	9	"D"	0	179	1594	78	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	10	"E"	1	180	1611	79	0	17
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	11	"E"	1	182	1633	80	2	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	12	"D"	0	182	1634	80	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	13	"C"	0	182	1635	80	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	14	"C"	0	182	1635	80	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	15	"F"	1	184	1656	81	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	16	"F"	1	186	1678	82	2	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	17	"C"	0	185	1680	83	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	18	"D"	0	185	1680	83	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	19	"C"	0	185	1680	83	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	20	"F"	1	188	1699	83	0	19
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	21	"A"	1	188	1722	85	2	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	22	"F"	1	189	1742	86	2	18
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	23	"F"	1	190	1766	87	1	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	24	"C"	0	190	1767	87	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	25	"CD"	1	191	1786	88	0	19
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	26	"D"	0	191	1788	88	1	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	27	"E"	1	192	1807	89	0	19
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	28	"D"	0	192	1809	89	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	29	"CD"	1	194	1831	90	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	30	"E"	1	195	1852	91	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	31	"C"	0	195	1853	91	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	32	"AB"	0	195	1857	91	0	4
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	33	"AB"	0	195	1857	91	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	34	"E"	1	197	1879	92	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	35	"AB"	0	196	1882	93	3	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	36	"D"	0	196	1882	93	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	37	"E"	1	198	1905	94	1	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"2"	12	38	"C"	0	198	1906	94	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	1	"AB"	0	198	1906	94	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	2	"A"	1	200	1928	95	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	3	"D"	0	200	1929	95	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	4	"B"	1	202	1953	96	0	24
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	5	"F"	1	204	1978	97	2	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	6	"CD"	1	205	2002	99	1	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	7	"C"	0	205	2005	99	1	2
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	8	"E"	1	207	2028	100	0	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	9	"D"	0	207	2029	100	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	10	"AB"	0	207	2029	100	0	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	11	"CD"	1	210	2052	101	0	23
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3a"	13	12	"C"	0	210	2055	101	2	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	1	"EF"	0	210	2074	101	0	19
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3b"	14	2	"EF"	0	210	2092	101	1	17
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	1	"EF"	0	210	2093	101	0	1
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	2	"E"	0	210	2114	101	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	3	"EF"	0	210	2115	101	1	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	4	"E"	0	210	2137	101	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	5	"EF"	0	210	2139	101	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	6	"F"	0	210	2161	101	0	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	7	"F"	0	210	2182	101	1	20
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	8	"EF"	0	210	2184	101	2	0
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	9	"F"	0	210	2205	101	0	21
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	10	"E"	0	210	2229	101	2	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	11	"F"	0	210	2253	101	2	22
"NP"	29	2	"deleted"	"deleted"	"deleted"	"deleted"	"3c"	15	12	"E"	0	210	2276	101	2	21
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	1	"Y"	0	0	2	0	1	1
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	1	2	"Z"	1	7	27	1	0	25
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	1	"Z"	1	9	48	2	2	19
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	2	2	"Y"	0	9	50	2	2	0
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	1	"Z"	1	11	76	3	0	26
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	3	2	"Y"	0	10	80	4	3	1
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	1	"Z"	1	12	97	4	0	17
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	4	2	"Y"	0	11	103	5	3	3
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	1	"Y"	0	11	117	5	0	14
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"practice"	5	2	"Z"	1	12	143	7	3	23
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	1	"D"	0	0	16	0	0	16
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	2	"D"	0	0	36	0	5	15
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	3	"B"	1	5	53	0	3	14
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	4	"AB"	0	4	60	1	4	3
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	5	"B"	1	13	86	2	0	26
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	6	"C"	0	13	94	2	3	5
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	7	"B"	1	19	118	3	0	24
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	8	"AB"	0	18	121	4	2	1
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	9	"D"	0	18	122	4	0	1
"NP"	30	5	"deleted"	"deleted"	"deleted"	"deleted"	"1a"	6	10	"CD"	1	22	135	4	0	13
