"date","subj","keyb","phase","sess","trial","snum","stim","vtft","ftpks","pk1acc","totpks","pos1rt","neg1rt","fc","pz1","pz2","pz3","lsess"
"2006-06-30","Io","right",1,1,38,6,"S0010",2,0,"+",1,6811,10031,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,39,3,"S2000",2,0,"*",1,2337,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,40,1,"S0002",3,0,"*",3,1600,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,41,6,"S0010",2,0,"*",1,-1,4674,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,42,5,"S0001",3,0,"*",2,4633,1371,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,43,3,"S2000",3,0,"*",1,10499,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,44,4,"S0200",2,0,"*",1,2766,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,45,7,"S0100",2,0,"+",1,2068,6047,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,46,1,"S0002",3,0,"*",2,2315,5309,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,47,8,"S1000",2,0,"+",1,8613,20856,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,48,2,"S0020",3,0,"+",1,6644,3567,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,49,2,"S0020",3,0,"*",4,1844,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,50,8,"S1000",2,0,"+",1,1556,4898,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,51,4,"S0200",2,0,"+",1,9082,4549,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,52,7,"S0100",3,0,"+",1,1536,15442,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,53,5,"S0001",3,0,"+",1,5924,15152,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,54,1,"S0002",2,0,"*",1,6498,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,55,3,"S2000",3,0,"*",2,2847,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,56,6,"S0010",3,0,"+",1,1351,8921,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,57,7,"S0100",2,0,"+",1,1103,43472,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,58,3,"S2000",2,0,"*",1,5041,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,59,5,"S0001",2,0,"*",1,-1,2396,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,60,6,"S0010",3,0,"+",1,1761,10992,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,61,2,"S0020",2,0,"*",2,1104,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,62,4,"S0200",2,0,"*",1,7503,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,63,8,"S1000",3,0,"*",1,-1,3342,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,64,1,"S0002",3,0,"+",1,6910,5106,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,65,2,"S0020",3,0,"*",2,2067,3588,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,66,5,"S0001",2,0,"+",1,1042,4979,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,67,6,"S0010",3,0,"*",1,-1,6110,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,68,4,"S0200",3,0,"+",1,10189,4139,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,69,3,"S2000",3,0,"*",4,1657,4469,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,70,7,"S0100",2,0,"+",1,2826,5144,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,71,1,"S0002",2,0,"*",2,1821,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,72,8,"S1000",3,0,"+",1,3691,6193,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,73,4,"S0200",2,0,"+",1,9081,2252,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,74,7,"S0100",3,0,"+",1,2005,12653,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,75,2,"S0020",3,0,"*",3,2334,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,76,6,"S0010",2,0,"+",1,11009,33936,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,77,3,"S2000",3,0,"*",1,9371,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,78,1,"S0002",2,0,"*",1,2170,-1,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,79,8,"S1000",2,0,"+",1,1657,23395,"",-1,-1,-1,1
"2006-06-30","Io","right",1,1,80,5,"S0001",3,0,"+",1,6110,14806,"",-1,-1,-1,1
"2006-07-03","Io","right",1,2,1,3,"S2000",3,0,"+",1,13283,10691,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,2,6,"S0010",3,0,"+",1,3612,8842,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,3,4,"S0200",2,0,"*",2,1864,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,4,2,"S0020",2,0,"*",1,2991,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,5,8,"S0100",2,0,"+",1,3403,8182,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,6,1,"S0002",2,0,"*",1,2746,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,7,5,"S0001",2,0,"+",1,1844,8489,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,8,7,"S1000",3,0,"+",1,1885,6029,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,9,2,"S0020",2,0,"*",2,1680,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,10,3,"S2000",2,0,"*",2,1742,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,11,5,"S0001",2,0,"+",1,1597,15195,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,12,1,"S0002",2,0,"*",2,2007,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,13,7,"S1000",2,0,"+",1,920,6663,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,14,4,"S0200",3,0,"*",2,2110,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,15,8,"S0100",2,0,"+",1,3157,7176,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,16,6,"S0010",2,0,"+",1,3177,10908,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,17,4,"S0200",2,0,"*",1,3094,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,18,6,"S0010",3,0,"+",1,1659,4940,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,19,5,"S0001",3,0,"*",1,-1,3730,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,20,2,"S0020",2,0,"*",2,1885,4222,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,21,1,"S0002",2,0,"*",1,3137,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,22,7,"S1000",2,0,"+",1,1474,5166,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,23,8,"S0100",2,0,"+",1,1454,15481,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,24,3,"S2000",2,0,"*",2,1084,4202,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,25,4,"S0200",3,0,"+",1,13410,4612,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,26,6,"S0010",2,0,"*",1,-1,4592,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,27,8,"S0100",2,0,"+",1,1639,4879,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,28,1,"S0002",3,0,"*",3,1885,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,29,2,"S0020",3,0,"*",2,2869,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,30,5,"S0001",3,0,"+",1,1291,9084,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,31,3,"S2000",3,0,"*",1,8959,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,32,7,"S1000",2,0,"*",2,-1,1845,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,33,1,"S0002",3,0,"+",1,3935,2089,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,34,8,"S0100",2,0,"+",1,1947,4633,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,35,2,"S0020",2,0,"*",4,1309,4344,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,36,6,"S0010",2,0,"+",1,1641,5458,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,37,7,"S1000",3,0,"+",1,2499,5432,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,38,3,"S2000",2,0,"+",1,12650,3298,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,39,4,"S0200",3,1,"*",3,1002,3668,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,40,5,"S0001",3,0,"+",1,8201,11134,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,41,8,"S1000",2,0,"+",1,1986,53585,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,42,4,"S0200",3,0,"*",3,1804,4450,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,43,1,"S0002",3,0,"+",1,4059,1352,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,44,7,"S0100",2,0,"+",1,1781,5698,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,45,3,"S2000",3,0,"*",3,1925,4530,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,46,5,"S0001",2,0,"*",1,-1,3504,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,47,6,"S0010",3,0,"*",2,4468,1555,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,48,2,"S0020",2,0,"+",1,6456,3790,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,49,6,"S0010",3,0,"+",1,9658,41835,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,50,2,"S0020",3,0,"*",1,3772,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,51,5,"S0001",2,0,"+",1,2437,5718,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,52,3,"S2000",3,0,"*",3,1472,5174,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,53,8,"S1000",2,0,"+",1,5431,13880,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,54,4,"S0200",2,0,"*",3,1349,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,55,1,"S0002",3,0,"+",1,7214,3687,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,56,7,"S0100",2,0,"*",2,-1,1575,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,57,2,"S0020",2,0,"*",1,2252,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,58,6,"S0010",3,0,"+",1,1124,3834,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,59,4,"S0200",2,0,"+",1,19806,4323,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,60,8,"S1000",3,0,"+",1,3075,7689,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,61,3,"S2000",3,0,"*",3,1165,4736,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,62,5,"S0001",3,0,"+",1,2047,11155,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,63,7,"S0100",3,0,"+",1,2950,11440,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,64,1,"S0002",2,0,"+",1,7010,2395,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,65,3,"S2000",3,0,"*",2,1432,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,66,8,"S1000",2,0,"+",1,3339,6006,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,67,2,"S0020",3,0,"*",1,10171,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,68,7,"S0100",2,0,"+",1,2910,5145,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,69,1,"S0002",2,0,"*",1,2641,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,70,6,"S0010",3,0,"+",1,2437,4569,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,71,5,"S0001",3,0,"+",1,2949,4569,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,72,4,"S0200",3,0,"*",2,2724,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,73,5,"S0001",3,0,"+",1,1411,18084,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,74,8,"S1000",2,0,"+",1,1411,4281,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,75,4,"S0200",2,0,"*",1,2539,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,76,3,"S2000",2,0,"*",1,2621,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,77,7,"S0100",2,0,"+",1,1104,18925,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,78,6,"S0010",2,0,"+",1,2662,6764,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,79,2,"S0020",3,0,"*",4,2129,-1,"",-1,-1,-1,2
"2006-07-03","Io","right",1,2,80,1,"S0002",2,0,"*",1,2621,-1,"",-1,-1,-1,2
"2006-07-04","Io","right",1,3,1,8,"S0100",2,0,"*",1,-1,4654,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,2,3,"S2000",3,0,"*",1,3423,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,3,2,"S0020",2,0,"*",3,1453,7790,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,4,5,"S0001",3,0,"+",1,3915,8058,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,5,1,"S0002",3,0,"*",2,1230,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,6,6,"S0010",3,0,"+",1,1577,7114,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,7,7,"S1000",2,0,"+",1,1003,6358,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,8,4,"S0200",3,0,"*",1,9247,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,9,4,"S0200",2,0,"*",3,1393,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,10,8,"S0100",2,0,"*",1,-1,4140,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,11,1,"S0002",2,0,"*",2,1925,5842,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,12,5,"S0001",2,0,"+",1,1516,6808,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,13,6,"S0010",2,0,"+",1,1782,5617,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,14,2,"S0020",3,0,"*",4,1300,6325,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,15,7,"S1000",3,0,"+",1,3095,5904,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,16,3,"S2000",2,0,"+",1,7628,5311,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,17,3,"S2000",3,0,"*",2,2396,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,18,5,"S0001",3,0,"+",1,3545,6540,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,19,7,"S1000",3,0,"+",1,1618,6559,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,20,2,"S0020",3,0,"*",2,1269,6991,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,21,8,"S0100",3,0,"+",1,1865,7094,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,22,4,"S0200",3,0,"+",1,7608,1229,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,23,1,"S0002",3,0,"*",3,1434,5229,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,24,6,"S0010",3,0,"+",1,6663,21348,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,25,6,"S0010",2,0,"+",1,10541,32342,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,26,1,"S0002",2,0,"+",1,7997,4694,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,27,8,"S0100",3,0,"+",1,1310,28423,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,28,4,"S0200",2,0,"*",1,9207,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,29,2,"S0020",3,0,"*",1,3915,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,30,5,"S0001",2,0,"+",1,2151,11011,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,31,7,"S1000",3,0,"+",1,1556,13738,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,32,3,"S2000",2,0,"*",2,1720,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,33,2,"S0020",3,0,"*",1,3669,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,34,8,"S0100",3,0,"+",1,1537,7709,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,35,4,"S0200",3,0,"*",1,5514,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,36,3,"S2000",2,0,"*",3,1372,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,37,6,"S0010",2,0,"+",1,1290,21471,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,38,1,"S0002",2,0,"*",2,1474,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,39,5,"S0001",2,0,"+",1,1816,14513,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,40,7,"S1000",3,0,"+",1,3423,15502,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,41,2,"S0020",3,0,"*",3,1701,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,42,5,"S0001",2,0,"+",1,1618,34166,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,43,7,"S0100",2,0,"+",1,1947,6704,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,44,1,"S0002",2,0,"+",1,19850,5885,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,45,4,"S0200",3,0,"*",2,1392,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,46,6,"S0010",3,0,"+",1,2192,11359,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,47,8,"S1000",3,0,"+",1,2830,31564,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,48,3,"S2000",3,0,"*",3,1844,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,49,6,"S0010",2,0,"+",1,2685,88908,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,50,2,"S0020",2,0,"*",1,3544,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,51,7,"S0100",3,0,"+",1,2253,19809,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,52,3,"S2000",3,0,"+",1,13369,10703,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,53,5,"S0001",2,0,"+",1,3530,7571,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,54,1,"S0002",2,0,"*",1,2868,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,55,8,"S1000",2,0,"*",1,-1,18005,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,56,4,"S0200",3,0,"*",1,3013,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,57,6,"S0010",3,0,"+",1,1125,19114,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,58,2,"S0020",2,0,"*",1,2438,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,59,4,"S0200",2,0,"*",1,2417,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,60,8,"S1000",3,0,"+",1,3096,8653,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,61,1,"S0002",2,0,"+",1,15791,6973,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,62,7,"S0100",2,0,"+",1,1351,8429,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,63,3,"S2000",2,0,"*",1,14498,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,64,5,"S0001",2,0,"+",1,13019,15667,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,65,2,"S0020",3,0,"*",2,2006,8919,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,66,5,"S0001",2,0,"+",1,9843,17471,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,67,1,"S0002",3,0,"*",2,2395,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,68,6,"S0010",3,0,"+",1,2274,17126,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,69,8,"S1000",3,0,"*",1,-1,6377,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,70,3,"S2000",2,0,"*",1,3401,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,71,4,"S0200",3,0,"*",2,2191,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,72,7,"S0100",3,0,"+",1,1986,10747,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,73,1,"S0002",3,0,"+",1,10766,6849,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,74,5,"S0001",3,0,"+",1,1268,4284,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,75,3,"S2000",2,0,"*",2,1986,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,76,2,"S0020",3,0,"*",2,1637,5699,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,77,6,"S0010",2,0,"+",1,3421,7009,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,78,7,"S0100",2,0,"+",1,1555,12957,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,79,4,"S0200",2,0,"*",1,2457,-1,"",-1,-1,-1,3
"2006-07-04","Io","right",1,3,80,8,"S1000",3,0,"+",1,4777,7115,"",-1,-1,-1,3
"2006-07-05","Io","right",1,4,1,5,"S0001",3,0,"*",1,-1,5986,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,2,6,"S0010",3,0,"+",1,1597,5863,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,3,1,"S0002",2,0,"*",1,3854,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,4,7,"S1000",3,0,"+",1,1557,7812,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,5,4,"S0200",3,0,"*",2,1700,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,6,3,"S2000",2,0,"*",2,1556,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,7,8,"S0100",3,0,"+",1,1372,9741,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,8,2,"S0020",2,0,"*",3,1065,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,9,4,"S0200",2,0,"*",2,1659,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,10,7,"S1000",3,0,"+",1,1085,6560,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,11,1,"S0002",3,0,"*",1,4694,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,12,8,"S0100",2,0,"+",1,1620,8146,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,13,5,"S0001",3,0,"+",1,1619,6705,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,14,3,"S2000",3,0,"*",4,1660,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,15,6,"S0010",3,0,"+",1,1310,6315,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,16,2,"S0020",2,0,"*",2,1617,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,17,6,"S0010",2,0,"+",1,1514,8037,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,18,2,"S0020",2,0,"*",1,2500,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,19,8,"S0100",2,0,"+",1,1557,11750,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,20,3,"S2000",2,0,"*",3,1350,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,21,7,"S1000",2,0,"+",1,1126,6746,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,22,5,"S0001",3,0,"+",1,1578,5290,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,23,4,"S0200",3,0,"*",2,2213,4551,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,24,1,"S0002",2,0,"*",4,1125,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,25,8,"S0100",2,0,"+",1,2215,5168,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,26,3,"S2000",2,0,"*",3,1393,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,27,7,"S1000",3,0,"+",1,1187,6151,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,28,1,"S0002",2,0,"*",1,2090,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,29,2,"S0020",3,0,"*",3,1577,5801,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,30,5,"S0001",3,0,"+",1,1577,5801,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,31,4,"S0200",3,0,"*",2,2008,5391,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,32,6,"S0010",3,0,"+",1,1065,5147,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,33,7,"S1000",2,0,"*",1,-1,4715,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,34,3,"S2000",2,0,"*",3,1311,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,35,8,"S0100",2,0,"+",1,1105,5555,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,36,4,"S0200",2,0,"*",3,1291,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,37,6,"S0010",2,0,"+",1,2500,8509,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,38,5,"S0001",3,0,"+",1,2972,6561,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,39,2,"S0020",3,0,"*",3,1290,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,40,1,"S0002",2,0,"*",2,1577,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,41,6,"S0010",2,0,"+",1,1618,4921,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,42,5,"S0001",2,0,"+",1,1065,6335,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,43,1,"S0002",3,0,"*",2,2111,3998,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,44,2,"S0020",2,0,"*",2,1659,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,45,8,"S1000",3,0,"*",1,-1,4859,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,46,4,"S0200",2,0,"*",3,1272,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,47,7,"S0100",3,0,"+",1,1618,6089,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,48,3,"S2000",3,0,"*",1,3340,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,49,5,"S0001",3,0,"+",1,1927,6049,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,50,8,"S1000",3,0,"+",1,2273,6949,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,51,2,"S0020",3,0,"*",3,1330,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,52,6,"S0010",3,0,"+",1,1065,7816,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,53,4,"S0200",2,0,"*",3,1355,-1,"",-1,-1,-1,4
"2006-07-05","Io","right",1,4,54,1,"S0002",3,0,"*",4,1126,-1,"",-1,-1,-1,4
