subj,block,trial,stim,resp,rt
31,1,6,1,A,2887
31,1,7,2,B,1491
31,1,8,8,B,16115
31,1,9,10,B,7044
31,1,10,4,A,37700
31,2,1,1,A,7800
31,2,2,10,B,4768
31,2,3,3,A,12744
31,2,4,4,A,5134
31,2,5,7,B,4323
31,2,6,6,B,9035
31,2,7,2,A,3131
31,2,8,5,A,4043
31,2,9,8,B,6084
31,2,10,9,B,5088
31,3,1,9,B,53857
31,3,2,7,B,3252
31,3,3,4,A,3089
31,3,4,1,A,5606
31,3,5,5,A,16179
31,3,6,6,B,6479
31,3,7,3,A,10283
31,3,8,2,A,3408
31,3,9,8,B,10716
31,3,10,10,B,4365
31,4,1,1,A,13786
31,4,2,7,B,2616
31,4,3,4,A,4127
31,4,4,2,A,5289
31,4,5,10,B,3885
31,4,6,3,A,6718
31,4,7,8,B,11236
31,4,8,5,A,7041
31,4,9,9,B,10908
31,4,10,6,B,5806
31,5,1,8,B,16943
31,5,2,9,B,5321
31,5,3,5,A,3604
31,5,4,6,B,3047
31,5,5,2,A,3814
31,5,6,7,B,3407
31,5,7,3,A,4047
31,5,8,4,A,19501
31,5,9,1,A,4364
31,5,10,10,B,5610
31,6,1,5,A,8000
31,6,2,10,B,2653
31,6,3,6,B,1864
31,6,4,4,A,2891
31,6,5,8,B,30487
31,6,6,1,A,4243
31,6,7,9,B,4490
31,6,8,2,B,80782
31,6,9,7,B,5441
31,6,10,3,A,6641
31,7,1,1,A,5812
31,7,2,6,B,2974
31,7,3,4,A,3253
31,7,4,8,B,2651
31,7,5,3,A,6321
31,7,6,10,B,3046
31,7,7,2,A,5329
31,7,8,9,B,7086
31,7,9,7,B,18294
31,7,10,5,A,4848
31,8,1,10,B,20891
31,8,2,2,A,3375
31,8,3,1,A,2696
31,8,4,3,A,3248
31,8,5,9,B,3602
31,8,6,8,B,4963
31,8,7,7,B,6444
31,8,8,5,A,5685
31,8,9,4,A,6807
31,8,10,6,B,3207
32,1,1,10,B,7361
32,1,2,7,A,2092
32,1,3,9,B,2017
32,1,4,5,A,1096
32,1,5,6,B,1054
32,1,6,8,B,1058
32,1,7,3,A,2567
32,1,8,2,A,5763
32,1,9,1,A,1377
32,1,10,4,A,3566
32,2,1,10,A,12513
32,2,2,6,B,1659
32,2,3,5,B,2810
32,2,4,7,B,898
32,2,5,1,A,776
32,2,6,9,B,850
32,2,7,4,A,854
32,2,8,3,A,940
32,2,9,8,B,809
32,2,10,2,A,872
32,3,1,4,A,3093
32,3,2,5,B,2575
32,3,3,6,B,781
32,3,4,9,B,816
32,3,5,8,B,1694
32,3,6,10,A,4526
32,3,7,7,B,696
32,3,8,3,A,693
32,3,9,1,A,1491
32,3,10,2,A,1099
32,4,1,10,A,3900
32,4,2,7,B,894
32,4,3,9,B,1022
32,4,4,8,B,810
32,4,5,1,A,612
32,4,6,3,A,574
32,4,7,5,B,671
32,4,8,6,B,891
32,4,9,2,A,621
32,4,10,4,A,1009
32,5,1,10,B,4814
32,5,2,3,A,1210
32,5,3,2,A,1858
32,5,4,8,B,770
32,5,5,6,B,976
32,5,6,7,B,773
32,5,7,5,B,1059
32,5,8,4,A,892
32,5,9,9,B,782
32,5,10,1,A,656
32,6,1,1,A,2013
32,6,2,8,B,893
32,6,3,6,B,1250
32,6,4,10,A,655
32,6,5,7,B,819
32,6,6,4,A,660
32,6,7,3,A,732
32,6,8,2,A,696
32,6,9,9,B,664
32,6,10,5,B,937
32,7,1,2,A,2771
32,7,2,7,B,777
32,7,3,4,A,652
32,7,4,6,B,619
32,7,5,5,B,739
32,7,6,8,B,849
32,7,7,3,A,615
32,7,8,10,A,695
32,7,9,1,A,813
32,7,10,9,B,974
32,8,1,2,A,1460
32,8,2,4,A,694
32,8,3,7,B,890
32,8,4,6,B,620
32,8,5,10,A,979
32,8,6,8,B,895
32,8,7,3,A,1015
32,8,8,1,A,1492
32,8,9,5,A,9804
32,8,10,9,A,1737
33,1,1,2,B,9549
33,1,2,7,A,1942
33,1,3,8,B,1810
33,1,4,1,A,1937
33,1,5,5,A,1855
33,1,6,6,B,3134
33,1,7,10,B,1944
33,1,8,9,B,1492
33,1,9,3,A,5292
33,1,10,4,A,4408
33,2,1,3,A,4968
33,2,2,10,B,3008
33,2,3,7,A,5167
33,2,4,6,B,3446
33,2,5,9,B,2735
33,2,6,5,A,2342
33,2,7,2,B,3486
33,2,8,8,B,1491
33,2,9,4,A,1100
33,2,10,1,A,935
33,3,1,6,B,2338
33,3,2,3,A,900
33,3,3,8,B,1335
33,3,4,1,A,1097
33,3,5,9,B,1172
33,3,6,10,B,1030
33,3,7,7,A,1375
33,3,8,5,A,1210
33,3,9,4,A,1018
33,3,10,2,B,1417
33,4,1,5,A,1490
33,4,2,6,B,1311
33,4,3,2,B,974
33,4,4,3,A,1660
33,4,5,10,B,1461
33,4,6,4,A,1252
33,4,7,1,A,1338
33,4,8,7,A,1457
33,4,9,8,B,1187
33,4,10,9,B,1472
33,5,1,7,A,1663
33,5,2,10,B,1373
33,5,3,1,A,1178
33,5,4,5,A,1411
33,5,5,9,B,1091
33,5,6,3,A,1060
33,5,7,4,A,1229
33,5,8,8,B,1135
33,5,9,6,B,1177
33,5,10,2,B,1171
33,6,1,4,A,1180
33,6,2,5,A,895
33,6,3,9,B,935
33,6,4,2,B,985
33,6,5,1,A,1180
33,6,6,10,B,1065
33,6,7,6,B,1215
33,6,8,7,A,786
33,6,9,8,B,850
33,6,10,3,A,817
33,7,1,2,B,1858
33,7,2,1,A,1539
33,7,3,5,A,1259
33,7,4,4,A,1171
33,7,5,8,B,978
33,7,6,3,A,813
33,7,7,10,B,971
33,7,8,7,A,739
33,7,9,6,B,810
33,7,10,9,B,1049
33,8,1,9,B,935
33,8,2,4,A,1016
33,8,3,3,A,855
33,8,4,7,A,900
33,8,5,1,A,2295
33,8,6,5,A,1418
33,8,7,10,B,1017
33,8,8,2,B,737
33,8,9,8,B,739
33,8,10,6,B,659
34,1,1,8,B,16588
34,1,2,9,B,6332
34,1,3,3,A,6653
34,1,4,4,A,8400
34,1,5,2,A,12315
34,1,6,1,A,6523
34,1,7,6,B,6880
34,1,8,5,A,27771
34,1,9,7,B,5808
34,1,10,10,B,12395
34,2,1,3,A,9041
34,2,2,4,A,5044
34,2,3,7,B,29726
34,2,4,1,A,5011
34,2,5,8,B,8325
34,2,6,5,A,9199
34,2,7,6,B,23737
34,2,8,2,A,5442
34,2,9,9,B,2420
34,2,10,10,B,4772
34,3,1,8,B,14869
34,3,2,1,A,2498
34,3,3,7,B,4329
34,3,4,6,B,4934
34,3,5,2,A,2808
34,3,6,9,B,3395
34,3,7,10,B,4341
34,3,8,3,A,2027
34,3,9,5,A,5286
34,3,10,4,A,5883
34,4,1,10,B,8765
34,4,2,5,A,4290
34,4,3,4,A,4494
34,4,4,9,B,2656
34,4,5,7,B,3217
34,4,6,6,B,2014
34,4,7,8,B,34954
34,4,8,2,A,3371
34,4,9,1,A,1375
34,4,10,3,A,3846
34,5,1,10,B,2498
34,5,2,8,B,11795
34,5,3,7,B,2698
34,5,4,2,A,1932
34,5,5,6,B,2011
34,5,6,5,A,1410
34,5,7,9,B,6701
34,5,8,3,A,6012
34,5,9,4,A,2776
34,5,10,1,A,1700
34,6,1,1,A,12955
34,6,2,10,B,3690
34,6,3,2,A,2255
34,6,4,3,A,4700
34,6,5,6,B,5087
34,6,6,8,B,2210
34,6,7,5,A,2579
34,6,8,7,B,4248
34,6,9,9,B,36800
34,6,10,4,A,2852
34,7,1,8,B,3990
34,7,2,1,A,1332
34,7,3,4,A,2050
34,7,4,10,B,2372
34,7,5,6,B,1257
34,7,6,5,A,1050
34,7,7,9,B,1216
34,7,8,7,B,2011
34,7,9,2,A,1969
34,7,10,3,B,1295
34,8,1,4,A,10561
34,8,2,9,B,1581
34,8,3,8,B,4014
34,8,4,1,A,4204
34,8,5,3,A,3408
34,8,6,5,A,2376
34,8,7,7,B,2779
34,8,8,10,B,3488
34,8,9,6,B,2172
34,8,10,2,A,2017
35,1,1,6,B,20829
35,1,2,3,A,4085
35,1,3,1,A,6281
35,1,4,2,A,20346
35,1,5,8,B,10037
35,1,6,7,B,12475
35,1,7,5,A,10044
35,1,8,4,A,6881
35,1,9,10,B,8564
35,1,10,9,B,7006
35,2,1,2,A,28449
35,2,2,1,A,10314
35,2,3,9,B,13871
35,2,4,3,A,7680
35,2,5,8,B,11579
35,2,6,4,A,5755
35,2,7,5,A,3977
35,2,8,7,B,12920
35,2,9,6,B,12996
35,2,10,10,B,8568
35,3,1,1,A,5327
35,3,2,10,B,2813
35,3,3,7,B,8481
35,3,4,6,B,8641
35,3,5,9,B,3686
35,3,6,5,A,3818
35,3,7,4,A,6406
35,3,8,8,B,3777
35,3,9,2,A,2928
35,3,10,3,A,4934
35,4,1,5,A,4215
35,4,2,8,B,4007
35,4,3,3,A,3572
35,4,4,2,A,5449
35,4,5,9,B,10276
35,4,6,7,B,9085
35,4,7,4,A,2418
35,4,8,1,A,1934
35,4,9,10,B,4371
35,4,10,6,B,5366
35,5,1,10,B,4931
35,5,2,9,B,2768
35,5,3,4,A,2131
35,5,4,6,B,3168
35,5,5,2,A,5645
35,5,6,3,A,4172
35,5,7,5,A,4890
35,5,8,1,A,2654
35,5,9,8,B,2932
35,5,10,7,B,11517
35,6,1,10,B,2932
35,6,2,1,A,2418
35,6,3,4,A,9603
35,6,4,5,A,4335
35,6,5,2,A,8091
35,6,6,7,B,5085
35,6,7,3,A,3527
35,6,8,8,B,3703
35,6,9,9,B,5452
35,6,10,6,B,7401
35,7,1,1,A,4534
35,7,2,5,A,1932
35,7,3,4,A,2051
35,7,4,6,B,1535
35,7,5,2,A,2653
35,7,6,3,A,8644
35,7,7,10,B,3770
35,7,8,7,B,4887
35,7,9,8,B,8362
35,7,10,9,B,11874
35,8,1,3,A,5535
35,8,2,1,A,2210
35,8,3,4,A,4065
35,8,4,8,B,9641
35,8,5,5,A,3818
35,8,6,6,B,3811
35,8,7,7,B,4293
35,8,8,9,B,2937
35,8,9,2,A,3732
35,8,10,10,B,5724
36,1,1,6,B,38736
36,1,2,2,B,4545
36,1,3,1,A,4794
36,1,4,10,B,4644
36,1,5,7,A,3713
36,1,6,9,B,12084
36,1,7,8,B,15218
36,1,8,4,A,8338
36,1,9,5,A,8193
36,1,10,3,A,9589
36,2,1,7,B,12478
36,2,2,6,B,5417
36,2,3,3,A,6498
36,2,4,9,B,7105
36,2,5,2,A,4681
36,2,6,5,A,9695
36,2,7,4,A,3774
36,2,8,1,A,7679
36,2,9,8,B,16109
36,2,10,10,B,8478
36,3,1,3,A,14994
36,3,2,2,A,10740
36,3,3,1,A,6212
36,3,4,4,A,4858
36,3,5,10,B,5297
36,3,6,6,B,6881
36,3,7,8,B,5647
36,3,8,9,B,4773
36,3,9,5,A,7212
36,3,10,7,B,6762
36,4,1,2,A,6097
36,4,2,8,B,9602
36,4,3,9,B,5823
36,4,4,1,A,5207
36,4,5,7,B,7380
36,4,6,3,A,8196
36,4,7,5,A,9495
36,4,8,10,B,8110
36,4,9,6,B,6418
36,4,10,4,A,7473
36,5,1,2,A,8257
36,5,2,8,B,11409
36,5,3,9,B,4566
36,5,4,6,B,5764
36,5,5,4,A,4306
36,5,6,5,A,5660
36,5,7,10,B,5187
36,5,8,7,B,9007
36,5,9,3,A,11765
36,5,10,1,A,4705
36,6,1,10,B,6228
36,6,2,2,A,8767
36,6,3,5,A,8868
36,6,4,8,B,7454
36,6,5,7,B,7279
36,6,6,3,A,9084
36,6,7,6,B,4466
36,6,8,4,A,8475
36,6,9,9,B,7286
36,6,10,1,A,3765
36,7,1,6,B,11090
36,7,2,3,A,4118
36,7,3,10,B,5145
36,7,4,7,B,6874
36,7,5,1,A,7253
36,7,6,2,A,6620
36,7,7,4,A,4773
36,7,8,5,A,6525
36,7,9,8,B,5953
36,7,10,9,B,4901
36,8,1,3,A,7332
36,8,2,5,A,4617
36,8,3,2,A,5057
36,8,4,7,B,5090
36,8,5,9,B,9990
36,8,6,6,B,5681
36,8,7,10,B,9006
36,8,8,8,B,8565
36,8,9,4,A,4562
36,8,10,1,A,5054
37,1,1,10,B,7383
37,1,2,9,B,2711
37,1,3,8,B,2242
37,1,4,4,A,1807
37,1,5,3,A,1029
37,1,6,2,B,1295
37,1,7,1,A,1039
37,1,8,6,B,1916
37,1,9,5,A,680
37,1,10,7,A,700
37,2,1,2,A,7136
37,2,2,7,A,4609
37,2,3,10,B,2519
37,2,4,6,B,4539
37,2,5,3,A,2084
37,2,6,5,B,6192
37,2,7,8,B,1459
37,2,8,1,A,1379
37,2,9,4,A,1749
37,2,10,9,B,2607
37,3,1,10,B,3679
37,3,2,6,B,987
37,3,3,1,A,703
37,3,4,9,B,854
37,3,5,8,B,1071
37,3,6,4,A,928
37,3,7,7,A,1207
37,3,8,2,A,1186
37,3,9,3,A,1232
37,3,10,5,A,1650
37,4,1,10,B,1970
37,4,2,2,A,6278
37,4,3,9,B,1320
37,4,4,6,B,751
37,4,5,8,A,657
37,4,6,7,B,721
37,4,7,3,B,1966
37,4,8,5,A,883
37,4,9,4,A,737
37,4,10,1,A,816
37,5,1,9,B,2676
37,5,2,2,B,1496
37,5,3,8,A,736
37,5,4,4,A,703
37,5,5,5,A,647
37,5,6,6,B,724
37,5,7,7,B,850
37,5,8,1,A,583
37,5,9,3,B,823
37,5,10,10,B,1256
37,6,1,7,B,1474
37,6,2,9,B,7700
37,6,3,10,B,1715
37,6,4,5,A,1527
37,6,5,3,B,1588
37,6,6,4,A,1407
37,6,7,1,A,708
37,6,8,6,B,879
37,6,9,2,A,652
37,6,10,8,A,1176
37,7,1,5,A,3348
37,7,2,10,B,974
37,7,3,2,A,590
37,7,4,9,B,898
37,7,5,4,A,752
37,7,6,3,B,757
37,7,7,1,A,871
37,7,8,7,B,866
37,7,9,8,A,732
37,7,10,6,B,1080
37,8,1,4,A,1976
37,8,2,8,A,959
37,8,3,5,A,712
37,8,4,2,A,916
37,8,5,10,B,775
37,8,6,3,B,1727
37,8,7,1,A,964
37,8,8,7,B,1504
37,8,9,6,B,1465
37,8,10,9,B,1018
38,1,1,4,A,5952
38,1,2,6,B,3858
38,1,3,3,A,1602
38,1,4,2,B,2031
38,1,5,8,B,5554
38,1,6,5,A,5283
38,1,7,9,B,1570
38,1,8,1,A,758
38,1,9,7,A,1289
38,1,10,10,B,1654
38,2,1,2,B,8287
38,2,2,7,A,5604
38,2,3,6,B,2242
38,2,4,10,B,1759
38,2,5,9,B,2781
38,2,6,3,A,708
38,2,7,1,A,783
38,2,8,4,A,982
38,2,9,5,A,647
38,2,10,8,B,787
38,3,1,5,A,7138
38,3,2,10,B,2530
38,3,3,3,A,1623
38,3,4,9,A,2646
38,3,5,8,B,1155
38,3,6,6,B,1016
38,3,7,7,B,1967
38,3,8,2,A,1189
38,3,9,4,B,1295
38,3,10,1,A,943
38,4,1,2,A,3160
38,4,2,10,B,1451
38,4,3,8,B,1417
38,4,4,6,B,866
38,4,5,4,B,762
38,4,6,9,A,846
38,4,7,7,B,708
38,4,8,5,A,591
38,4,9,1,A,642
38,4,10,3,A,559
38,5,1,6,B,7507
38,5,2,7,B,22191
38,5,3,5,B,1746
38,5,4,8,B,828
38,5,5,2,A,1071
38,5,6,3,A,1138
38,5,7,9,B,818
38,5,8,4,A,818
38,5,9,10,A,674
38,5,10,1,A,1059
38,6,1,7,B,2056
38,6,2,1,A,719
38,6,3,6,B,939
38,6,4,3,A,949
38,6,5,5,B,864
38,6,6,4,A,550
38,6,7,9,B,802
38,6,8,8,B,1212
38,6,9,2,A,799
38,6,10,10,A,3741
38,7,1,10,B,3375
38,7,2,4,A,654
38,7,3,6,B,718
38,7,4,3,A,681
38,7,5,7,A,704
38,7,6,2,B,1016
38,7,7,5,A,654
38,7,8,8,B,606
38,7,9,1,A,532
38,7,10,9,B,698
38,8,1,3,A,5553
38,8,2,9,B,803
38,8,3,1,A,625
38,8,4,6,B,681
38,8,5,10,B,718
38,8,6,2,B,635
38,8,7,8,B,533
38,8,8,7,A,955
38,8,9,5,A,807
38,8,10,4,A,740
39,1,1,10,B,11792
39,1,2,1,A,2643
39,1,3,6,B,6943
39,1,4,9,B,22218
39,1,5,5,A,4453
39,1,6,4,B,7600
39,1,7,7,B,7632
39,1,8,3,A,15301
39,1,9,8,B,8103
39,1,10,2,A,7082
39,2,1,9,B,4544
39,2,2,6,B,2632
39,2,3,4,A,3507
39,2,4,7,B,3406
39,2,5,8,B,13970
39,2,6,2,A,2967
39,2,7,1,A,3029
39,2,8,3,A,3199
39,2,9,10,B,7293
39,2,10,5,A,2222
39,3,1,6,B,4405
39,3,2,1,A,1651
39,3,3,7,B,5064
39,3,4,8,B,7623
39,3,5,3,B,11847
39,3,6,5,A,13926
39,3,7,2,A,6323
39,3,8,10,B,5408
39,3,9,9,B,7174
39,3,10,4,A,3901
39,4,1,8,B,3415
39,4,2,10,B,4431
39,4,3,9,B,7586
39,4,4,6,B,2237
39,4,5,1,A,3576
39,4,6,2,A,2768
39,4,7,7,B,4758
39,4,8,5,A,11400
39,4,9,3,A,7933
39,4,10,4,A,2413
39,5,1,9,B,2669
39,5,2,2,A,2208
39,5,3,1,A,1573
39,5,4,7,B,2814
39,5,5,10,B,1965
39,5,6,3,A,3747
39,5,7,6,B,2365
39,5,8,4,A,3410
39,5,9,5,A,3415
39,5,10,8,B,4415
39,6,1,2,A,2741
39,6,2,8,B,2421
39,6,3,9,B,8262
39,6,4,6,B,2677
39,6,5,4,A,12007
39,6,6,1,A,1989
39,6,7,10,B,3647
39,6,8,5,A,3621
39,6,9,7,B,5926
39,6,10,3,A,7587
39,7,1,5,A,4882
39,7,2,1,A,1296
39,7,3,4,A,2784
39,7,4,9,B,4055
39,7,5,10,B,2671
39,7,6,2,A,1842
39,7,7,8,B,7120
39,7,8,6,B,2701
39,7,9,7,B,6406
39,7,10,3,A,3442
39,8,1,10,B,2112
39,8,2,2,A,2867
39,8,3,5,A,2317
39,8,4,4,A,4855
39,8,5,9,B,8879
39,8,6,8,B,3262
39,8,7,6,B,2213
39,8,8,1,A,2348
39,8,9,7,B,2911
39,8,10,3,A,1730
40,1,1,10,B,5750
40,1,2,4,A,3167
40,1,3,9,B,2229
40,1,4,8,B,1792
40,1,5,6,B,2226
40,1,6,3,A,2205
40,1,7,5,A,1586
40,1,8,7,A,1389
40,1,9,1,A,1184
40,1,10,2,B,1528
40,2,1,10,B,42083
40,2,2,7,A,1055
40,2,3,1,A,768
40,2,4,3,A,693
40,2,5,9,B,798
40,2,6,6,B,824
40,2,7,2,B,824
40,2,8,4,A,840
40,2,9,8,B,1085
40,2,10,5,A,834
40,3,1,5,A,1761
40,3,2,9,B,1132
40,3,3,3,A,925
40,3,4,8,B,754
40,3,5,7,A,692
40,3,6,4,A,957
40,3,7,1,A,1992
40,3,8,2,B,71106
40,3,9,10,B,1005
40,3,10,6,B,1825
40,4,1,5,A,3253
40,4,2,3,A,1405
40,4,3,10,B,1537
40,4,4,2,B,1153
40,4,5,8,B,1221
40,4,6,1,A,1110
40,4,7,9,B,879
40,4,8,7,A,1389
40,4,9,6,B,752
40,4,10,4,A,865
40,5,1,1,A,1229
40,5,2,9,B,575
40,5,3,3,A,656
40,5,4,5,A,656
40,5,5,4,A,640
40,5,6,10,B,638
40,5,7,7,A,663
40,5,8,8,B,648
40,5,9,2,B,997
40,5,10,6,B,649
40,6,1,7,A,1072
40,6,2,9,B,739
40,6,3,6,B,946
40,6,4,10,B,718
40,6,5,4,A,680
40,6,6,1,A,749
40,6,7,3,A,737
40,6,8,8,B,992
40,6,9,5,A,866
40,6,10,2,B,957
40,7,1,8,B,765
40,7,2,7,A,819
40,7,3,1,A,626
40,7,4,10,B,589
40,7,5,6,B,688
40,7,6,4,A,613
40,7,7,9,B,797
40,7,8,2,B,553
40,7,9,5,A,850
40,7,10,3,A,857
40,8,1,9,B,1140
40,8,2,4,A,709
40,8,3,10,B,672
40,8,4,7,A,611
40,8,5,5,A,632
40,8,6,6,B,723
40,8,7,8,B,1456
40,8,8,2,B,1344
40,8,9,1,A,680
40,8,10,3,A,701
41,1,1,4,A,6847
41,1,2,1,A,3861
41,1,3,7,A,1510
41,1,4,8,B,2048
41,1,5,6,B,1077
41,1,6,3,A,1320
41,1,7,9,B,2014
41,1,8,5,A,1485
41,1,9,2,B,3394
41,1,10,10,B,1493
41,2,1,9,B,4354
41,2,2,4,A,2101
41,2,3,8,B,1525
41,2,4,5,A,691
41,2,5,1,A,888
41,2,6,6,B,1237
41,2,7,7,A,1895
41,2,8,2,B,975
41,2,9,3,A,1503
41,2,10,10,B,887
41,3,1,8,B,5719
41,3,2,10,B,1085
41,3,3,2,B,1170
41,3,4,6,B,1351
41,3,5,3,A,4115
41,3,6,4,A,645
41,3,7,5,A,563
41,3,8,7,A,399
41,3,9,9,B,1374
41,3,10,1,A,1118
41,4,1,8,B,1688
41,4,2,6,B,5076
41,4,3,9,B,1239
41,4,4,7,A,830
41,4,5,5,A,399
41,4,6,1,A,461
41,4,7,4,A,341
41,4,8,10,B,485
41,4,9,3,A,1027
41,4,10,2,B,606
41,5,1,2,B,2594
41,5,2,1,A,470
41,5,3,6,B,544
41,5,4,4,A,423
41,5,5,5,A,599
41,5,6,10,B,510
41,5,7,8,B,671
41,5,8,3,A,1922
41,5,9,9,B,528
41,5,10,7,A,2310
41,6,1,10,B,2530
41,6,2,9,B,664
41,6,3,5,A,14407
41,6,4,2,B,2166
41,6,5,7,A,3731
41,6,6,6,B,1943
41,6,7,3,A,1144
41,6,8,8,B,1287
41,6,9,1,A,1814
41,6,10,4,B,605
41,7,1,9,B,2351
41,7,2,6,B,930
41,7,3,3,A,1735
41,7,4,1,A,672
41,7,5,8,B,818
41,7,6,7,A,1011
41,7,7,4,A,791
41,7,8,2,B,771
41,7,9,10,B,887
41,7,10,5,A,853
41,8,1,4,A,7694
41,8,2,8,B,1886
41,8,3,2,B,3955
41,8,4,3,A,1174
41,8,5,10,B,1069
41,8,6,9,B,1375
41,8,7,5,A,1520
41,8,8,7,A,958
41,8,9,6,B,2343
41,8,10,1,A,824
42,1,1,2,B,3341
42,1,2,7,A,3462
42,1,3,10,B,2682
42,1,4,6,B,1470
42,1,5,1,A,1954
42,1,6,5,A,1463
42,1,7,3,A,1081
42,1,8,8,B,1614
42,1,9,4,A,4783
42,1,10,9,B,1884
42,2,1,9,B,1926
42,2,2,6,B,1092
42,2,3,10,B,1001
42,2,4,4,A,2510
42,2,5,3,A,1090
42,2,6,5,A,1142
42,2,7,8,B,1255
42,2,8,1,A,1262
42,2,9,7,A,1302
42,2,10,2,B,918
42,3,1,8,B,1586
42,3,2,1,A,1533
42,3,3,3,A,1901
42,3,4,7,A,581
42,3,5,9,B,789
42,3,6,4,A,863
42,3,7,10,B,950
42,3,8,5,A,785
42,3,9,2,B,857
42,3,10,6,B,898
42,4,1,9,B,2474
42,4,2,4,A,789
42,4,3,2,B,1374
42,4,4,6,B,687
42,4,5,3,A,756
42,4,6,8,B,663
42,4,7,5,A,774
42,4,8,1,A,751
42,4,9,10,B,786
42,4,10,7,A,1133
42,5,1,10,B,2634
42,5,2,5,A,741
42,5,3,6,B,1108
42,5,4,8,B,815
42,5,5,7,A,719
42,5,6,4,A,989
42,5,7,1,A,783
42,5,8,2,B,630
42,5,9,9,B,1810
42,5,10,3,A,1159
42,6,1,3,A,2439
42,6,2,4,A,1020
42,6,3,9,B,756
42,6,4,1,A,614
42,6,5,2,B,1038
42,6,6,6,B,1001
42,6,7,7,A,687
42,6,8,5,A,628
42,6,9,8,B,686
42,6,10,10,B,772
42,7,1,3,A,1551
42,7,2,2,B,849
42,7,3,5,A,807
42,7,4,8,B,1237
42,7,5,4,A,663
42,7,6,6,B,647
42,7,7,1,A,757
42,7,8,10,B,903
42,7,9,9,B,998
42,7,10,7,A,729
42,8,1,4,A,4506
42,8,2,3,A,829
42,8,3,7,A,670
42,8,4,6,B,529
42,8,5,5,A,584
42,8,6,10,B,486
42,8,7,2,B,581
42,8,8,8,B,788
42,8,9,9,B,910
42,8,10,1,A,722
43,1,1,5,A,12302
43,1,2,8,B,6665
43,1,3,6,B,4600
43,1,4,7,B,6303
43,1,5,3,A,3439
43,1,6,10,B,5675
43,1,7,9,B,8024
43,1,8,1,A,3479
43,1,9,4,A,3439
43,1,10,2,A,4830
43,2,1,4,A,4660
43,2,2,1,A,2740
43,2,3,7,B,2515
43,2,4,10,B,5383
43,2,5,8,B,4790
43,2,6,2,A,4753
43,2,7,9,B,2452
43,2,8,3,A,2408
43,2,9,6,B,3078
43,2,10,5,A,2808
43,3,1,3,A,5561
43,3,2,2,A,2862
43,3,3,10,B,6582
43,3,4,4,A,3126
43,3,5,9,B,2787
43,3,6,1,A,3166
43,3,7,7,B,1972
43,3,8,6,B,2040
43,3,9,8,B,4014
43,3,10,5,A,3614
43,4,1,6,B,3021
43,4,2,4,A,5047
43,4,3,3,A,2259
43,4,4,7,B,3106
43,4,5,1,A,1374
43,4,6,5,A,3069
43,4,7,10,B,2240
43,4,8,8,B,3631
43,4,9,9,B,1824
43,4,10,2,A,2185
43,5,1,4,A,3007
43,5,2,3,A,2211
43,5,3,6,B,1800
43,5,4,1,A,1261
43,5,5,5,A,4629
43,5,6,10,B,1951
43,5,7,2,A,1860
43,5,8,9,B,1396
43,5,9,7,B,3654
43,5,10,8,B,3246
43,6,1,9,B,3008
43,6,2,3,A,2391
43,6,3,8,B,1345
43,6,4,10,B,2712
43,6,5,4,A,1347
43,6,6,1,A,1165
43,6,7,7,B,5524
43,6,8,5,A,3024
43,6,9,2,A,2920
43,6,10,6,B,2654
43,7,1,2,A,2144
43,7,2,9,B,1784
43,7,3,5,A,2281
43,7,4,4,A,1230
43,7,5,8,B,13072
43,7,6,7,B,2562
43,7,7,3,A,3169
43,7,8,1,A,1990
43,7,9,6,B,2721
43,7,10,10,B,4317
43,8,1,3,A,2582
43,8,2,7,B,2455
43,8,3,9,B,2463
43,8,4,10,B,2023
43,8,5,4,A,1381
43,8,6,1,A,1559
43,8,7,8,B,7352
43,8,8,6,B,1396
43,8,9,2,A,2549
43,8,10,5,A,3009
44,1,1,10,A,12926
44,1,2,5,B,2885
44,1,3,3,A,1893
44,1,4,7,B,1873
44,1,5,8,B,869
44,1,6,9,B,852
44,1,7,1,A,776
44,1,8,4,A,1154
44,1,9,2,A,1159
44,1,10,6,B,845
44,2,1,3,A,5813
44,2,2,6,B,8717
44,2,3,2,B,1464
44,2,4,8,B,1065
44,2,5,9,B,584
44,2,6,5,A,759
44,2,7,4,A,542
44,2,8,1,A,997
44,2,9,10,B,3272
44,2,10,7,A,644
44,3,1,2,A,10868
44,3,2,3,A,878
44,3,3,9,B,568
44,3,4,10,A,326
44,3,5,8,B,580
44,3,6,1,A,532
44,3,7,6,B,503
44,3,8,4,A,409
44,3,9,5,B,516
44,3,10,7,B,585
44,4,1,4,B,7421
44,4,2,3,A,2053
44,4,3,6,B,1069
44,4,4,5,A,513
44,4,5,10,B,834
44,4,6,2,A,597
44,4,7,8,B,1000
44,4,8,1,A,716
44,4,9,9,A,1112
44,4,10,7,B,1458
44,5,1,6,B,12693
44,5,2,7,B,974
44,5,3,2,A,989
44,5,4,5,A,705
44,5,5,3,A,697
44,5,6,9,A,608
44,5,7,10,B,997
44,5,8,4,B,1432
44,5,9,1,A,1347
44,5,10,8,B,13612
44,6,1,9,B,2548
44,6,2,4,A,542
44,6,3,1,A,949
44,6,4,7,B,1024
44,6,5,5,A,808
44,6,6,3,B,838
44,6,7,10,B,665
44,6,8,2,A,568
44,6,9,6,B,868
44,6,10,8,A,767
44,7,1,3,B,26564
44,7,2,2,A,3747
44,7,3,9,B,1421
