"Subject","Experiment","Sex","Age","Pool","Group","Test","Running","Sample","Cue","Target","Acc","RT","Resp","Condition","Congruency"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","39","superate","lace","1","2808","No","Meaning","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","40","plangent","consider","1","3361","No","Meaning","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","41","maunder","beggar","0","1943","Yes","Study","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","42","selcouth","strange","1","1695","Yes","Meaning","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","43","roil","billow","1","1393","Yes","Study","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","44","stanchion","support","1","1508","Yes","Meaning","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","45","kedge","arrogance","1","5603","No","Study","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","46","descry","discover","1","1943","Yes","Meaning","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","47","levisomnous","observant","1","3135","Yes","Meaning","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","48","subdolous","instil","1","2409","No","Study","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","49","frampold","clear","0","2050","Yes","Study","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","50","slake","quench","0","1836","No","Study","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","51","intractable","assistant","1","2563","No","Meaning","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","52","mechlin","overcome","0","1885","Yes","Meaning","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","53","peculate","embezzle","1","1898","Yes","Meaning","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","54","tantivy","quick","1","1176","Yes","Study","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","55","spoffish","fussy","1","2690","Yes","Study","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","56","conspue","despise","0","3411","No","Study","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","57","clancular","threatening","0","2504","Yes","Study","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","58","umiak","smart","0","1204","Yes","Meaning","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","59","inimical","tribute","0","1976","Yes","Meaning","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","60","insulse","boring","1","1383","Yes","Study","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","61","stolid","unemotional","1","2011","Yes","Meaning","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","62","rebarbative","repellent","1","2017","Yes","Meaning","Matched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","63","everse","sword","1","2549","No","Study","Unmatched"
"23","TPL3","female","20","Paid","2","Associative Recognition","AssociativeRecognition","64","subduce","withdraw","1","1938","Yes","Meaning","Matched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeMeaning","1","kaross","jacket","0","8859","dense",NA,"unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeMeaning","2","frisket","mask","0","5266","quick",NA,"unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeMeaning","3","gadoid","fish","0","4794","glasses",NA,"matched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeMeaning","4","leggiadrous","elegant","0","9600","dinosou",NA,"matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","1","subluxation","dislocation","0","5896","liquid","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","2","subvention","grant","0","4514","invention","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","3","objurgate","rebuke","0","5416","conjugate","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","4","valinch","tube","0","8263","prescribe","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","5","kedge","anchor","0","8751","small","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","6","coriaceous","tough","0","9270","gregarious","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","7","picaroon","cheat","0","5737","snoop","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","8","trammel","impede","0","4400","dig","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","9","mechlin","lace","0","7988","traitor","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","10","stentorian","loud","0","7435","old","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","11","contumacious","rebellious","0","7222","hungry","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","12","perpend","consider","0","4721","expect","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","13","selcouth","strange","0","9744","s","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","14","succursal","branch","0","9584","se","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","15","immure","imprison","0","5263","slow","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","16","roil","billow","0","8408","cook","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","17","pertinacious","unyielding","0","0","","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","18","floccose","woolly","0","4838","flat","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","19","slake","quench","0","0","","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","20","descry","discover","0","5830","dirty","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","21","hauberk","garment","0","6668","strangle","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","22","orotund","pompous","0","9929","discret","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","23","plangent","noisy","0","0","","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","24","zamindar","landlord","0","0","","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","25","imprecation","curse","0","8130","impede","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","26","intractable","unmanageable","0","6337","dependable","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","27","opprobrium","disgrace","0","9692","appl","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","28","esurient","hungry","0","6713","reb","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","29","lassitude","tiredness","0","9939","stipu","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","30","everse","overthrow","0","9241","","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","31","immolate","sacrifice","0","7410","messy","2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Meaning","32","glabrous","smooth","0","9095","l","1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeStudy","1","carcanet","necklace",NA,NA,NA,NA,"unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeStudy","2","infandous","horrible",NA,NA,NA,NA,"matched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeStudy","3","desman","mole",NA,NA,NA,NA,"unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","PracticeStudy","4","achene","fruit",NA,NA,NA,NA,"matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","1","peculate","embezzle",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","2","compendious","concise",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","3","interstice","space",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","4","spoliate","plunder",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","5","subsecive","spare",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","6","insulse","boring",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","7","esculent","edible",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","8","droze","drip",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","9","conspue","despise",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","10","famulus","assistant",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","11","stanchion","support",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","12","gossamer","flimsy",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","13","abjure","reject",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","14","inchoate","undeveloped",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","15","tyro","beginner",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","16","maunder","ramble",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","17","stolid","unemotional",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","18","sententious","moralising",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","19","subduce","withdraw",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","20","blandish","flatter",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","21","umiak","boat",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","22","frampold","quarrelsome",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","23","sodality","fellowship",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","24","encomium","tribute",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","25","mendicant","beggar",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","26","effulgent","shining",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","27","limpid","clear",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","28","surquedry","arrogance",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","29","roke","mist",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","30","recreant","surrendering",NA,NA,NA,"2","unmatched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","31","gallionic","careless",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","Study","32","frond","leaf",NA,NA,NA,"1","matched"
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","1",NA,"fruit","1","3629","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","2",NA,"mask","1","2070","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","3",NA,"fish","1","1436","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","4",NA,"elegant","1","1459","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","5",NA,"horrible","1","1630","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","6",NA,"mole","1","975","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","7",NA,"necklace","1","1332","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemPrac","8",NA,"jacket","1","1128","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","1",NA,"flourish","1","5894","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","2",NA,"smooth","1","2689","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","3",NA,"flatter","0","1706","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","4",NA,"threatening","0","3012","Yes","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","5",NA,"tough","1","1213","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","6",NA,"smart","1","2122","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","7",NA,"quarrelsome","1","2872","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","8",NA,"plunder","1","4289","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","9",NA,"edible","1","2289","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","10",NA,"rebellious","1","1491","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","11",NA,"disgrace","0","5328","No","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","12",NA,"shining","1","3599","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","13",NA,"impede","1","991","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","14",NA,"secret","1","3093","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","15",NA,"undeveloped","0","6673","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","16",NA,"strange","1","1374","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","17",NA,"discover","0","1963","No","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","18",NA,"drip","1","1946","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","19",NA,"moralising","1","2830","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","20",NA,"surrendering","0","2671","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","21",NA,"despise","0","2802","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","22",NA,"noisy","1","6138","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","23",NA,"billow","1","2805","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","24",NA,"boat","1","3118","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","25",NA,"sacrifice","0","3476","No","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","26",NA,"quick","1","2262","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","27",NA,"cheat","1","1439","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","28",NA,"withdraw","1","2545","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","29",NA,"gossip","0","2075","Yes","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","30",NA,"dislocation","1","1790","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","31",NA,"reject","0","2010","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","32",NA,"overcome","0","1778","Yes","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","33",NA,"careless","1","1279","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","34",NA,"crafty","1","2820","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","35",NA,"branch","1","1279","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","36",NA,"clear","1","1940","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","37",NA,"spotty","1","2628","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","38",NA,"consider","0","5363","No","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","39",NA,"embezzle","1","2138","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","40",NA,"loud","0","5081","No","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","41",NA,"fellowship","1","3830","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","42",NA,"curse","1","5590","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","43",NA,"repellent","0","5297","Yes","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","44",NA,"tribute","0","2161","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","45",NA,"tiredness","1","1948","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","46",NA,"hidden","1","3125","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","47",NA,"overthrow","1","3598","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","48",NA,"bristly","1","2874","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","49",NA,"support","1","5519","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","50",NA,"lament","1","2506","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","51",NA,"concise","0","3326","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","52",NA,"beggar","1","5156","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","53",NA,"grant","1","1243","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","54",NA,"ramble","1","2894","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","55",NA,"fussy","1","3740","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","56",NA,"unmanageable","0","1669","No","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","57",NA,"spare","1","5889","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","58",NA,"beginner","1","1815","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","59",NA,"mist","1","1728","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","60",NA,"hostile","1","5019","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","61",NA,"assistant","0","3426","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","62",NA,"flimsy","0","5476","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","63",NA,"garment","1","4147","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","64",NA,"lace","1","5077","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","65",NA,"instil","0","5612","Yes","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","66",NA,"imprison","1","1948","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","67",NA,"rebuke","1","1597","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","68",NA,"sword","1","4312","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","69",NA,"anchor","1","3823","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","70",NA,"arrogance","1","2720","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","71",NA,"pompous","1","1914","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","72",NA,"observant","1","2096","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","73",NA,"obedient","1","2621","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","74",NA,"boring","0","3755","No","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","75",NA,"woolly","1","3251","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","76",NA,"resistant","1","3541","No","Foil",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","77",NA,"unemotional","1","4519","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","78",NA,"space","1","2746","Yes","Study",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","79",NA,"unyielding","1","2097","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","80",NA,"hungry","1","5874","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","81",NA,"tube","1","3413","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","82",NA,"landlord","1","3078","Yes","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","83",NA,"quench","0","6015","No","Meaning",NA
"24","TPL3","female","20","Paid","2","Item Recognition","ItemRecognition","84",NA,"leaf","0","12971","No","Study",NA
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeStudy","1","gadoid","fish",NA,NA,NA,NA,"matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeStudy","2","carcanet","necklace",NA,NA,NA,NA,"unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeStudy","3","infandous","horrible",NA,NA,NA,NA,"matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeStudy","4","frisket","mask",NA,NA,NA,NA,"unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","1","pertinacious","unyielding",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","2","sodality","fellowship",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","3","stolid","unemotional",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","4","recondite","hidden",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","5","intractable","unmanageable",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","6","zamindar","landlord",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","7","floccose","woolly",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","8","encomium","tribute",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","9","mendicant","beggar",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","10","renitent","resistant",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","11","droze","drip",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","12","succursal","branch",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","13","subdolous","crafty",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","14","subduce","withdraw",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","15","immolate","sacrifice",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","16","subluxation","dislocation",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","17","mechlin","lace",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","18","valinch","tube",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","19","subsecive","spare",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","20","perpend","consider",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","21","lassitude","tiredness",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","22","falchion","sword",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","23","opprobrium","disgrace",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","24","conspue","despise",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","25","picaroon","cheat",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","26","spoffish","fussy",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","27","clancular","secret",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","28","subvention","grant",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","29","interstice","space",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","30","famulus","assistant",NA,NA,NA,"1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","31","roil","billow",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Study","32","hispid","bristly",NA,NA,NA,"2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeMeaning","1","leggiadrous","elegant","0","0","",NA,"matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeMeaning","2","achene","fruit","0","3525","spot",NA,"unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeMeaning","3","desman","mole","0","4216","shoe",NA,"unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","PracticeMeaning","4","kaross","jacket","0","6150","cross",NA,"matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","1","stentorian","loud","0","5348","horse","1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","2","gossamer","flimsy","0","7221","gross","1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","3","levisomnous","observant","0","9868","high","2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","4","effulgent","shining","0","5978","elegant","1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","5","inimical","hostile","0","7414","enamel","2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","6","hauberk","garment","0","3771","hawk","1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","7","stanchion","support","0","5355","flower","1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","8","maunder","ramble","0","5661","wander","1","matched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","9","inculcate","instil","0","8895","fly","2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","10","compendious","concise","0","6435","understand","2","unmatched"
"25","TPL3","female","20","Paid","1","Associative Recognition","Meaning","11","coriaceous","tough","0","3448","correct","2","unmatched"
