"","cond","subj","phase","block","trial","stim","resp","rt"
"3487","load",27,"exp",10,7,8,"B",1096
"3488","load",27,"exp",10,8,2,"A",1212
"3489","load",27,"exp",10,9,7,"B",973
"3490","load",27,"exp",10,10,3,"A",758
"3491","load",27,"exp",11,1,8,"B",1752
"3492","load",27,"exp",11,2,10,"B",934
"3493","load",27,"exp",11,3,5,"A",928
"3494","load",27,"exp",11,4,2,"A",827
"3495","load",27,"exp",11,5,1,"A",698
"3496","load",27,"exp",11,6,6,"B",523
"3497","load",27,"exp",11,7,3,"A",708
"3498","load",27,"exp",11,8,4,"B",742
"3499","load",27,"exp",11,9,7,"B",952
"3500","load",27,"exp",11,10,9,"A",482
"3501","load",27,"exp",12,1,9,"A",1692
"3502","load",27,"exp",12,2,7,"B",1164
"3503","load",27,"exp",12,3,10,"B",734
"3504","load",27,"exp",12,4,1,"A",751
"3505","load",27,"exp",12,5,3,"B",720
"3506","load",27,"exp",12,6,5,"A",514
"3507","load",27,"exp",12,7,6,"B",875
"3508","load",27,"exp",12,8,2,"A",647
"3509","load",27,"exp",12,9,4,"B",668
"3510","load",27,"exp",12,10,8,"B",718
"3511","load",29,"prac",0,1,0,"B",3912
"3512","load",29,"prac",0,2,0,"A",4955
"3513","load",29,"prac",0,3,0,"A",1129
"3514","load",29,"prac",0,4,0,"A",1116
"3515","load",29,"prac",0,5,0,"B",1696
"3516","load",29,"prac",0,6,0,"B",1103
"3517","load",29,"prac",0,7,0,"A",772
"3518","load",29,"prac",0,8,0,"B",612
"3519","load",29,"prac",0,9,0,"A",1146
"3520","load",29,"prac",0,10,0,"B",557
"3521","load",29,"exp",1,1,5,"A",2249
"3522","load",29,"exp",1,2,10,"B",1285
"3523","load",29,"exp",1,3,2,"A",1347
"3524","load",29,"exp",1,4,1,"A",1855
"3525","load",29,"exp",1,5,8,"B",1354
"3526","load",29,"exp",1,6,7,"B",822
"3527","load",29,"exp",1,7,6,"B",1924
"3528","load",29,"exp",1,8,9,"A",1403
"3529","load",29,"exp",1,9,4,"B",549
"3530","load",29,"exp",1,10,3,"A",748
"3531","load",29,"exp",2,1,10,"B",2699
"3532","load",29,"exp",2,2,9,"A",2135
"3533","load",29,"exp",2,3,1,"A",1192
"3534","load",29,"exp",2,4,2,"A",713
"3535","load",29,"exp",2,5,4,"B",763
"3536","load",29,"exp",2,6,8,"B",907
"3537","load",29,"exp",2,7,6,"B",1143
"3538","load",29,"exp",2,8,3,"A",1386
"3539","load",29,"exp",2,9,5,"A",772
"3540","load",29,"exp",2,10,7,"B",1508
"3541","load",29,"exp",3,1,9,"A",1261
"3542","load",29,"exp",3,2,2,"A",1244
"3543","load",29,"exp",3,3,4,"B",779
"3544","load",29,"exp",3,4,5,"A",843
"3545","load",29,"exp",3,5,7,"B",760
"3546","load",29,"exp",3,6,1,"A",953
"3547","load",29,"exp",3,7,8,"B",787
"3548","load",29,"exp",3,8,6,"B",850
"3549","load",29,"exp",3,9,3,"A",736
"3550","load",29,"exp",3,10,10,"B",1041
"3551","load",29,"exp",4,1,7,"B",1224
"3552","load",29,"exp",4,2,2,"A",712
"3553","load",29,"exp",4,3,8,"B",713
"3554","load",29,"exp",4,4,6,"B",636
"3555","load",29,"exp",4,5,3,"A",833
"3556","load",29,"exp",4,6,4,"B",655
"3557","load",29,"exp",4,7,1,"A",995
"3558","load",29,"exp",4,8,5,"A",1003
"3559","load",29,"exp",4,9,10,"B",531
"3560","load",29,"exp",4,10,9,"A",1355
"3561","load",29,"exp",5,1,10,"B",1274
"3562","load",29,"exp",5,2,6,"B",649
"3563","load",29,"exp",5,3,4,"B",940
"3564","load",29,"exp",5,4,5,"A",728
"3565","load",29,"exp",5,5,7,"B",473
"3566","load",29,"exp",5,6,9,"A",932
"3567","load",29,"exp",5,7,2,"A",846
"3568","load",29,"exp",5,8,3,"A",2092
"3569","load",29,"exp",5,9,8,"B",557
"3570","load",29,"exp",5,10,1,"A",741
"3571","load",29,"exp",6,1,10,"B",891
"3572","load",29,"exp",6,2,7,"B",1255
"3573","load",29,"exp",6,3,2,"A",598
"3574","load",29,"exp",6,4,9,"A",1148
"3575","load",29,"exp",6,5,5,"A",1647
"3576","load",29,"exp",6,6,8,"B",1152
"3577","load",29,"exp",6,7,1,"A",1475
"3578","load",29,"exp",6,8,4,"B",811
"3579","load",29,"exp",6,9,6,"B",698
"3580","load",29,"exp",6,10,3,"A",1516
"3581","load",29,"exp",7,1,7,"B",2019
"3582","load",29,"exp",7,2,2,"A",631
"3583","load",29,"exp",7,3,3,"A",1339
"3584","load",29,"exp",7,4,6,"B",760
"3585","load",29,"exp",7,5,1,"A",616
"3586","load",29,"exp",7,6,9,"A",766
"3587","load",29,"exp",7,7,8,"B",2814
"3588","load",29,"exp",7,8,10,"B",759
"3589","load",29,"exp",7,9,5,"A",1048
"3590","load",29,"exp",7,10,4,"B",2590
"3591","load",29,"exp",8,1,6,"B",1062
"3592","load",29,"exp",8,2,3,"A",1419
"3593","load",29,"exp",8,3,1,"A",710
"3594","load",29,"exp",8,4,2,"A",2039
"3595","load",29,"exp",8,5,8,"B",1019
"3596","load",29,"exp",8,6,9,"A",1106
"3597","load",29,"exp",8,7,7,"B",903
"3598","load",29,"exp",8,8,10,"B",978
"3599","load",29,"exp",8,9,5,"A",1083
"3600","load",29,"exp",8,10,4,"B",432
"3601","load",29,"exp",9,1,9,"A",1531
"3602","load",29,"exp",9,2,6,"B",672
"3603","load",29,"exp",9,3,5,"A",756
"3604","load",29,"exp",9,4,7,"B",612
"3605","load",29,"exp",9,5,3,"A",681
"3606","load",29,"exp",9,6,2,"A",716
"3607","load",29,"exp",9,7,1,"A",862
"3608","load",29,"exp",9,8,4,"B",699
"3609","load",29,"exp",9,9,10,"A",445
"3610","load",29,"exp",9,10,8,"B",697
"3611","load",29,"exp",10,1,10,"B",1297
"3612","load",29,"exp",10,2,4,"B",815
"3613","load",29,"exp",10,3,7,"B",653
"3614","load",29,"exp",10,4,2,"A",866
"3615","load",29,"exp",10,5,6,"B",830
"3616","load",29,"exp",10,6,3,"A",1100
"3617","load",29,"exp",10,7,9,"A",1249
"3618","load",29,"exp",10,8,5,"A",575
"3619","load",29,"exp",10,9,1,"A",1654
"3620","load",29,"exp",10,10,8,"B",663
"3621","load",29,"exp",11,1,6,"B",2110
"3622","load",29,"exp",11,2,7,"B",959
"3623","load",29,"exp",11,3,10,"B",2217
"3624","load",29,"exp",11,4,2,"A",1831
"3625","load",29,"exp",11,5,8,"B",626
"3626","load",29,"exp",11,6,3,"A",2135
"3627","load",29,"exp",11,7,9,"A",712
"3628","load",29,"exp",11,8,5,"A",777
"3629","load",29,"exp",11,9,1,"A",1769
"3630","load",29,"exp",11,10,4,"B",1127
"3631","load",29,"exp",12,1,3,"A",1152
"3632","load",29,"exp",12,2,4,"B",739
"3633","load",29,"exp",12,3,8,"B",724
"3634","load",29,"exp",12,4,7,"B",614
"3635","load",29,"exp",12,5,9,"A",700
"3636","load",29,"exp",12,6,10,"B",542
"3637","load",29,"exp",12,7,2,"A",534
"3638","load",29,"exp",12,8,1,"A",623
"3639","load",29,"exp",12,9,6,"B",516
"3640","load",29,"exp",12,10,5,"A",476
"3641","load",3,"prac",0,1,0,"A",17321
"3642","load",3,"prac",0,2,0,"B",3752
"3643","load",3,"prac",0,3,0,"A",4880
"3644","load",3,"prac",0,4,0,"A",1967
"3645","load",3,"prac",0,5,0,"A",2902
"3646","load",3,"prac",0,6,0,"B",1851
"3647","load",3,"prac",0,7,0,"B",1366
"3648","load",3,"prac",0,8,0,"B",1793
"3649","load",3,"prac",0,9,0,"A",1277
"3650","load",3,"prac",0,10,0,"B",2843
"3651","load",3,"exp",1,1,5,"A",6971
"3652","load",3,"exp",1,2,3,"B",3507
"3653","load",3,"exp",1,3,10,"B",5507
"3654","load",3,"exp",1,4,8,"B",7693
"3655","load",3,"exp",1,5,6,"B",7947
"3656","load",3,"exp",1,6,2,"A",1377
"3657","load",3,"exp",1,7,7,"B",3548
"3658","load",3,"exp",1,8,1,"A",2043
"3659","load",3,"exp",1,9,4,"A",3615
"3660","load",3,"exp",1,10,9,"A",1947
"3661","load",3,"exp",2,1,2,"A",17683
"3662","load",3,"exp",2,2,10,"B",5141
"3663","load",3,"exp",2,3,8,"B",7036
"3664","load",3,"exp",2,4,5,"A",3138
"3665","load",3,"exp",2,5,1,"A",2174
"3666","load",3,"exp",2,6,6,"B",3550
"3667","load",3,"exp",2,7,9,"A",2717
"3668","load",3,"exp",2,8,7,"B",3928
"3669","load",3,"exp",2,9,4,"B",5402
"3670","load",3,"exp",2,10,3,"A",2633
"3671","load",3,"exp",3,1,4,"B",11064
"3672","load",3,"exp",3,2,9,"A",5233
"3673","load",3,"exp",3,3,1,"A",6116
"3674","load",3,"exp",3,4,10,"B",5563
"3675","load",3,"exp",3,5,3,"A",6612
"3676","load",3,"exp",3,6,8,"B",4983
"3677","load",3,"exp",3,7,2,"A",4932
"3678","load",3,"exp",3,8,5,"A",2771
"3679","load",3,"exp",3,9,7,"B",3325
"3680","load",3,"exp",3,10,6,"B",3796
"3681","load",3,"exp",4,1,7,"B",9857
"3682","load",3,"exp",4,2,10,"B",5508
"3683","load",3,"exp",4,3,6,"B",3295
"3684","load",3,"exp",4,4,9,"A",4663
"3685","load",3,"exp",4,5,4,"B",4831
"3686","load",3,"exp",4,6,5,"A",7584
"3687","load",3,"exp",4,7,3,"A",2258
"3688","load",3,"exp",4,8,2,"A",6639
"3689","load",3,"exp",4,9,1,"A",3058
"3690","load",3,"exp",4,10,8,"B",6546
"3691","load",3,"exp",5,1,10,"B",1920
"3692","load",3,"exp",5,2,5,"A",3688
"3693","load",3,"exp",5,3,8,"B",2195
"3694","load",3,"exp",5,4,6,"B",1873
"3695","load",3,"exp",5,5,4,"B",2187
"3696","load",3,"exp",5,6,2,"A",1786
"3697","load",3,"exp",5,7,7,"B",5751
"3698","load",3,"exp",5,8,3,"A",1465
"3699","load",3,"exp",5,9,1,"A",3120
"3700","load",3,"exp",5,10,9,"A",6541
"3701","load",3,"exp",6,1,7,"B",5376
"3702","load",3,"exp",6,2,3,"A",8574
"3703","load",3,"exp",6,3,4,"B",2365
"3704","load",3,"exp",6,4,6,"B",2390
"3705","load",3,"exp",6,5,10,"B",2525
"3706","load",3,"exp",6,6,8,"B",2672
"3707","load",3,"exp",6,7,9,"A",2078
"3708","load",3,"exp",6,8,1,"A",7408
"3709","load",3,"exp",6,9,2,"A",11080
"3710","load",3,"exp",6,10,5,"A",6352
"3711","load",3,"exp",7,1,8,"B",2227
"3712","load",3,"exp",7,2,1,"A",1232
"3713","load",3,"exp",7,3,3,"A",1072
"3714","load",3,"exp",7,4,6,"B",1686
"3715","load",3,"exp",7,5,9,"A",1062
"3716","load",3,"exp",7,6,10,"B",1548
"3717","load",3,"exp",7,7,4,"B",3824
"3718","load",3,"exp",7,8,5,"A",2789
"3719","load",3,"exp",7,9,7,"B",5951
"3720","load",3,"exp",7,10,2,"A",5418
"3721","load",3,"exp",8,1,10,"B",4997
"3722","load",3,"exp",8,2,9,"A",4513
"3723","load",3,"exp",8,3,2,"A",3854
"3724","load",3,"exp",8,4,1,"A",2354
"3725","load",3,"exp",8,5,3,"A",4876
"3726","load",3,"exp",8,6,7,"B",1853
"3727","load",3,"exp",8,7,6,"B",15798
"3728","load",3,"exp",8,8,5,"A",10650
"3729","load",3,"exp",8,9,8,"B",7105
"3730","load",3,"exp",8,10,4,"B",11619
"3731","load",3,"exp",9,1,4,"B",1745
"3732","load",3,"exp",9,2,10,"A",815
"3733","load",3,"exp",9,3,9,"A",5182
"3734","load",3,"exp",9,4,8,"B",4900
"3735","load",3,"exp",9,5,3,"A",1780
"3736","load",3,"exp",9,6,1,"A",2273
"3737","load",3,"exp",9,7,6,"B",5243
"3738","load",3,"exp",9,8,2,"A",6175
"3739","load",3,"exp",9,9,7,"B",15394
"3740","load",3,"exp",9,10,5,"A",1700
"3741","load",3,"exp",10,1,4,"B",6851
"3742","load",3,"exp",10,2,7,"B",2062
"3743","load",3,"exp",10,3,6,"B",2625
"3744","load",3,"exp",10,4,3,"A",1233
"3745","load",3,"exp",10,5,8,"B",1297
"3746","load",3,"exp",10,6,2,"A",1774
"3747","load",3,"exp",10,7,9,"A",8059
"3748","load",3,"exp",10,8,10,"B",8908
"3749","load",3,"exp",10,9,5,"A",1711
"3750","load",3,"exp",10,10,1,"A",9263
"3751","load",3,"exp",11,1,5,"A",3537
"3752","load",3,"exp",11,2,3,"A",1041
"3753","load",3,"exp",11,3,10,"B",1208
"3754","load",3,"exp",11,4,1,"A",1545
"3755","load",3,"exp",11,5,6,"B",1262
"3756","load",3,"exp",11,6,8,"B",1772
"3757","load",3,"exp",11,7,2,"A",3194
"3758","load",3,"exp",11,8,7,"B",7492
"3759","load",3,"exp",11,9,9,"A",6698
"3760","load",3,"exp",11,10,4,"B",6731
"3761","load",3,"exp",12,1,6,"B",2021
"3762","load",3,"exp",12,2,8,"B",1978
"3763","load",3,"exp",12,3,4,"B",5216
"3764","load",3,"exp",12,4,10,"B",6533
"3765","load",3,"exp",12,5,1,"A",5994
"3766","load",3,"exp",12,6,9,"A",2532
"3767","load",3,"exp",12,7,5,"A",6951
"3768","load",3,"exp",12,8,7,"B",3071
"3769","load",3,"exp",12,9,3,"A",1135
"3770","load",3,"exp",12,10,2,"A",8514
"3771","load",31,"prac",0,1,0,"A",2614
"3772","load",31,"prac",0,2,0,"B",3254
"3773","load",31,"prac",0,3,0,"A",1535
"3774","load",31,"prac",0,4,0,"B",1669
"3775","load",31,"prac",0,5,0,"A",2006
"3776","load",31,"prac",0,6,0,"B",842
"3777","load",31,"prac",0,7,0,"A",1512
"3778","load",31,"prac",0,8,0,"B",1342
"3779","load",31,"prac",0,9,0,"B",907
"3780","load",31,"prac",0,10,0,"A",2470
"3781","load",31,"exp",1,1,7,"A",14778
"3782","load",31,"exp",1,2,9,"B",12817
"3783","load",31,"exp",1,3,10,"A",4428
"3784","load",31,"exp",1,4,5,"B",2380
"3785","load",31,"exp",1,5,2,"A",5732
"3786","load",31,"exp",1,6,8,"B",4967
"3787","load",31,"exp",1,7,3,"A",965
"3788","load",31,"exp",1,8,6,"B",4782
"3789","load",31,"exp",1,9,1,"A",1137
"3790","load",31,"exp",1,10,4,"A",1365
"3791","load",31,"exp",2,1,5,"B",2878
"3792","load",31,"exp",2,2,4,"A",2885
"3793","load",31,"exp",2,3,10,"A",2651
"3794","load",31,"exp",2,4,9,"B",1129
"3795","load",31,"exp",2,5,6,"B",4428
"3796","load",31,"exp",2,6,1,"A",1341
"3797","load",31,"exp",2,7,3,"A",3785
"3798","load",31,"exp",2,8,2,"A",2224
"3799","load",31,"exp",2,9,8,"B",1229
"3800","load",31,"exp",2,10,7,"B",2141
"3801","load",31,"exp",3,1,9,"B",2367
"3802","load",31,"exp",3,2,10,"A",2936
"3803","load",31,"exp",3,3,4,"B",1500
"3804","load",31,"exp",3,4,5,"B",771
"3805","load",31,"exp",3,5,8,"B",1283
"3806","load",31,"exp",3,6,1,"A",1249
"3807","load",31,"exp",3,7,3,"A",1872
"3808","load",31,"exp",3,8,7,"B",2361
"3809","load",31,"exp",3,9,2,"A",1859
"3810","load",31,"exp",3,10,6,"B",845
"3811","load",31,"exp",4,1,4,"A",1694
"3812","load",31,"exp",4,2,8,"B",1101
"3813","load",31,"exp",4,3,7,"B",1378
"3814","load",31,"exp",4,4,10,"A",1469
"3815","load",31,"exp",4,5,2,"A",2165
"3816","load",31,"exp",4,6,1,"A",804
"3817","load",31,"exp",4,7,3,"A",915
"3818","load",31,"exp",4,8,5,"B",782
"3819","load",31,"exp",4,9,9,"B",1517
"3820","load",31,"exp",4,10,6,"B",5491
"3821","load",31,"exp",5,1,7,"B",2148
"3822","load",31,"exp",5,2,10,"A",1780
"3823","load",31,"exp",5,3,3,"A",849
"3824","load",31,"exp",5,4,4,"A",1614
"3825","load",31,"exp",5,5,2,"A",1409
"3826","load",31,"exp",5,6,1,"A",1979
"3827","load",31,"exp",5,7,9,"B",3904
"3828","load",31,"exp",5,8,5,"B",1075
"3829","load",31,"exp",5,9,8,"B",1464
"3830","load",31,"exp",5,10,6,"B",1360
"3831","load",31,"exp",6,1,10,"A",1860
"3832","load",31,"exp",6,2,3,"A",1918
"3833","load",31,"exp",6,3,2,"A",1302
"3834","load",31,"exp",6,4,6,"A",52
"3835","load",31,"exp",6,5,4,"A",2237
"3836","load",31,"exp",6,6,7,"B",2666
"3837","load",31,"exp",6,7,8,"B",1703
"3838","load",31,"exp",6,8,1,"A",2583
"3839","load",31,"exp",6,9,9,"B",1912
"3840","load",31,"exp",6,10,5,"B",1312
"3841","load",31,"exp",7,1,6,"B",1147
"3842","load",31,"exp",7,2,5,"B",926
"3843","load",31,"exp",7,3,8,"B",3833
"3844","load",31,"exp",7,4,2,"A",1214
"3845","load",31,"exp",7,5,7,"B",1421
"3846","load",31,"exp",7,6,9,"B",6407
"3847","load",31,"exp",7,7,10,"A",962
"3848","load",31,"exp",7,8,4,"A",1563
"3849","load",31,"exp",7,9,3,"A",1088
"3850","load",31,"exp",7,10,1,"A",6517
"3851","load",31,"exp",8,1,8,"B",1530
"3852","load",31,"exp",8,2,3,"A",1423
"3853","load",31,"exp",8,3,7,"B",809
"3854","load",31,"exp",8,4,2,"A",3544
"3855","load",31,"exp",8,5,10,"A",903
"3856","load",31,"exp",8,6,1,"A",1507
"3857","load",31,"exp",8,7,9,"B",1114
"3858","load",31,"exp",8,8,4,"A",1262
"3859","load",31,"exp",8,9,6,"B",2156
"3860","load",31,"exp",8,10,5,"B",4332
"3861","load",31,"exp",9,1,8,"B",3053
"3862","load",31,"exp",9,2,4,"A",1293
"3863","load",31,"exp",9,3,3,"A",891
"3864","load",31,"exp",9,4,2,"A",2391
"3865","load",31,"exp",9,5,10,"A",6766
"3866","load",31,"exp",9,6,6,"B",941
"3867","load",31,"exp",9,7,1,"A",759
"3868","load",31,"exp",9,8,7,"B",904
"3869","load",31,"exp",9,9,5,"B",1587
"3870","load",31,"exp",9,10,9,"B",1302
"3871","load",31,"exp",10,1,3,"A",1476
"3872","load",31,"exp",10,2,4,"A",2219
"3873","load",31,"exp",10,3,8,"B",3385
"3874","load",31,"exp",10,4,1,"A",1566
"3875","load",31,"exp",10,5,6,"B",850
"3876","load",31,"exp",10,6,9,"B",1759
"3877","load",31,"exp",10,7,7,"B",556
"3878","load",31,"exp",10,8,10,"A",2164
"3879","load",31,"exp",10,9,2,"A",3491
"3880","load",31,"exp",10,10,5,"B",2548
"3881","load",31,"exp",11,1,1,"A",8210
"3882","load",31,"exp",11,2,10,"A",2670
"3883","load",31,"exp",11,3,9,"B",1356
"3884","load",31,"exp",11,4,5,"B",952
"3885","load",31,"exp",11,5,2,"A",834
"3886","load",31,"exp",11,6,8,"B",1119
"3887","load",31,"exp",11,7,3,"A",2339
"3888","load",31,"exp",11,8,4,"A",4284
"3889","load",31,"exp",11,9,7,"B",5041
"3890","load",31,"exp",11,10,6,"B",3196
"3891","load",31,"exp",12,1,7,"B",2754
"3892","load",31,"exp",12,2,9,"B",1356
"3893","load",31,"exp",12,3,1,"A",1544
"3894","load",31,"exp",12,4,4,"A",2573
"3895","load",31,"exp",12,5,2,"A",878
"3896","load",31,"exp",12,6,10,"A",1259
"3897","load",31,"exp",12,7,3,"A",1418
"3898","load",31,"exp",12,8,6,"A",660
"3899","load",31,"exp",12,9,8,"B",1080
"3900","load",31,"exp",12,10,5,"B",3213
"3901","load",33,"prac",0,1,0,"B",11401
"3902","load",33,"prac",0,2,0,"B",13639
"3903","load",33,"prac",0,3,0,"A",6501
"3904","load",33,"prac",0,4,0,"A",7549
"3905","load",33,"prac",0,5,0,"B",816
"3906","load",33,"prac",0,6,0,"A",574
"3907","load",33,"prac",0,7,0,"A",4486
"3908","load",33,"prac",0,8,0,"B",644
"3909","load",33,"prac",0,9,0,"B",489
"3910","load",33,"prac",0,10,0,"A",851
"3911","load",33,"exp",1,1,4,"B",4640
"3912","load",33,"exp",1,2,6,"B",1642
"3913","load",33,"exp",1,3,5,"A",1019
"3914","load",33,"exp",1,4,3,"A",2354
"3915","load",33,"exp",1,5,7,"B",2283
"3916","load",33,"exp",1,6,9,"A",1670
"3917","load",33,"exp",1,7,10,"B",1639
"3918","load",33,"exp",1,8,8,"B",953
"3919","load",33,"exp",1,9,1,"A",1235
"3920","load",33,"exp",1,10,2,"A",1187
"3921","load",33,"exp",2,1,7,"B",32961
"3922","load",33,"exp",2,2,6,"B",2797
"3923","load",33,"exp",2,3,1,"A",2806
"3924","load",33,"exp",2,4,2,"A",3103
"3925","load",33,"exp",2,5,9,"A",1774
"3926","load",33,"exp",2,6,10,"B",2202
"3927","load",33,"exp",2,7,8,"A",1513
"3928","load",33,"exp",2,8,4,"A",1295
"3929","load",33,"exp",2,9,3,"A",1132
"3930","load",33,"exp",2,10,5,"A",816
"3931","load",33,"exp",3,1,1,"A",2674
"3932","load",33,"exp",3,2,2,"B",1503
"3933","load",33,"exp",3,3,7,"B",1557
"3934","load",33,"exp",3,4,4,"A",3290
"3935","load",33,"exp",3,5,3,"A",2866
"3936","load",33,"exp",3,6,5,"A",954
"3937","load",33,"exp",3,7,6,"B",4083
"3938","load",33,"exp",3,8,10,"B",1424
"3939","load",33,"exp",3,9,9,"A",1769
"3940","load",33,"exp",3,10,8,"B",2087
"3941","load",33,"exp",4,1,5,"A",3849
"3942","load",33,"exp",4,2,3,"A",1357
"3943","load",33,"exp",4,3,6,"B",1913
"3944","load",33,"exp",4,4,2,"B",993
"3945","load",33,"exp",4,5,10,"B",1082
"3946","load",33,"exp",4,6,7,"B",1711
"3947","load",33,"exp",4,7,8,"B",2990
"3948","load",33,"exp",4,8,4,"B",1616
"3949","load",33,"exp",4,9,1,"B",4371
"3950","load",33,"exp",4,10,9,"A",1477
"3951","load",33,"exp",5,1,2,"A",1335
"3952","load",33,"exp",5,2,3,"A",3411
"3953","load",33,"exp",5,3,1,"A",1495
"3954","load",33,"exp",5,4,5,"A",7837
"3955","load",33,"exp",5,5,4,"A",4807
"3956","load",33,"exp",5,6,10,"B",2554
"3957","load",33,"exp",5,7,8,"B",4332
"3958","load",33,"exp",5,8,7,"B",1887
"3959","load",33,"exp",5,9,9,"A",4089
"3960","load",33,"exp",5,10,6,"B",2548
"3961","load",33,"exp",6,1,1,"A",5032
"3962","load",33,"exp",6,2,10,"B",1108
"3963","load",33,"exp",6,3,4,"B",1033
"3964","load",33,"exp",6,4,8,"B",1136
"3965","load",33,"exp",6,5,5,"A",2307
"3966","load",33,"exp",6,6,3,"A",1709
"3967","load",33,"exp",6,7,9,"B",1260
"3968","load",33,"exp",6,8,2,"A",1242
"3969","load",33,"exp",6,9,6,"B",1130
"3970","load",33,"exp",6,10,7,"B",2030
"3971","load",33,"exp",7,1,6,"B",1386
"3972","load",33,"exp",7,2,7,"B",1365
"3973","load",33,"exp",7,3,4,"B",5071
"3974","load",33,"exp",7,4,2,"A",1033
"3975","load",33,"exp",7,5,3,"A",1536
"3976","load",33,"exp",7,6,9,"A",1190
"3977","load",33,"exp",7,7,10,"B",1399
"3978","load",33,"exp",7,8,8,"B",1201
"3979","load",33,"exp",7,9,5,"A",3379
"3980","load",33,"exp",7,10,1,"A",952
"3981","load",33,"exp",8,1,10,"B",1629
"3982","load",33,"exp",8,2,1,"A",958
"3983","load",33,"exp",8,3,3,"A",2584
"3984","load",33,"exp",8,4,7,"B",1897
"3985","load",33,"exp",8,5,6,"B",4194
"3986","load",33,"exp",8,6,2,"A",698
"3987","load",33,"exp",8,7,8,"B",2109
"3988","load",33,"exp",8,8,4,"B",974
"3989","load",33,"exp",8,9,5,"A",1175
"3990","load",33,"exp",8,10,9,"A",938
"3991","load",33,"exp",9,1,1,"A",3561
"3992","load",33,"exp",9,2,10,"B",3912
"3993","load",33,"exp",9,3,4,"B",1083
"3994","load",33,"exp",9,4,2,"A",1120
"3995","load",33,"exp",9,5,5,"A",2788
"3996","load",33,"exp",9,6,9,"A",2109
"3997","load",33,"exp",9,7,7,"B",5838
"3998","load",33,"exp",9,8,3,"A",1213
"3999","load",33,"exp",9,9,8,"B",5037
"4000","load",33,"exp",9,10,6,"B",2425
"4001","load",33,"exp",10,1,9,"A",1120
"4002","load",33,"exp",10,2,2,"A",1348
"4003","load",33,"exp",10,3,4,"B",976
"4004","load",33,"exp",10,4,5,"A",1784
"4005","load",33,"exp",10,5,10,"B",773
"4006","load",33,"exp",10,6,1,"A",1412
"4007","load",33,"exp",10,7,8,"B",831
"4008","load",33,"exp",10,8,6,"B",3709
"4009","load",33,"exp",10,9,7,"B",791
"4010","load",33,"exp",10,10,3,"A",3094
"4011","load",33,"exp",11,1,3,"A",821
"4012","load",33,"exp",11,2,7,"B",867
"4013","load",33,"exp",11,3,5,"A",1854
"4014","load",33,"exp",11,4,10,"A",841
"4015","load",33,"exp",11,5,4,"B",935
"4016","load",33,"exp",11,6,9,"A",2018
"4017","load",33,"exp",11,7,1,"A",1142
"4018","load",33,"exp",11,8,6,"B",2410
"4019","load",33,"exp",11,9,2,"A",1057
"4020","load",33,"exp",11,10,8,"B",935
"4021","load",33,"exp",12,1,5,"A",1019
"4022","load",33,"exp",12,2,3,"A",1395
"4023","load",33,"exp",12,3,6,"B",973
"4024","load",33,"exp",12,4,10,"B",678
"4025","load",33,"exp",12,5,8,"B",794
"4026","load",33,"exp",12,6,7,"B",617
"4027","load",33,"exp",12,7,2,"A",1294
"4028","load",33,"exp",12,8,4,"B",956
"4029","load",33,"exp",12,9,9,"A",1478
"4030","load",33,"exp",12,10,1,"A",1885
"4031","load",35,"prac",0,1,0,"A",15056
"4032","load",35,"prac",0,2,0,"B",3357
"4033","load",35,"prac",0,3,0,"B",2418
"4034","load",35,"prac",0,4,0,"A",2040
"4035","load",35,"prac",0,5,0,"A",6012
"4036","load",35,"prac",0,6,0,"B",3910
"4037","load",35,"prac",0,7,0,"B",3192
"4038","load",35,"prac",0,8,0,"A",1204
"4039","load",35,"prac",0,9,0,"A",1541
"4040","load",35,"prac",0,10,0,"B",1834
"4041","load",35,"exp",1,1,2,"A",4646
"4042","load",35,"exp",1,2,7,"B",1486
"4043","load",35,"exp",1,3,6,"B",2070
"4044","load",35,"exp",1,4,4,"A",2041
"4045","load",35,"exp",1,5,8,"A",971
"4046","load",35,"exp",1,6,1,"A",1253
"4047","load",35,"exp",1,7,3,"B",1269
"4048","load",35,"exp",1,8,10,"B",1220
"4049","load",35,"exp",1,9,5,"A",1427
"4050","load",35,"exp",1,10,9,"B",2412
"4051","load",35,"exp",2,1,2,"A",2265
"4052","load",35,"exp",2,2,10,"B",2900
"4053","load",35,"exp",2,3,8,"A",1050
"4054","load",35,"exp",2,4,9,"B",2001
"4055","load",35,"exp",2,5,1,"A",1542
"4056","load",35,"exp",2,6,5,"A",1739
"4057","load",35,"exp",2,7,7,"B",2361
"4058","load",35,"exp",2,8,3,"B",2194
"4059","load",35,"exp",2,9,4,"A",1072
"4060","load",35,"exp",2,10,6,"B",1973
"4061","load",35,"exp",3,1,10,"B",2583
"4062","load",35,"exp",3,2,1,"A",1496
"4063","load",35,"exp",3,3,5,"A",1871
"4064","load",35,"exp",3,4,4,"A",1193
"4065","load",35,"exp",3,5,7,"B",2538
"4066","load",35,"exp",3,6,2,"A",1404
"4067","load",35,"exp",3,7,3,"B",1399
"4068","load",35,"exp",3,8,8,"A",817
"4069","load",35,"exp",3,9,9,"B",1518
"4070","load",35,"exp",3,10,6,"B",980
"4071","load",35,"exp",4,1,6,"B",2324
"4072","load",35,"exp",4,2,10,"B",1214
"4073","load",35,"exp",4,3,8,"A",1007
"4074","load",35,"exp",4,4,4,"A",695
